Swedish_Lemma,English_Lemma,Chinese_Lemma,POS
arresterad,arrested,被逮捕的,ADJ
dödlig,deadly,致命的,ADJ
atmosfär,atmosphere,大气,NOUN
akutmottagning,emergency room,急诊室,NOUN
arbetsbelastning,workload,工作负荷,NOUN
avkolonisering,decolonization,去殖民化,NOUN
bemanning,staffing,人员配置,NOUN
betvivla,doubt,质疑,VERB
bostadspolitik,housing policy,住房政策,NOUN
deltid,part-time work,兼职,NOUN
folkbildning,adult education,民众教育,NOUN
förföljelse,persecution,迫害,NOUN
handledare,supervisor,指导者,NOUN
heltid,full-time work,全职,NOUN
hyckleri,hypocrisy,虚伪,NOUN
inrikespolitik,domestic policy,国内政策,NOUN
källkritik,source criticism,信源批判,NOUN
kosttillskott,dietary supplement,膳食补充剂,NOUN
låginkomsttagare,low earner,低收入者,NOUN
levnadsstandard,standard of living,生活水平,NOUN
mobbning,bullying,霸凌,NOUN
näthat,online hate,网络仇恨,NOUN
nikotin,nicotine,尼古丁,NOUN
ogärna,reluctantly,不情愿地,ADV
omtanke,consideration,关怀体贴,NOUN
påtagligt,noticeably,明显地,ADV
prenumerera,subscribe,订阅,VERB
proposition,government bill,政府提案,NOUN
reportage,feature story,专题报道,NOUN
säkerhetskopiera,back up data,备份数据,VERB
självinsikt,self-insight,自我认识,NOUN
skärmtid,screen time,屏幕时间,NOUN
sömnbrist,sleep deprivation,睡眠不足,NOUN
stökig,messy,杂乱的,ADJ
tjänstledighet,leave of absence,长假外借,NOUN
uppladdning,upload,上传,NOUN
utlysning,open call,征集公告,NOUN
valdeltagande,voter turnout,投票率,NOUN
vinstmarginal,profit margin,利润率,NOUN
varsitt,each (distributive),各人的,DET
agerande,conduct of acting,行为举止,NOUN
avboka,cancel booking,取消预订,VERB
betydelselös,insignificant,无意义的,ADJ
dokumenterad,documented,有记录的,ADJ
feltolka,misinterpret,误解,VERB
försvåra,make more difficult,使更困难,VERB
halvera,halve,减半,VERB
införa,introduce,引入,VERB
kollektivt,collectively,集体地,ADV
koordinera,coordinate,协调,VERB
maktlös,powerless,无力的,ADJ
nedlägga,shut down,关闭废除,VERB
ögonkontakt,eye contact,眼神交流,NOUN
omorganisera,reorganise,重组,VERB
osympatisk,unlikeable,不讨人喜欢的,ADJ
prioritering,prioritisation,优先排序,NOUN
sammanlänka,interlink,相互关联,VERB
stävja,curb,遏制,VERB
tonläge,tone (of voice),语气,NOUN
uppskjuta,postpone,推迟,VERB
värk,ache,疼痛,NOUN
varmhjärtad,warm-hearted,热心肠的,ADJ
avvägning,consideration,权衡考量,NOUN
förvara,keep in storage,存放,VERB
inlägg,online post,网络帖子,NOUN
mediebild,media image,媒体形象,NOUN
ointressant,uninteresting,无趣的,ADJ
ovanligt,unusually,异常地,ADV
rengöra,clean,清洁,VERB
utarbeta,draw up,起草,VERB
utförlig,detailed,详尽的,ADJ
utövande,practice (of an activity),从事活动,NOUN
bestraffa,punish,惩罚,VERB
därutöver,in addition,此外,ADV
efterhand,gradually,渐渐地,ADV
förutspå,predict,预言,VERB
inställt,cancelled,已取消的,ADJ
kompensera,compensate,补偿,VERB
nationellt,nationally,在全国范围,ADV
samhörighet,sense of belonging,归属感,NOUN
strukturerat,in a structured way,有组织地,ADV
tillämpning,application,应用,NOUN
återbetala,repay,偿还,VERB
antagningsprov,entrance exam,入学考试,NOUN
brottsoffer,crime victim,犯罪受害人,NOUN
energiförsörjning,energy supply,能源供应,NOUN
förnyelse,renewal,更新,NOUN
inlämning,submission (a task),提交,NOUN
klimatsmart,climate-smart,环保智能的,ADJ
miljöskada,environmental damage,环境损害,NOUN
nedrusta,disarm,裁减军备,VERB
sjukvårdspersonal,healthcare staff,医护人员,NOUN
strömavbrott,power outage,停电,NOUN
vindkraft,wind power,风能,NOUN
byggsten,building block,基石,NOUN
extrajobb,extra job,兼职零工,NOUN
grundpelare,cornerstone,基石支柱,NOUN
oförenlig,incompatible,不相容的,ADJ
sommarjobb,summer job,暑期工作,NOUN
tillämpbar,applicable,适用的,ADJ
yrkeserfarenhet,work experience,职业经验,NOUN
bagatellisera,trivialize,轻描淡写,VERB
finjustera,fine-tune,微调,VERB
grunda,found,奠定基础,VERB
kassera,discard,废弃驳回,VERB
medicinera,medicate,给…用药,VERB
normalisera,normalize,使正常化,VERB
skärskåda,examine closely,细察,VERB
svartmåla,defame,诋毁,VERB
trånad,longing,渴望,NOUN
törsta,thirst,渴求,VERB
djuplodande,profound,深入透彻的,ADJ
entydig,unambiguous,明确的,ADJ
ihärdig,persistent,坚持不懈的,ADJ
oberäknelig,unpredictable,难以预测的,ADJ
rationell,rational,理性的,ADJ
snårig,tangled,纠缠不清的,ADJ
töjbar,stretchable,可拉伸的,ADJ
ängslig,anxious,忧虑不安的,ADJ
arbetsförmedling,employment service,公共就业服务,NOUN
arbetsolycka,workplace accident,工伤事故,NOUN
levnadsvillkor,living conditions,生活条件,NOUN
lönerevision,salary review,工资调整评审,NOUN
primärvård,primary care,基础医疗服务,NOUN
skolplikt,compulsory schooling,义务教育,NOUN
tidslön,hourly pay,计时工资,NOUN
vaccinationsgrad,vaccination rate,疫苗接种率,NOUN
yrkesutbildning,vocational training,职业培训,NOUN
avslagsbeslut,rejection decision,驳回决定,NOUN
framförhållning,foresight,提前规划,NOUN
ombyggnad,rebuilding,改建,NOUN
reflektionstid,reflection time,反思时间,NOUN
överblick,overview,全局视野,NOUN
rasera,raze,夷平,VERB
framsynt,forward-looking,有远见的,ADJ
skenbart,seemingly,表面上,ADV
anspråksfull,demanding,苛求的,ADJ
dubbelsidig,double-sided,双面的,ADJ
hätsk,acrimonious,尖刻敌对的,ADJ
namnlös,nameless,无名的,ADJ
svekfull,treacherous,奸诈的,ADJ
förankra,anchor,使扎根,VERB
påkalla,call for,呼吁需要,VERB
tära,deplete,消耗损耗,VERB
gruppering,grouping,分组归类,NOUN
sållning,sifting,筛选,NOUN
ombesörja,attend to,经办照管,VERB
förgriplig,accessible,可获取的,ADJ
däri,therein,其中,ADV
förslagsvis,for instance,比方说来,ADV
närhelst,whenever,无论何时,ADV
undantagslöst,invariably,无一例外地,ADV
exklusive,excluding,不包括,ADP
avfallsförbränning,waste incineration,垃圾焚烧,NOUN
domslut,verdict,裁决结论,NOUN
energianvändning,energy use,能源使用,NOUN
energiskatt,energy tax,能源税,NOUN
förskrivning,prescribing,开处方配发,NOUN
inläggning,hospital admission,入院,NOUN
kalhygge,clearcutting,皆伐,NOUN
koldioxidutsläpp,carbon dioxide emissions,二氧化碳排放,NOUN
kreditförlust,credit loss,信贷损失,NOUN
källsortering,waste sorting,垃圾分类,NOUN
leveranskedja,delivery chain,交付链条,NOUN
låneränta,loan interest rate,贷款利率,NOUN
miljömål,environmental objective,环境目标,NOUN
nätkostnad,grid cost,电网费用,NOUN
placeboeffekt,placebo effect,安慰剂效应,NOUN
presskort,press card,记者证,NOUN
påverkanskampanj,influence campaign,舆论影响行动,NOUN
rovdjursstam,predator population,猛兽种群,NOUN
skogsskötsel,forestry management,森林经营,NOUN
solcellstak,rooftop solar,太阳能屋顶,NOUN
tidningskonkurs,newspaper bankruptcy,报社破产,NOUN
utsläppskvot,emission quota,排放配额,NOUN
vårddygn,care days,住院天数,NOUN
återplantering,replanting,重新种植,NOUN
avancera,advance,晋升前进,VERB
förmena,deny someone something,剥夺拒绝给予,VERB
utkräva,exact (a payment),强求征收,VERB
förmening,deprivation,剥夺,NOUN
omformning,reshaping,重塑改形,NOUN
bakåtblick,backward glance,回首回顾,NOUN
förstummad,speechless,哑口无言的,ADJ
måttlös,immoderate,无节制的,ADJ
ordknapp,taciturn,寡言少语的,ADJ
vådlig,hazardous,危险鲁莽的,ADJ
sidledes,sideways,横向侧面地,ADV
övermåttan,exceedingly,过度极其,ADV
räkenskapsår,fiscal year,财务年度,NOUN
sparkapital,savings capital,储蓄本金,NOUN
återbud,cancellation notice,取消回绝,NOUN
dröjsmål,delay,拖延延误,NOUN
forntid,ancient times,古代,NOUN
minnesord,tribute words,悼词,NOUN
händelseförlopp,course of events,事件经过,NOUN
toleransgräns,tolerance limit,容忍限度,NOUN
valmanifest,party manifesto,竞选纲领,NOUN
attackerad,attacked,被攻击的,ADJ
konstatera,establish,确认,VERB
värdera,evaluate,评价,VERB
astma,asthma,哮喘,NOUN
granska,review,审查,VERB
tillämpa,apply,应用,VERB
formulera,formulate,构想,VERB
understryka,underline,强调,VERB
atombomb,atomic bomb,原子弹,NOUN
hänvisa,refer,引用,VERB
relatera,relate,关联,VERB
sammanfatta,summarize,总结,VERB
sammanställa,compile,编制,VERB
ske,happen,发生,VERB
förtydliga,clarify,阐明,VERB
motivera,motivate,激励,VERB
överväga,consider,考虑,VERB
reflektera,reflect,反思,VERB
spegla,mirror,反映,VERB
tolka,interpret,解释,VERB
uppmärksamma,notice,留意,VERB
observera,observe,观察,VERB
dokumentera,document,记录,VERB
utforska,explore,探索,VERB
instruera,instruct,指导,VERB
genomföra,carry out,执行,VERB
arrangera,arrange,安排,VERB
integrera,integrate,整合,VERB
utesluta,exclude,排除,VERB
bål,torso,躯干,NOUN
medverka,participate,参与,VERB
inträffa,occur,发生,VERB
förekomma,occur,出现,VERB
beakta,consider,考虑,VERB
illustrera,illustrate,说明,VERB
fördela,distribute,分配,VERB
förena,unite,联合,VERB
lossna,come loose,松脱,VERB
konstruera,to construct,构造,VERB
avvisa,refuse,拒绝,VERB
godta,accept,接受,VERB
assistera,assist,协助,VERB
förstärka,strengthen,加强,VERB
försvaga,weaken,削弱,VERB
förhöja,enhance,提升,VERB
utöka,expand,扩大,VERB
expandera,expand,扩张,VERB
förkorta,shorten,缩短,VERB
bereda,prepare,准备,VERB
förlänga,lengthen,延长,VERB
sträva,strive,努力,VERB
försörja,provide for,供养,VERB
underhålla,maintain,维护,VERB
vårda,care for,照料,VERB
bespruta,spray,喷洒,VERB
övervaka,monitor,监督,VERB
fenomen,phenomenon,现象,NOUN
larma,alarm,警报,VERB
påbörja,begin,开始,VERB
inleda,initiate,开始,VERB
slutföra,complete,完成,VERB
anse,consider,认为,VERB
åstadkomma,accomplish,实现,VERB
utöva,exercise,行使,VERB
filosofi,philosophy,哲学,NOUN
nyttja,use,使用,VERB
rekrytera,recruit,招募,VERB
framföra,convey,转达,VERB
förmedla,convey,传达,VERB
överföra,transfer,转移,VERB
hylla,praise,赞扬,VERB
prisa,praise,赞美,VERB
berömma,praise,夸奖,VERB
ena,unite,统一,VERB
enas,agree,达成一致,VERB
utreda,investigate,调查,VERB
garantera,guarantee,保证,VERB
finansiera,finance,资助,VERB
bevisa,prove,证明,VERB
spekulera,speculate,投机,VERB
importera,import,进口,VERB
censur,censorship,审查,NOUN
medge,admit,承认,VERB
förneka,deny,否认,VERB
neka,deny,否认,VERB
bosätta,settle,定居,VERB
uppföra,erect,建造,VERB
strida,fight,战斗,VERB
diktatur,dictatorship,独裁,NOUN
monarki,monarchy,君主制,NOUN
republik,republic,共和国,NOUN
grundlag,constitution,基本法,NOUN
cirkulation,circulation,循环,NOUN
parlament,parliament,议会,NOUN
departement,department,部门,NOUN
citrus,citrus,柑橘,NOUN
kommitté,committee,委员会,NOUN
civil,civilian,平民的,ADJ
omröstning,vote,表决,NOUN
civilisation,civilization,文明,NOUN
minoritet,minority,少数,NOUN
civiliserad,civilized,文明的,ADJ
opposition,opposition,反对派,NOUN
block,bloc,阵营,NOUN
civilist,civilian,平民,NOUN
förbund,federation,联盟,NOUN
cylinder,cylinder,圆柱体,NOUN
protokoll,protocol,议定书,NOUN
bilaga,appendix,附件,NOUN
paragraf,paragraph,条款,NOUN
cynisk,cynical,愤世嫉俗的,ADJ
sektion,section,部分,NOUN
lagstiftning,legislation,立法,NOUN
norm,norm,规范,NOUN
darra,quiver,颤抖,VERB
förutsättning,prerequisite,前提,NOUN
försvarsadvokat,defense lawyer,辩护律师,NOUN
andetag,breath,呼吸,NOUN
jurist,lawyer,法学家,NOUN
häkte,remand,拘留所,NOUN
näringsliv,business sector,商业界,NOUN
debut,debut,首次亮相,NOUN
marknadsföring,marketing,营销,NOUN
debutera,debut,首次亮相,VERB
konkurrens,competition,竞争,NOUN
decennium,decade,十年,NOUN
monopol,monopoly,垄断,NOUN
bransch,industry,行业,NOUN
decimal,decimal,小数,NOUN
decimera,decimate,大量削减,VERB
tull,tariff,关税,NOUN
defekt,defect,缺陷,NOUN
utgift,expense,支出,NOUN
börs,stock exchange,证券交易所,NOUN
definitiv,definite,明确的,ADJ
definition,definition,定义,NOUN
valuta,currency,货币,NOUN
definiera,define,定义,VERB
kapital,capital,资本,NOUN
deformera,deform,使变形,VERB
finanser,finances,财务,NOUN
fysik,physics,物理,NOUN
efterfrågan,demand,需求,NOUN
utbud,supply,供给,NOUN
konsument,consumer,消费者,NOUN
dekoration,decoration,装饰,NOUN
producent,producer,生产者,NOUN
dekorera,decorate,装饰,VERB
tillverkare,manufacturer,制造商,NOUN
dekorativ,decorative,装饰性的,ADJ
leverantör,supplier,供应商,NOUN
entreprenör,entrepreneur,企业家,NOUN
investerare,investor,投资者,NOUN
aktieägare,shareholder,股东,NOUN
delikat,delicate,精致的,ADJ
delikatess,delicacy,美味,NOUN
arbetslöshet,unemployment,失业,NOUN
kompetens,competence,能力,NOUN
användbar,useful,有用的,ADJ
användning,use,使用,NOUN
insikt,insight,洞察,NOUN
deltidsarbetare,part-time worker,兼职工,NOUN
kursplan,syllabus,教学大纲,NOUN
demokrat,democrat,民主主义者,NOUN
diplom,diploma,文凭,NOUN
merit,merit,功绩,NOUN
studielån,student loan,助学贷款,NOUN
stipendium,scholarship,奖学金,NOUN
bidrag,grant,补助,NOUN
demonstrera,demonstrate,示威,VERB
finansiering,financing,融资,NOUN
deklaration,tax return,报税,NOUN
inkomstskatt,income tax,所得税,NOUN
effektivitet,efficiency,效率,NOUN
moms,VAT,增值税,NOUN
ersättning,compensation,补偿,NOUN
egendomlig,peculiar,古怪的,ADJ
samhällsklass,social class,社会阶层,NOUN
medelklass,middle class,中产阶层,NOUN
överklass,upper class,上层,NOUN
arbetarklass,working class,工人阶级,NOUN
eko,echo,回声,NOUN
ursprung,origin,起源,NOUN
kulturarv,cultural heritage,文化遗产,NOUN
invandring,immigration,移民,NOUN
utvandring,emigration,移出,NOUN
integration,integration,融入,NOUN
mångfald,diversity,多样性,NOUN
diskriminering,discrimination,歧视,NOUN
elementär,elementary,基本的,ADJ
fördom,prejudice,偏见,NOUN
stereotyp,stereotype,刻板印象,NOUN
elakhet,malice,恶意,NOUN
stämpel,stigma,污名,NOUN
eländig,miserable,悲惨的,ADJ
värdering,value,价值观,NOUN
last,vice,恶习,NOUN
skuldkänsla,guilt,内疚感,NOUN
ånger,remorse,懊悔,NOUN
förväntan,expectation,期待,NOUN
förhoppning,hope,希望,NOUN
elnät,power grid,电网,NOUN
missnöje,dissatisfaction,不满,NOUN
ideal,ideal,理想,NOUN
vision,vision,愿景,NOUN
medvetenhet,awareness,意识,NOUN
självkänsla,self-esteem,自尊,NOUN
självbild,self-image,自我形象,NOUN
solidaritet,solidarity,团结,NOUN
medkänsla,sympathy,同情,NOUN
enig,unanimous,一致的,ADJ
tillit,trust,信赖,NOUN
enighet,unity,一致,NOUN
samhällsproblem,social problem,社会问题,NOUN
jämlikhet,equality,平等,NOUN
jämställdhet,gender equality,性别平等,NOUN
integritet,integrity,正直,NOUN
entusiast,enthusiast,爱好者,NOUN
inflytande,influence,影响力,NOUN
entusiastisk,enthusiastic,热情的,ADJ
skyldighet,obligation,义务,NOUN
entusiasmera,enthuse,使热情,VERB
lyda,obey,服从,VERB
yttrandefrihet,freedom of speech,言论自由,NOUN
epidemi,epidemic,流行病,NOUN
pressfrihet,press freedom,新闻自由,NOUN
episk,epic,史诗的,ADJ
religionsfrihet,freedom of religion,宗教自由,NOUN
epok,epoch,时代,NOUN
institution,institution,机构,NOUN
era,era,时代,NOUN
samverkan,cooperation,协作,NOUN
erfara,experience,经历,VERB
interaktion,interaction,互动,NOUN
erfaren,experienced,有经验的,ADJ
förhandling,negotiation,谈判,NOUN
seminarium,seminar,研讨会,NOUN
workshop,workshop,工作坊,NOUN
panel,panel,小组,NOUN
forum,forum,论坛,NOUN
struktur,structure,结构,NOUN
utgångspunkt,starting point,出发点,NOUN
prestation,performance,表现,NOUN
insats,effort,投入,NOUN
handlande,acting,行为,NOUN
uppträdande,conduct,举止,NOUN
framträdande,appearance,出场,NOUN
etablering,establishment,建立,NOUN
etapp,phase,阶段,NOUN
innebörd,meaning,含义,NOUN
sammanhang,context,上下文,NOUN
skörda,harvest,收割,VERB
kontext,context,语境,NOUN
etik,ethics,伦理,NOUN
förbindelse,connection,连接,NOUN
aspekt,aspect,方面,NOUN
etikett,label,标签,NOUN
dimension,dimension,维度,NOUN
etisk,ethical,伦理的,ADJ
omfattning,extent,范围,NOUN
volym,volume,体量,NOUN
egenskap,property,特性,NOUN
evakuera,evacuate,疏散,VERB
evakuering,evacuation,疏散,NOUN
kännetecken,characteristic,特征,NOUN
temperament,temperament,气质,NOUN
medvetande,consciousness,意识,NOUN
evig,eternal,永恒的,ADJ
uppfattning,perception,看法,NOUN
exakthet,exactness,精确,NOUN
synpunkt,viewpoint,观点,NOUN
dels,partly,部分地,ADV
perspektiv,perspective,视角,NOUN
existera,exist,存在,VERB
synsätt,viewpoint,观点,NOUN
existerande,existing,存在的,ADJ
inställning,attitude,态度,NOUN
hållning,stance,立场,NOUN
misstanke,suspicion,怀疑,NOUN
argumentation,argumentation,论证,NOUN
experiment,experiment,实验,NOUN
experimentell,experimental,实验的,ADJ
resonemang,reasoning,推理,NOUN
expertis,expertise,专长,NOUN
slutsats,conclusion,结论,NOUN
explodera,explode,爆炸,VERB
märka,notice,注意,VERB
utfall,outcome,结果,NOUN
explosion,explosion,爆炸,NOUN
verkan,effect,作用,NOUN
påverkan,influence,影响,NOUN
export,export,出口,NOUN
tillfällighet,chance,偶然,NOUN
barriär,barrier,屏障,NOUN
exportera,export,出口,VERB
extrem,extreme,极端的,ADJ
valfrihet,freedom of choice,选择自由,NOUN
avgörande,decision,裁决,NOUN
famn,embrace,怀抱,NOUN
famna,embrace,拥抱,VERB
uttalande,statement,声明,NOUN
fantasera,imagine,幻想,VERB
redovisning,report,汇报,NOUN
fantasifull,imaginative,富有想象力的,ADJ
uppgörelse,settlement,协议,NOUN
äldreomsorg,elderly care,养老护理,NOUN
arbetsglädje,job satisfaction,工作乐趣,NOUN
bärkraftig,sustainable,可持续的,ADJ
bemötande,treatment of others,待人方式,NOUN
bistånd,aid,援助,NOUN
debattör,debater,辩手,NOUN
diverse,various,各种各样的,DET
folkgrupp,ethnic group,族群,NOUN
förnuftig,sensible,理智的,ADJ
hanterbar,manageable,可处理的,ADJ
hemtjänst,home care service,上门护理,NOUN
hyresreglering,rent control,租金管制,NOUN
insamling,fundraiser,募捐,NOUN
konjunktur,economic climate,经济景气,NOUN
kriminalitet,crime,犯罪活动,NOUN
lagring,data storage,数据存储,NOUN
livslust,zest for life,生活热情,NOUN
molntjänst,cloud service,云服务,NOUN
nättroll,internet troll,网络喷子,NOUN
nyhetsflöde,news feed,新闻推送,NOUN
ohälsa,ill health,健康不佳,NOUN
ordentlighet,orderliness,条理,NOUN
penningpolitik,monetary policy,货币政策,NOUN
preventivmedel,contraceptive,避孕用品,NOUN
reallön,real wage,实际工资,NOUN
resistens,drug resistance,抗药性,NOUN
säkerhetspolitik,security policy,安全政策,NOUN
självkritik,self-criticism,自我批评,NOUN
slarva,be careless,马虎大意,VERB
statskupp,coup,政变,NOUN
surfplatta,tablet computer,平板电脑,NOUN
tvetydig,ambiguous,模棱两可的,ADJ
upprustning,rearmament,军备扩充,NOUN
utrikespolitik,foreign policy,外交政策,NOUN
våldsbrott,violent crime,暴力犯罪,NOUN
vissa,some,某些,DET
vigsel,wedding ceremony,婚礼,NOUN
återge,reproduce in words,复述,VERB
avhjälpa,remedy,补救,VERB
brus,background noise,噪音,NOUN
dramatiskt,dramatically,急剧地,ADV
förebygga,prevent,预防,VERB
förverkliga,realise,实现,VERB
heltäckande,comprehensive,全面的,ADJ
ivrigt,eagerly,热切地,ADV
kollektivtrafik,public transport,公共交通,NOUN
kroppsspråk,body language,肢体语言,NOUN
markant,markedly,显著地,ADV
nedläggning,closure,关闭,NOUN
ogynnsam,unfavourable,不利的,ADJ
onekligen,undeniably,不可否认地,ADV
otillfredsställande,unsatisfactory,令人不满意的,ADJ
privatisering,privatisation,私有化,NOUN
samverka,cooperate,协作,VERB
tabell,table (data),表格,NOUN
uppehållstillstånd,residence permit,居留许可,NOUN
utbränd,burned out,精疲力竭的,ADJ
värka,ache,作痛,VERB
värna,safeguard,维护,VERB
behövlig,necessary,必需的,ADJ
genomarbetad,well thought through,经过深思熟虑的,ADJ
inlärning,learning (process),学习过程,NOUN
mediepåverkan,media influence,媒体影响,NOUN
okonventionell,unconventional,打破常规的,ADJ
pragmatisk,pragmatic,务实的,ADJ
skribent,writer,撰稿人,NOUN
utfalla,turn out (result),结果是,VERB
utförlighet,thoroughness,详尽程度,NOUN
utövare,practitioner,从业者,NOUN
bestraffning,punishment,惩罚,NOUN
efterforska,investigate,调查,VERB
föga,scarcely,几乎不,ADV
generell,general,普遍的,ADJ
internationellt,internationally,在国际上,ADV
lokalt,locally,在本地,ADV
närmast,almost,几乎是,ADV
samspel,interplay,相互作用,NOUN
ständigen,constantly,不停地,ADV
utflyttning,outward migration,迁出,NOUN
överblicka,get an overview of,纵览,VERB
avverka,fell trees,采伐,VERB
dubblera,double,使加倍,VERB
energikälla,energy source,能源来源,NOUN
gripen,arrested,被逮捕的,ADJ
inlämningsuppgift,assignment,课业任务,NOUN
kurslitteratur,course literature,课程教材,NOUN
miljövänlig,environmentally friendly,环保的,ADJ
nedskärning,cutback (spending),削减,NOUN
skatteplanering,tax planning,税务筹划,NOUN
studiemedel,student finance,学生资助,NOUN
vittnesförklaring,witness statement,证人陈述,NOUN
deltidsanställning,part-time employment,兼职雇佣,NOUN
familjevänlig,family-friendly,家庭友好的,ADJ
grundval,basis,根据基础,NOUN
omvärld,the world around,外部世界,NOUN
tidsbegränsad,fixed-term,有时限的,ADJ
utgångsläge,starting position,起点局面,NOUN
yrkespraktik,vocational training,职业实习,NOUN
bättra,improve,改进,VERB
fostran,upbringing,教养,NOUN
hungra,starve,挨饿,VERB
kondolera,condole,吊唁,VERB
misstycka,disapprove,不赞成,VERB
radikalisera,radicalize,使激进,VERB
slockna,go out (fire),熄灭,VERB
sönderfalla,disintegrate,瓦解,VERB
tygla,curb,克制约束,VERB
enslig,solitary,孤单的,ADJ
elastisk,elastic,有弹性的,ADJ
följdriktig,consistent,前后一致的,ADJ
intrikat,intricate,错综复杂的,ADJ
omständig,cumbersome,繁琐的,ADJ
sammansatt,composite,复合的,ADJ
spänstig,resilient,矫健有弹性的,ADJ
vidlyftig,extensive,广泛详尽的,ADJ
förnimmelse,perception,感知觉,NOUN
arbetskonflikt,labor dispute,劳资纠纷,NOUN
inkomstförlust,loss of income,收入损失,NOUN
läkarintyg,medical certificate,医生证明,NOUN
löneökning,pay raise,涨薪,NOUN
sjukvårdskostnad,health care cost,医疗费用,NOUN
smittskydd,infection control,传染病防护,NOUN
utbildningsväsende,education system,教育体制,NOUN
välfärdssamhälle,welfare society,福利社会,NOUN
ambitionsnivå,ambition level,目标抱负水平,NOUN
beslutanderätt,decision-making authority,决策权,NOUN
framförhållningsprincip,planning principle,未雨绸缪原则,NOUN
prestationskrav,performance demands,成绩要求,NOUN
resultatkrav,results demands,结果要求,NOUN
avstyrka,advise against,不建议否决,VERB
sönderslå,smash,打碎,VERB
visionär,visionary,有远见卓识的,ADJ
skyndsamt,promptly,迅速及时地,ADV
anspråkslös,modest,朴实的,ADJ
flärdfull,showy,浮华的,ADJ
idog,assiduous,勤勉的,ADJ
plikttrogen,duty-conscious,忠于职守的,ADJ
ökänd,notorious,臭名昭著的,ADJ
förslita,wear out,耗损使疲劳,VERB
regissera,direct (a film),执导导演,VERB
vidmakthålla,maintain,持续维持,VERB
klassindelning,classification,分类划分,NOUN
uppdelning,division,划分拆分,NOUN
igångsätta,set in motion,启动使开动,VERB
oförliknelig,incomparable,无可比拟的,ADJ
därjämte,besides,此外加之,ADV
härvid,hereby,据此借此,ADV
någorstans,anywhere,在某处,ADV
varsomhelst,anywhere at all,随便哪里,ADV
jämlikt,in accordance with,依照符合,ADP
bytesbalans,balance of trade,贸易收支差额,NOUN
effektbrist,power capacity shortage,电力容量短缺,NOUN
energikartläggning,energy mapping,能耗普查,NOUN
exportinkomst,export income,出口收入,NOUN
försöksperson,test subject,受试者,NOUN
inlåning,deposit taking,吸收存款,NOUN
kammarrätt,administrative court,行政法院,NOUN
kommissionär,commissioner,专员委员,NOUN
kreditvärdering,credit assessment,信用评级评估,NOUN
kärnkraftsavveckling,nuclear phase-out,核电退出,NOUN
leverantörskedja,supplier chain,供应链,NOUN
matpris,food price,食品价格,NOUN
motion,parliamentary motion,议员提案,NOUN
operationskö,surgery queue,手术排队,NOUN
plastskatt,plastic tax,塑料税,NOUN
prisspridning,price spread,价差,NOUN
receptbelagd,prescription-only,处方药的,ADJ
räntehöjning,interest rate hike,加息,NOUN
skogsvård,forest conservation,森林保护,NOUN
spänningsfall,voltage drop,电压降,NOUN
tillkännagivande,announcement,公告声明,NOUN
valutareserv,currency reserve,外汇储备,NOUN
vårdform,form of care,医疗护理形式,NOUN
återvinningscentral,recycling center,回收中心,NOUN
bortslösa,squander away,挥霍殆尽,VERB
omdana,transform,彻底改造,VERB
avlastning,unburdening,卸载减负,NOUN
förnekelse,denial,否认,NOUN
trappsteg,stair step,台阶梯级,NOUN
disproportionell,disproportionate,不成比例的,ADJ
hutlös,wretched; dire,可怜悲惨,ADJ
oavgjort,undecided,悬而未决的,ADJ
sinnrik,ingenious,构思巧妙的,ADJ
gladeligen,gladly,乐意地,ADV
synnerligen,particularly,尤其格外地,ADV
aktieägaravtal,shareholder agreement,股东协议,NOUN
sammanträde,meeting,会议集会,NOUN
styrelseordförande,board chairman,董事会主席,NOUN
efterlysa,put out a warrant for,通缉追查,VERB
dödsannons,death notice,讣告,NOUN
förseningsavgift,late fee,滞纳金,NOUN
utgrävning,excavation,考古发掘,NOUN
nyckeltal,key figure,关键数字,NOUN
tröskelvärde,threshold value,阈值,NOUN
valsedel,ballot,选票,NOUN
farlighet,dangerousness,危险性,NOUN
kompromiss,compromise,妥协,NOUN
godkännande,approval,批准,NOUN
förbud,ban,禁令,NOUN
farmaci,pharmacy,药学,NOUN
åtgärd,measure,措施,NOUN
farmaceut,pharmacist,药剂师,NOUN
strategi,strategy,策略,NOUN
taktik,tactics,战术,NOUN
procedur,procedure,程序,NOUN
arbetssätt,working method,工作方式,NOUN
hjälpmedel,aid,辅助工具,NOUN
fasad,facade,立面,NOUN
redskap,tool,工具,NOUN
anläggning,facility,设施,NOUN
komplex,complex,建筑群,NOUN
distrikt,district,区,NOUN
gränslinje,boundary,边界线,NOUN
helhet,whole,整体,NOUN
sats,clause,从句,NOUN
begrepp,concept,概念,NOUN
term,term,术语,NOUN
ordval,word choice,措辞,NOUN
formulering,phrasing,措辞,NOUN
färdas,travel,旅行,VERB
tolkning,interpretation,口译,NOUN
nyans,nuance,细微差别,NOUN
fällas,be felled,被砍倒,VERB
hederlig,honest,诚实的,ADJ
tonfall,intonation,语调,NOUN
åskådare,spectator,旁观者,NOUN
frånvaro,absence,缺席,NOUN
koncentration,concentration,专注,NOUN
galler,gate,栅栏,NOUN
observation,observation,观察,NOUN
bevakning,coverage,报道,NOUN
rapportering,reporting,报道,NOUN
nyhetsrapportering,news reporting,新闻报道,NOUN
massmedia,mass media,大众媒体,NOUN
redaktör,editor,编辑,NOUN
krönika,column,专栏,NOUN
