Spanish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
revolucionario,revolutionary,革命的,ADJ,B2
recompensar,to reward,奖励,VERB,B2
retórica,rhetoric,修辞,NOUN,B2
retórico,rhetorical,修辞的,ADJ,B2
pregunta retórica,rhetorical question,宁非,NOUN,B2
rima,rhyme,韵脚,NOUN,B2
arroz,rice,米饭,NOUN,B2
rico en recursos naturales,richly endowed by nature,得天独厚,ADJ,B2
montada,ride,行程,NOUN,B2
descanso de montada,ride break,骑破,NOUN,B2
jinete,rider,骑手,NOUN,B2
grieta,rift,裂痕,NOUN,B2
derecho,right,正确的,ADJ,B2
justo,righteous,正直的,ADJ,B2
indignación justa,righteous indignation,义愤,NOUN,B2
rectitud,righteousness,亦正,NOUN,B2
derechos,rights,权利,NOUN,B2
rigidez,rigidity,僵硬,NOUN,B2
riguroso,rigorous,严格的,ADJ,B2
sonar,to ring,鸣响,VERB,B2
vía de circunvalación,ring road,绕城,NOUN,B2
sonido,ringing,铃声,NOUN,B2
tumulto,riot,骚乱,NOUN,B2
maduro,ripe,成熟的,ADJ,B2
subir,to rise,上升,VERB,B2
arriesgar,to risk life,拼命,VERB,B2
riesgo de muerte,risking death,冒死,NOUN,B2
rivalidad,rivalry,竞争,NOUN,B2
ribera,riverbank,河岸,NOUN,B2
señal de tráfico,road sign,路标,NOUN,B2
vagar,to roam,漫游,VERB,B2
asado,roast,烤肉,NOUN,B2
asar,to roast lamb,烤羊,VERB,B2
ladrón,robber,强盗,NOUN,B2
robo,robbery,抢劫案,NOUN,B2
robusto,robust,强健的,ADJ,B2
rocall,rockery,假山,NOUN,B2
cohete,rocket,火箭,NOUN,B2
papel,role,角色,NOUN,B2
modelo a seguir,role model,榜样,NOUN,B2
rodar,to roll,滚动,VERB,B2
persiana,roller blind,卷帘,NOUN,B2
romano,roman,罗马人,NOUN,B2
romántico,romantic,浪漫的,ADJ,B2
techar,to roof,房顶,VERB,B2
compañero de piso,roommate,室友,NOUN,B2
cuerda,rope,绳子,NOUN,B2
rosa,rose,玫瑰,NOUN,B2
podrido,rotten,腐烂的,ADJ,B2
aproximadamente,roughly,大约,ADV,B2
redondo,round,圆的,ADJ,B2
rotonda,roundabout,环岛,NOUN,B2
enrutador,router,路由器,NOUN,B2
rutina,routine,常规,NOUN,B2
remar,to row,划船,VERB,B2
real,royal,皇家的,ADJ,B2
ruinas,ruins,废墟,NOUN,B2
estado de derecho,rule of law,法治,NOUN,B2
carrera,run,跑步,NOUN,B2
toparse con,to run into,碰见,VERB,B2
correr,to run quickly,奔驰,VERB,B2
trotar,to run to jog,跑步,VERB,B2
corredor,runner,跑步者,NOUN,B2
carrera,running,进行中的,NOUN,B2
mocos,runny nose,流鼻涕,NOUN,B2
rotura,rupture,破裂,NOUN,B2
apresurarse,rush,赶往,NOUN,B2
apresurarse,to rush,冲,VERB,B2
ir y venir,to rush about,奔波,VERB,B2
ruso,russian,俄罗斯的,ADJ,B2
óxido,rust,铁锈,NOUN,B2
inoxidable,rust-proof,防锈,ADJ,B2
despiadado,ruthlessness,无情,NOUN,B2
sacrificar,to sacrifice,牺牲,VERB,B2
apenado,sad sorrowful,悲伤,ADJ,B2
caja fuerte,safe,保险箱,NOUN,B2
seguridad,safety,安全,NOUN,B2
informe de seguridad,safety report,安全报告,NOUN,B2
sagaz,sagacious,睿智的,ADJ,B2
navegar,to sail,航行,VERB,B2
navegación,sailing,航行,NOUN,B2
venta,sale,出售,NOUN,B2
ventas,sales,打折,NOUN,B2
vendedor,salesperson,销售人员,NOUN,B2
salado,salty,咸的,ADJ,B2
salvación,salvation,拯救,NOUN,B2
sandalia,sandal,凉鞋,NOUN,B2
tormenta de arena,sandstorm,沙尘暴,NOUN,B2
San Nicolás,santa claus,圣诞老人,NOUN,B2
satélite,satellite,卫星,NOUN,B2
sátira,satire,讽刺,NOUN,B2
satírico,satirical,讽刺的,ADJ,B2
satisfactorio,satisfactory,令人满意的,ADJ,B2
satisfacer,to satisfy,使满意,VERB,B2
salsa,sauce,酱汁,NOUN,B2
ahorro,savings,存款,NOUN,B2
salvador,savior,救星,NOUN,B2
sierra,saw,锯子,NOUN,B2
despedirse,to say goodbye,告别,VERB,B2
dicho,saying,格言,NOUN,B2
escaneo,scan,扫描件,NOUN,B2
asustado,scared,害怕的,ADJ,B2
bufanda,scarf,围巾,NOUN,B2
espantoso,scary,可怕的,ADJ,B2
paisaje,scenery,风景,NOUN,B2
erudito,scholar,学者,NOUN,B2
beca,scholarship,奖学金,NOUN,B2
escolástico,scholastic,经院哲学的,ADJ,B2
científico,scientific,科学的,ADJ,B2
tijeras,scissors,剪刀,NOUN,B2
regañar,to scold,训斥,VERB,B2
puntuación,score,比分,NOUN,B2
explorador,scout,侦察员,NOUN,B2
gritar,scream,尖叫,NOUN,B2
gritar,to scream,尖叫,VERB,B2
proyectar,to screen,筛选,VERB,B2
guión,screenplay,剧本,NOUN,B2
destornillador,screwdriver,螺丝刀,NOUN,B2
guión teatral,script for play,剧本,NOUN,B2
buceo,scuba diving,潜水,NOUN,B2
sellar,to seal,密封,VERB,B2
buscar,to search,搜索,VERB,B2
buscar,to search for,寻找,VERB,B2
estacional,seasonal,季节性的,ADJ,B2
separarse,to secede,脱离,VERB,B2
salida de reclusión,seclusion exit,出关,NOUN,B2
segundo,second,第二,ADJ,B2
segunda vez,second time,再而,NOUN,B2
secundario,secondary,次要的,ADJ,B2
segundo,secondly,其次,ADV,B2
secreto,secrecy,保密,NOUN,B2
secreto,secret,秘密的,ADJ,B2
reunión secreta,secret meeting,密会,NOUN,B2
secretaría,secretariat,秘书处,NOUN,B2
secretario,secretary,秘书,NOUN,B2
secreto,secretly,秘密地,ADV,B2
secta,sect,教派,NOUN,B2
sectario,sectarian,宗派的,ADJ,B2
sección,section,部分,NOUN,B2
laicismo,secularism,世俗主义,NOUN,B2
guardia de seguridad,security guard,保安,NOUN,B2
sedán,sedan,轿车,NOUN,B2
volver a ver,to see again,再见,VERB,B2
ver cadáver,to see corpse,见尸,VERB,B2
despedida,see off,送走,NOUN,B2
atravesar,to see through,看穿,VERB,B2
buscar,to seek,寻找,VERB,B2
solicitar audiencia,to seek audience,求见,VERB,B2
buscar la verdad en los hechos,to seek truth from facts,实事求是,VERB,B2
búsqueda,seeking,寻求,NOUN,B2
oportunista,seeking instant benefit,急功近利,ADJ,B2
aparentemente,seemingly,表面上,ADV,B2
sísmico,seismic,地震的,ADJ,B2
selección,selection,选择,NOUN,B2
selectivo,selective,选择的，挑选的,ADJ,B2
sí mismo,self,自我,NOUN,B2
autoconfianza,self-confidence,自信,NOUN,B2
seguro de sí mismo,self-confident,自信的,ADJ,B2
autosacrificio,self-sacrifice,舍己,NOUN,B2
egoísmo,selfishness,自私,NOUN,B2
semestre,semester,学期,NOUN,B2
seminario,seminar,研讨会,NOUN,B2
semiología,semiology,符号学，症状学,NOUN,B2
semiótica,semiotics,符号学,NOUN,B2
antigüedad,seniority,资历,NOUN,B2
percibir,to sense,隐约感到,VERB,B2
sensible,sensitive,敏感的,ADJ,B2
sensibilidad,sensitivity,敏感性,NOUN,B2
condenar,to sentence,判决,VERB,B2
sentimiento,sentiment,情感,NOUN,B2
centinela,sentry,卫兵,NOUN,B2
secuencia,sequence,顺序，片段,NOUN,B2
sereno,serene,宁静的,ADJ,B2
serenidad,serenity,宁静,NOUN,B2
sargento,sergeant,中士,NOUN,B2
asesino en serie,serial killer,连环杀手,NOUN,B2
seriedad,seriousness,严肃,NOUN,B2
servidor,server,服务器,NOUN,B2
proveedor de servicios,service provider,服务商,NOUN,B2
carretera de servicio,service road,辅路,NOUN,B2
servilismo,servility,奴性,NOUN,B2
sésamo,sesame,芝麻,NOUN,B2
sesión,session,会议,NOUN,B2
partir,to set off,出发,VERB,B2
instalar,to set up,建立,VERB,B2
setenta,seventy,七十,NUM,B2
varios,several,几个,DET,B2
severo,severe,严厉的,ADJ,B2
severidad,severity,严厉,NOUN,B2
estrechar la mano,to shake hands,握手,VERB,B2
somero,shallow,浅的,ADJ,B2
farsa,sham,假冒,NOUN,B2
avergonzar,to shame,使羞愧,VERB,B2
vergonzoso,shameful,可耻的,ADJ,B2
champú,shampoo,洗发水,NOUN,B2
moldear,to shape,塑造,VERB,B2
parte,share,股份,NOUN,B2
accionista,shareholder,股东,NOUN,B2
tiburón,shark,鲨鱼,NOUN,B2
romper,to shatter,粉碎,VERB,B2
afeitar,to shave,剃,VERB,B2
oveja,sheep,绵羊,NOUN,B2
hoja,sheet,床单,NOUN,B2
caparazón,shell,壳,NOUN,B2
pastor,shepherd,牧羊人,NOUN,B2
cambiar,shift,轮班,NOUN,B2
cambiar,to shift,改变,VERB,B2
rotación de turnos,shift rotation,倒班,NOUN,B2
intercambio de turnos,shift swap,换班,NOUN,B2
adelantar,to shift to an earlier date,提前,VERB,B2
enviar,to ship out,出货,VERB,B2
impactar,to shock,震惊,VERB,B2
quita de zapatos,shoe removal,鞋脱,NOUN,B2
zapatos,shoes,鞋子,NOUN,B2
derribar,to shoot down,击落,VERB,B2
tiroteo,shooting,射击,NOUN,B2
comprar,to shop,购物,VERB,B2
compras,shopping,购物,NOUN,B2
centro comercial,shopping center,购物中心,NOUN,B2
escasez,shortage,短缺,NOUN,B2
defecto,shortcoming,缺点,NOUN,B2
atajo,shortcut,捷径,NOUN,B2
acortar,to shorten,缩短,VERB,B2
deber,should,应该,AUX,B2
no deber,should not,不该,AUX,B2
pala,shovel,铲子,NOUN,B2
santuario,shrine,مشعر,NOUN,B2
hermanos,siblings,兄弟姐妹,NOUN,B2
puerta lateral,side door,侧门,NOUN,B2
acera,sidewalk,人行道,NOUN,B2
suspirar,sigh,叹息,NOUN,B2
suspirar,to sigh,叹气,VERB,B2
suspirar de tristeza,to sigh with sorrow,感慨,VERB,B2
vista,sight,视力,NOUN,B2
firmar por,to sign for,签收,VERB,B2
señalar,signal,信号,NOUN,B2
señalar,to signal,示意,VERB,B2
significado,significance,含义,NOUN,B2
significativo,significant,重要的,ADJ,B2
significar,to signify,意味着,VERB,B2
silenciar,to silence,خرس,VERB,B2
silencioso,silent,沉默的,ADJ,B2
tela de seda,silk cloth,丝绸,NOUN,B2
chica tonta,silly girl,傻丫头,NOUN,B2
plateado,silver,银色,ADJ,B2
similitud,similarity,相似,NOUN,B2
lentitud,slowness,缓慢,NOUN,B2
perezoso,sluggish,迟钝的,ADJ,B2
astucia,slyness,狡猾,NOUN,B2
pequeño,smallest,最小的,ADJ,B2
pequeñez,smallness,小小,NOUN,B2
inteligente,smart,聪明的,ADJ,B2
aplastar,to smash,粉碎,VERB,B2
aplastamiento,smashing,砸过,NOUN,B2
noción,smattering,少量,NOUN,B2
oler,smell,气味,NOUN,B2
oler,to smell,闻,VERB,B2
tabaquismo,smoking,吸烟,NOUN,B2
alisar,smooth,光滑的,ADJ,B2
alisar,to smooth,使光滑,VERB,B2
suavemente,smoothly,顺利,ADV,B2
contrabando,smuggling,走私,NOUN,B2
merienda,snack,小吃,NOUN,B2
colarse,to sneak,潜行,VERB,B2
roncar,to snore,打鼾,VERB,B2
sombra de nieve,snow shadow,雪影姐姐,NOUN,B2
copo de nieve,snowflake,雪花,NOUN,B2
hasta ahora,so far,到目前为止,ADV,B2
tanto,so much,那么多,DET,B2
para que,so that,以便,SCONJ,B2
supuesto,so-called,所谓的,ADJ,B2
sollozar,to sob,啜泣,VERB,B2
sollozo,sobbing,抽泣,NOUN,B2
sobriedad,sobriety,清醒,NOUN,B2
arbitraje social,social arbitration,社会仲裁,NOUN,B2
despertar social,social awakening,社会觉醒,NOUN,B2
clase social,social class,社会阶层,NOUN,B2
compromiso social,social compromise,社会妥协,NOUN,B2
distanciamiento social,social distancing,社交距离,NOUN,B2
en alguna parte,somewhere,某处,ADV,B2
sofistería,sophistry,诡辩,NOUN,B2
perdón,sorry,抱歉,ADJ,B2
clasificar,to sort,分类,VERB,B2
bullicio,sound of activity,动静,NOUN,B2
solidez,soundness,好端端,NOUN,B2
agrio,sour,酸的,ADJ,B2
ejército del sur,southern army,南军,NOUN,B2
recuerdo,souvenir,纪念品,NOUN,B2
soberano,sovereign,君主,NOUN,B2
soberanía,sovereignty,主权,NOUN,B2
sembrar,to sow,播种,VERB,B2
siembra,sowing,播种,NOUN,B2
espacio,space,空间,NOUN,B2
nave espacial,spaceship,宇宙飞船,NOUN,B2
español,spanish,西班牙语,NOUN,B2
ahorrar,to spare,节省,VERB,B2
tiempo libre,spare time,业余,NOUN,B2
gorrión,sparrow,麻雀,NOUN,B2
orador,speaker,发言人,NOUN,B2
tema especial,special topic,专题,NOUN,B2
especializado,specialized,专业的,ADJ,B2
especialidad,specialty,专业,NOUN,B2
especie,species,物种,NOUN,B2
entrenamiento espiritual,spirit training,练神,NOUN,B2
férula,splint,夹板,NOUN,B2
patrocinio,sponsorship,赞助,NOUN,B2
espontáneo,spontaneous,自发的,ADJ,B2
coche deportivo,sports car,跑车,NOUN,B2
esguince,sprain,扭伤,NOUN,B2
aerosol,spray,喷雾,NOUN,B2
propagación,spread,传播,NOUN,B2
escuadrón,squad,小队,NOUN,B2
cuadrado,square,平方的,ADJ,B2
agacharse,to squat,蹲,VERB,B2
personal,staff,全体员工,NOUN,B2
obra de teatro,stage play,舞台剧,NOUN,B2
vacilar,to stagger,蹒跚,VERB,B2
estancarse,to stagnate,停滞,VERB,B2
detenerse,to stall,拖延,VERB,B2
postura,stance,立场,NOUN,B2
pararse,to stand,站立,VERB,B2
pararse lado a lado,to stand side by side,并列,VERB,B2
ponerse de pie,to stand up,站起来,VERB,B2
estándar,standard,标准,NOUN,B2
estandarización,standardization,标准化,NOUN,B2
permanente,standing,站立的,ADJ,B2
punto muerto,standstill,停滞,NOUN,B2
anís estrellado,star anise,八角,NOUN,B2
mirar fijamente,to stare,凝视,VERB,B2
cielo estrellado,starry sky,星空,NOUN,B2
pasar hambre,to starve,挨饿,VERB,B2
declarar,to state,说明,VERB,B2
papelería,stationery,文具,NOUN,B2
estatus,status,地位,NOUN,B2
estable,steady,稳定的,ADJ,B2
hervir,steam,蒸汽,NOUN,B2
hervir,to steam,蒸,VERB,B2
bao,steamed stuffed bun,包子,NOUN,B2
acero,steel,钢,NOUN,B2
dirigir,to steer,引导,VERB,B2
volante,steering wheel,方向盘,NOUN,B2
tallo,stem,茎,NOUN,B2
estenosis,stenosis,狭窄,NOUN,B2
dar un paso,to step,踩,VERB,B2
madrastra,stepmother,后母,NOUN,B2
palo,stick,棍子,NOUN,B2
rígido,stiff,僵硬的,ADJ,B2
subjetivo,subjective,主观的,ADJ,B2
submarino,submarine,潜水艇,NOUN,B2
sumergir,to submerge,淹没,VERB,B2
sumisión,submission,顺从,NOUN,B2
someter,to submit,提交,VERB,B2
subordinado,subordinate,下属,NOUN,B2
suscribir,to subscribe,订阅,VERB,B2
suscriptor,subscriber,订阅者,NOUN,B2
suscripción,subscription,订阅,NOUN,B2
subsiguiente,subsequent,随后的,ADJ,B2
subsidio,subsidy,补贴,NOUN,B2
subsistencia,subsistence,生计,NOUN,B2
sustanciación,substantiation,论证,NOUN,B2
sustituto,substitute,替代品,NOUN,B2
subtítulo,subtitle,字幕,NOUN,B2
suburbio,suburb,郊区,NOUN,B2
suceder,to succeed,成功,VERB,B2
exitoso,successful,成功的,ADJ,B2
sucesión,succession,连续,NOUN,B2
sucesivamente,successively,连续地,ADV,B2
sucesor,successor,继任者,NOUN,B2
tal,such,如此,DET,B2
chupar,to suck,吸,VERB,B2
repentinamente,suddenly,突然地,ADV,B2
padecer insomnio,to suffer from insomnia,失眠,VERB,B2
suficiencia,sufficiency,充足,NOUN,B2
suficiente,sufficient,足够的,ADJ,B2
asfixiar,to suffocate,窒息,VERB,B2
asfixia,suffocation,窒息,NOUN,B2
sugerencia,suggestion,建议,NOUN,B2
suma,sum,总和,NOUN,B2
soleado,sunny,晴朗的,ADJ,B2
amanecer,sunrise,日出,NOUN,B2
sol,sunshine,阳光,NOUN,B2
supercomprensivo,super-comprehensive,超遍,NOUN,B2
supergrado,super-grade,超级,NOUN,B2
superprincipio,super-principle,超则,NOUN,B2
supercalidad,super-quality,超质,NOUN,B2
supsistema,super-system,超制,NOUN,B2
superpensamiento,super-thought,超思,NOUN,B2
supermercado,supermarket,超市,NOUN,B2
supervisar,to supervise,监督,VERB,B2
supervisión,supervision,监督,NOUN,B2
suplementar,supplement,补充,NOUN,B2
suplementar,to supplement,补充,VERB,B2
proveedor,supplier,供应商,NOUN,B2
suministro,supply,供应,NOUN,B2
apoyar,to support,支持,VERB,B2
apoyante,supporter,支持者,NOUN,B2
suprimir,to suppress,压制,VERB,B2
supresión,suppression,抑,NOUN,B2
seguro,sure,确定的,ADJ,B2
oleada,surge,激增,NOUN,B2
apellido,surname,姓氏,NOUN,B2
sorprendente,surprising,令人惊讶的,ADJ,B2
surrealismo,surrealism,超现实主义,NOUN,B2
rendición,surrender,投降,NOUN,B2
alrededores,surroundings,周围,NOUN,B2
vigilar,to surveil,监视,VERB,B2
vigilancia,surveillance,监视,NOUN,B2
topógrafo,surveyor,测量员,NOUN,B2
supervivencia,survival,生存,NOUN,B2
superviviente,survivor,幸存者,NOUN,B2
sospechoso,suspect,嫌疑人,NOUN,B2
suspenso,suspense,悬念,NOUN,B2
suspensión,suspension,暂停,NOUN,B2
sostenibilidad,sustainability,可持续性,NOUN,B2
sostenible,sustainable,可持续的,ADJ,B2
sustento,sustenance,食物,NOUN,B2
suturar,suture,缝合,NOUN,B2
suturar,to suture,缝合,VERB,B2
tragar,to swallow,吞下,VERB,B2
pantano,swamp,沼泽,NOUN,B2
balancear,to sway,摇摆,VERB,B2
sudar,to sweat,出汗,VERB,B2
barrido,sweep,扫,NOUN,B2
sueño dulce,sweet dream,美梦,NOUN,B2
cariño,sweetheart,爱人,NOUN,B2
dulce,sweetie,亲爱的,NOUN,B2
dulces,sweets,甜食,NOUN,B2
piscina,swimming pool,游泳池,NOUN,B2
columpio,swing,秋千,NOUN,B2
sala de conmutación,switch room,配电室,NOUN,B2
conmutador,switchboard,总机,NOUN,B2
sin espada,swordless,剑不,NOUN,B2
adulación,sycophancy,阿谀奉承,NOUN,B2
temario,syllabus,教学大纲,NOUN,B2
simbolizar,to symbolize,象征,VERB,B2
simetría,symmetry,对称,NOUN,B2
simpatizar,to sympathize,同情,VERB,B2
simpatía,sympathy,同情,NOUN,B2
sinfonía,symphony,交响乐,NOUN,B2
simposio,symposium,研讨会,NOUN,B2
síntoma,symptom,症状,NOUN,B2
simptomático,symptomatic,症状的,ADJ,B2
sincronización,synchronization,同步,NOUN,B2
sincrónico,synchronous,同步的,ADJ,B2
sinergia,synergy,协同效应,NOUN,B2
sinonimia,synonymy,同义关系,NOUN,B2
sintaxis,syntax,句法,NOUN,B2
síntesis,synthesis,综合,NOUN,B2
sintetizar,to synthesize,合成,VERB,B2
sistemático,systematic,系统的,ADJ,B2
sistémico,systemic,全身性的,ADJ,B2
tabú,taboo,禁忌,NOUN,B2
tácitamente,tacitly,默不作声地,ADV,B2
taciturno,taciturn,沉默寡言的,ADJ,B2
abordar,to tackle,处理,VERB,B2
diplomático,tactful,圆滑的,ADJ,B2
táctica,tactics,战术,NOUN,B2
cola,tail,尾巴,NOUN,B2
excederse,to take a leave of absence,休学,VERB,B2
llevar,to take along,带走,VERB,B2
llevarse,to take away,拿走,VERB,B2
cuidar,to take care,照顾,VERB,B2
esquejar,to take cuttings,扦插,VERB,B2
posesionarse,to take office,就职,VERB,B2
asumir,to take over,接管,VERB,B2
suceder,to take place,举行,VERB,B2
vengarse,to take revenge,报复,VERB,B2
toma,taking,拍摄,NOUN,B2
hablar,talk,谈话,NOUN,B2
hablar,to talk,谈话,VERB,B2
locuacidad,talkativeness,多嘴,NOUN,B2
tangente,tangent,切线,NOUN,B2
bronceado,tanning,晒黑,NOUN,B2
apuntar,target,目标,NOUN,B2
apuntar,to target,针对,VERB,B2
focalización,targeting,定位,NOUN,B2
preferencia de gusto,taste preference,口味,NOUN,B2
tenso,taut,绷紧的,ADJ,B2
taberna,tavern,酒馆,NOUN,B2
exento de impuestos,tax-exempt,免税,ADJ,B2
fiscalidad,taxation,征税,NOUN,B2
plantación de té,tea plantation,茶园,NOUN,B2
equipo,team,团队,NOUN,B2
compañero de equipo,teammate,队友,NOUN,B2
lágrimas,tears,眼泪,NOUN,B2
técnico,technical,技术的,ADJ,B2
técnico,technician,技术员,NOUN,B2
tecnocracia,technocracy,技术官僚主义,NOUN,B2
tecnológico,technological,技术的,ADJ,B2
tecnología,technology,技术,NOUN,B2
teleología,teleology,目的论,NOUN,B2
teléfono,telephone,电话,NOUN,B2
telescopio,telescope,望远镜,NOUN,B2
televisión,television,电视,NOUN,B2
decir,to tell,告诉,VERB,B2
genio,temper,脾气,NOUN,B2
temperamento,temperament,气质,NOUN,B2
templo,temple,寺庙,NOUN,B2
temporalmente,temporarily,临时地,ADV,B2
temporal,temporary,暂时的,ADJ,B2
rechazo temporal,temporary refusal,暂不,NOUN,B2
tierno,tender,嫩的,ADJ,B2
lomo,tenderloin,里脊,NOUN,B2
tendón,tendon,肌腱,NOUN,B2
tenis,tennis,网球,NOUN,B2
tenso,tense,紧张的,ADJ,B2
tienda,tent,帐篷,NOUN,B2
tentativo,tentative,暂定的,ADJ,B2
terminar,to terminate,终止,VERB,B2
terminación,termination,解除,NOUN,B2
terminológico,terminological,术语的,ADJ,B2
terminología,terminology,术语,NOUN,B2
terreno,terrain,地形,NOUN,B2
terrestre,terrestrial,地球的,ADJ,B2
terrorismo,terrorism,恐怖主义,NOUN,B2
terrorista,terrorist,恐怖分子,NOUN,B2
probar,to test,测试,VERB,B2
testículo,testicle,睾丸,NOUN,B2
texto,text,文本,NOUN,B2
mensaje de texto,text message,短信,NOUN,B2
libro de texto,textbook,教科书,NOUN,B2
textil,textile,纺织,NOUN,B2
que,than,比,ADP,B2
gracias,thank you,谢谢,INTJ,B2
gracias,thanks,谢谢,NOUN,B2
gracias a,thanks to,多亏,ADP,B2
esa flecha,that arrow,那一箭,NOUN,B2
es decir,that is,即,ADV,B2
así,that way,那样,PRON,B2
el resto,the rest,其余,NOUN,B2
tema,theme,主题,NOUN,B2
tú,then you,那你,PRON,B2
teocracia,theocracy,神权政治,NOUN,B2
teología,theology,神学,NOUN,B2
teorema,theorem,定理,NOUN,B2
teórico,theoretical,理论的,ADJ,B2
teóricamente,theoretically,理论上,ADV,B2
terapéutico,therapeutic,治疗的,ADJ,B2
allí,there,那儿,NOUN,B2
haber,to there's still time,来得及,VERB,B2
de este modo,thereby,从而,ADV,B2
por lo tanto,therefore,因此,ADV,B2
entonces,thereupon,随后,ADV,B2
térmico,thermal,热的,ADJ,B2
estos,these,这些,DET,B2
estos tres,these three,这三,NOUN,B2
tesis,thesis,论文,NOUN,B2
ellos,they things,它们,PRON,B2
presencia,thief presence,有贼,NOUN,B2
muslo,thigh,大腿,NOUN,B2
delgado,thin,瘦的,ADJ,B2
querer,to think to want,想,VERB,B2
inventar,to think up,构思,VERB,B2
pensamiento,thinking,思维,NOUN,B2
tercero,third,第三,ADJ,B2
tercer don,third bestowal,三授,NOUN,B2
sediento,thirsty,口渴的,ADJ,B2
trece,thirteen,十三,NUM,B2
este,this,您这,NOUN,B2
esta batalla,this battle,此战,NOUN,B2
este artículo,this item,这件,NOUN,B2
así,this way,这样,PRON,B2
este campamento,this-camp,这营,NOUN,B2
minuciosidad,thoroughness,彻底,NOUN,B2
esos,those,那些,DET,B2
pensativo,thoughtful,体贴的,ADJ,B2
mil,thousand,千,NUM,B2
amenazador,threatening,具有威胁性的,ADJ,B2
impresión tridimensional,three-d printing,3D打印,NOUN,B2
umbral,threshold,门槛,NOUN,B2
ahorrador,thrifty,节俭的,ADJ,B2
trono,throne,王座,NOUN,B2
lanzamiento,throw,投掷,NOUN,B2
empuje,thrust,猛推,NOUN,B2
empuje hacia,thrust toward,插向,NOUN,B2
pulgar,thumb,拇指,NOUN,B2
trueno,thunder,雷,NOUN,B2
así,thus,因此,ADV,B2
frustrar,to thwart,阻挠,VERB,B2
mareal,tidal,潮汐,ADJ,B2
marea,tide,潮汐,NOUN,B2
ordenar,to tidy up,整理,VERB,B2
atar,to tie up,绑,VERB,B2
tigre,tiger,老虎,NOUN,B2
apretado,tight,紧的,ADJ,B2
agarre firme,tight grip,手握紧,NOUN,B2
apretar,to tighten,紧握/收紧,VERB,B2
baldosa,tile,瓦片,NOUN,B2
baldosado,tiling,铺瓷砖,NOUN,B2
veces,times,倍,NOUN,B2
timidez,timidity,胆怯,NOUN,B2
temporización,timing,时机,NOUN,B2
cansar,tire,轮胎,NOUN,B2
cansar,to tire,使疲倦,VERB,B2
tejido,tissue,组织,NOUN,B2
diezmo,tithe,什一税,NOUN,B2
hoy,today,今天,NOUN,B2
dedo del pie,toe,脚趾,NOUN,B2
trabajo,toil,苦工,NOUN,B2
tolerancia,tolerance,宽容,NOUN,B2
tolerar,to tolerate,容忍,VERB,B2
mañana,tomorrow,غد,NOUN,B2
tonelada,ton,吨,NOUN,B2
tono,tone,语气,NOUN,B2
lengua,tongue,舌头,NOUN,B2
esta noche,tonight,今晚,NOUN,B2
demasiado,too,太,ADV,B2
blandura excesiva,too soft,太软,NOUN,B2
pisotear,to trample,踩踏,VERB,B2
tranquilo,tranquil,宁静的,ADJ,B2
transdecisión,trans-decision,超断,NOUN,B2
transhuésped,trans-guest,超客,NOUN,B2
transmateria,trans-matter,超物,NOUN,B2
transacción,transaction,交易,NOUN,B2
trascendencia,transcendence,超越,NOUN,B2
trascendente,transcendent,卓越的,ADJ,B2
trascendental,transcendental,先验的,ADJ,B2
transferir,transfer,转移,NOUN,B2
transferir,to transfer,转移,VERB,B2
transformación,transformation,تحول,NOUN,B2
transitorio,transitional,过渡的,ADJ,B2
traducción,translation,翻译,NOUN,B2
traductor,translator,译者,NOUN,B2
transmisión,transmission,传输,NOUN,B2
transmisión a ti,transmission to you,传你,NOUN,B2
transmitir,to transmit,传输,VERB,B2
transmisor,transmitter,发射台,NOUN,B2
transparencia,transparency,透明度,NOUN,B2
transparente,transparent,透明的,ADJ,B2
viaje,travel,出行,NOUN,B2
fatiga de viaje,travel fatigue,车马劳顿,NOUN,B2
viajero,traveler,旅行家,NOUN,B2
bandeja,tray,托盘,NOUN,B2
traicionero,treacherous,背叛的,ADJ,B2
traición,treason,叛国罪,NOUN,B2
agasajar,to treat guests,请客,VERB,B2
tratado,treaty,条约,NOUN,B2
temblor,tremor,颤抖,NOUN,B2
trinchera,trench,沟渠,NOUN,B2
tendencia,trend,趋势,NOUN,B2
triángulo,triangle,三角形,NOUN,B2
tributo,tribute,贡品,NOUN,B2
engañar,to trick,欺骗,VERB,B2
tifón,typhoon,台风,NOUN,B2
tiranía,tyranny,暴政,NOUN,B2
tirano,tyrant,暴君,NOUN,B2
úlcera,ulcer,溃疡,NOUN,B2
ulceración,ulceration,溃疡,NOUN,B2
finalmente,ultimately,最终,ADV,B2
paraguas,umbrella,雨伞,NOUN,B2
inequívoco,unambiguous,明确的,ADJ,B2
unánime,unanimous,一致的,ADJ,B2
increíble,unbelievable,难以置信的,ADJ,B2
desconcertante,unclear,不清楚的,ADJ,B2
sin refrigeración,uncooled,未寒,NOUN,B2
bajo,under,在...下面,ADP,B2
subestimar,to underestimate,低估,VERB,B2
subestimación,underestimation,小看,NOUN,B2
estudiante de pregrado,undergraduate,本科生,NOUN,B2
subterráneo,underground,地铁,NOUN,B2
debajo,underneath,在下面,ADV,B2
bragas,underpants,内裤,NOUN,B2
comprensible,understandable,可理解的,ADJ,B2
emprendimiento,undertaking,事业,NOUN,B2
ropa interior,underwear,内衣,NOUN,B2
suscribir,to underwrite,承保,VERB,B2
inquieto,uneasy,不安的,ADJ,B2
