Chinese_Lemma,English_Translation,Spanish_Translation,POS
副作用,side effect,efecto secundario,X
割,to cut,cortar,X
劈,to hack,hender,X
力,power,fuerza,X
力争,to work hard for,luchar por,X
力图,to try hard to,procurar,X
力所能及,as far as one's capabilities extend (idiom); to the best of one's ability,en la medida de lo posible,X
办,to handle,manejar,X
办不到,cannot do,imposible,X
办事,handle affairs,tramitar,X
功劳,contribution,mérito,X
功效,efficacy,eficacia,X
功课,homework,deberes,X
加,to add,anadir,X
加上,plus,ademas de,X
加入,to join,unirse,X
加剧,to intensify,intensificarse,X
加州,California,California,X
加工,to process,procesar,X
加拿大,Canada,Canada,X
加油,come on,animo,X
加速,accelerate,acelerar,X
务实,pragmatic,pragmático,X
务必,must,debidamente,X
动,to move,mover,X
动力,power,fuerza motriz,X
动员,to mobilize,movilizar,X
动态,development,desarrollo,X
动手,to set about (a task),ponerse manos a la obra,X
动机,motor,motivo,X
动脉,artery,arteria,X
动荡,unrest (social or political),inestabilidad,X
动身,to go on a journey,ponerse en camino,X
动静,sound of activity or people talking,movimiento,X
助手,assistant,ayudante,X
助理,assistant,asistente,X
劲头,enthusiasm,entusiasmo,X
劳拉,Laura,Laura,X
势力,power,poder,X
势必,to be bound to,forzosamente,X
勇于,to dare to,atreverse a,X
勇士,warrior,guerrero,X
勉励,to encourage,animar,X
勉强,to do with difficulty,a la fuerza,X
勒,to force,forzar,X
勘探,exploration,exploración,X
勤俭,hardworking and frugal,trabajador y ahorrativo,X
勤恳,diligent and attentive,diligente,X
勾结,to collude with,confabularse,X
勿,do not,no,X
包围,to surround,rodear,X
包庇,to shield,encubrir,X
包袱,cloth-wrapper,envoltorio,X
包装,to pack,empaquetar,X
化妆,to put on makeup,maquillarse,X
化石,fossil,fósil,X
化肥,fertilizer,fertilizante,X
化验,laboratory test,análisis de laboratorio,X
北极,the North Pole,el Polo Norte,X
匪徒,gangster,bandido,X
区,area,zona,X
区分,to differentiate,diferenciar,X
区域,area,zona,X
医疗,medical,medico,X
十分钟,ten minutes,diez minutos,X
十字架,cross,cruz,X
十年,ten years,diez anos,X
十足,ample,absoluto,X
千万别,by no means,nunca,X
千方百计,lit. thousand ways,por todos los medios,X
午夜,midnight,medianoche,X
午餐,lunch,almuerzo,X
午饭,lunch,almuerzo,X
半个,half,medio,X
半夜,midnight,medianoche,X
半小时,half hour,media hora,X
半途而废,to give up halfway (idiom); leave sth unfinished,abandonar a mitad de camino,X
华丽,gorgeous,suntuoso,X
华侨,overseas Chinese,chinos de ultramar,X
华文,Chinese language,chino,X
华盛顿,Washington,Washington,X
协会,an association,asociación,X
协助,to provide assistance,asistir,X
协商,to consult with,consultar,X
协议,agreement,acuerdo,X
卑鄙,base,vil,X
卓越,outstanding,sobresaliente,X
单,single,sencillo,X
单身,single,soltero,X
卖掉,to sell,vender,X
南方,south,sur,X
南部,southern,sur,X
博大精深,wide-ranging and profound,amplio y profundo,X
博览会,exposition,exposición,X
占,to occupy,ocupar,X
占据,to occupy,ocupar,X
占有,to have,poseer,X
占领,to occupy (a territory),ocupar,X
卡,card,tarjeta,X
卡住,stuck,atascado,X
卡尔,Carl,Carl,X
卡拉,Cara,Cara,X
卡特,Carter,Carter,X
卡通,cartoon,dibujos animados,X
卢,Lu,Lu,X
卧底,undercover,infiltrado,X
卫星,(space) satellite,satélite,X
印刷,print,impresión,X
印度,India,India,X
危机,crisis,crisis,X
危險,danger,peligro,X
即,that is,es decir,X
即便,even if,incluso si,X
即将,on the eve of,estar a punto de,X
却是,however,sin embargo,X
卻,but,pero,X
历代,successive generations,generaciones sucesivas,X
历来,always,siempre,X
压制,to suppress,reprimir,X
压岁钱,money given to children as new year present,dinero de Año Nuevo,X
压抑,to constrain or repress emotions,reprimir,X
压榨,to press,prensar,X
压缩,to compress,comprimir,X
压迫,to oppress,oprimir,X
厌倦,tired of,harto,X
厌恶,to loathe,detestar,X
原來,it turns out,resulta,X
原先,former,anterior,X
原创,original,original,X
原告,complainant,demandante,X
原始,first,primitivo,X
原本,originally,originalmente,X
原来如此,so that's it,asi es,X
原理,principle,principio,X
原諒,forgive,perdonar,X
厨师,chef,chef,X
厲害,severe,severo,X
去死吧,go to hell,vete al diablo,X
去过,have been to,haber ido,X
参照,to consult a reference,consultar,X
参议员,senator,senador,X
参谋,staff officer,consejero,X
參加,to participate,participar,X
及,and,y,X
及早,at the earliest possible time,lo antes posible,X
双手,both hands,ambas manos,X
双眼,both eyes,ambos ojos,X
双胞胎,twin,gemelos,X
反,reverse,contrario,X
反之,on the other hand...,por otro lado,X
反倒,but on the contrary,por el contrario,X
反动,reaction,reaccionario,X
反射,to reflect,reflejar,X
反常,unusual,anormal,X
反思,to think back over sth,reflexionar,X
反感,to be disgusted with,repugnancia,X
反抗,to resist,resistir,X
反问,to ask (a question) in reply,preguntar a cambio,X
反面,reverse side,reverso,X
反馈,to send back information,retroalimentación,X
反驳,to retort,refutar,X
发作,break out,brote,X
发出,to send out,emitir,X
发动,to start,iniciar,X
发呆,to stare blankly,quedarse absorto,X
发型,haircut,peinado,X
发射,to shoot (a projectile),lanzar,X
发布,to release,publicar,X
发扬,to develop,desarrollar,X
发火,to catch fire,enojarse,X
发炎,to become inflamed,inflamarse,X
发疯,to go crazy,volverse loco,X
发育,to develop,crecer,X
发行,to publish,publicar,X
发觉,to find,descubrir,X
发誓,to vow,jurar,X
发财,to get rich,hacerse rico,X
发送,send,enviar,X
取决于,depend on,depender de,X
取得,to obtain,obtener,X
取缔,to ban,prohibir,X
受,to receive,recibir,X
受够了,had enough,estar harto,X
受害人,victim,victima,X
受害者,victim,victima,X
受欢迎,popular,popular,X
受罪,to endure,sufrir,X
变,to change,cambiar,X
变得,to become,volverse,X
变态,pervert,pervertido,X
变成,to become,convertirse en,X
变故,an unforeseen event,imprevisto,X
变质,to degenerate,deteriorarse,X
变迁,changes,cambios,X
叛徒,traitor,traidor,X
口头,oral,oral / verbal,X
口气,tone of voice,tono de voz,X
口腔,oral cavity,cavidad oral,X
口袋,pocket,bolsillo,X
口音,oral speech sounds (linguistics),acento,X
古怪,eccentric,excéntrico,X
古董,curio,antigüedad,X
另,another,otro,X
另一边,other side,el otro lado,X
只不过,merely,solo,X
只会,only can,solo saber,X
只想,only want,solo querer,X
只是,just,solo,X
只有,only,solo,X
只能,can only,solo poder,X
叫做,called,llamado,X
叫醒,wake up,despertar,X
召唤,summon,convocar,X
叮嘱,to warn repeatedly,recomendar,X
可,can,poder,X
可不,could it,no,X
可不可以,can or not,se puede,X
可不是,isn't it,no es asi,X
可卡因,cocaine,cocaina,X
可口,tasty,sabroso,X
可否,can or not,se puede,X
可恶,repulsive,repulsivo,X
可悲,sad,lamentable,X
可疑,suspicious,sospechoso,X
可笑,funny,ridículo,X
可能性,possibility,posibilidad,X
可行,feasible,viable,X
可观,considerable,considerable,X
台风,hurricane,tifón,X
史,history,historia,X
史密斯,Smith,Smith,X
史蒂夫,Steve,Steve,X
史蒂芬,Stephen,Stephen,X
右,right,derecho,X
号召,to call,llamar,X
司令,commanding officer,comandante,X
司法,judicial,judicial,X
叹气,to sigh,suspirar,X
叼,to hold in the mouth,sostener en la boca,X
吃力,to entail strenuous effort,costar esfuerzo,X
吃掉,to eat up,comer,X
吃晚饭,have dinner,cenar,X
吃点,eat some,comer,X
吃苦,to bear,sufrir,X
吃药,take medicine,tomar medicina,X
吃饭,to eat,comer,X
各位,everyone,todos,X
各抒己见,everyone gives their own view,cada uno expresa su opinión,X
各种,various,varios,X
合乎,to accord with,concordar con,X
合伙,to act jointly,asociarse,X
合伙人,partner,socio,X
合并,to merge,fusionar,X
合成,to compose,componer,X
合算,worthwhile,rentable,X
合约,contract,contrato,X
合身,well-fitting (of clothes),bien ajustado,X
吉,Ji,Ji,X
吉他,guitar,guitarra,X
吉姆,Jim,Jim,X
吉祥,lucky,propicio,X
吉米,Jimmy,Jimmy,X
吊,a string of 100 cash (arch.),colgar,X
同,same,mismo,X
同一,same,mismo,X
同一个,the same one,el mismo,X
同伴,companion,companero,X
同志,comrade,camarada,X
同性恋,homosexual,homosexual,X
同样,same,igual,X
同胞,born of the same parents,hermanos,X
名,name,nombre,X
名义,name,nombre,X
名副其实,not just in name only,digno de su nombre,X
名单,list,lista,X
名叫,named,llamado,X
名次,position in a ranking of names,clasificación,X
名誉,fame,prestigio,X
名额,quota,cuota,X
后,after,despues,X
后代,posterity,descendencia,X
后勤,logistics,logística,X
后期,later stage,etapa posterior,X
后退,back up,retroceder,X
后顾之忧,fears of trouble in the rear (idiom); family worries (obstructing freedom of action),preocupaciones familiares,X
向前,forward,hacia adelante,X
向导,guide,guía,X
向往,to yearn for,anhelar,X
向来,always (previously),siempre,X
吓人,scary,aterrador,X
吓坏,terrified,aterrado,X
吓死,scared to death,morir de miedo,X
君,gentleman,senor,X
吝啬,stingy,tacaño,X
吞咽,to swallow,tragar,X
否决,to veto,vetar,X
吩咐,to tell,ordenar,X
含义,meaning (implicit in a phrase),significado,X
含糊,obscurity,ambiguo,X
听不懂,can't understand,no entender,X
听不见,can't hear,no oir,X
听到,to hear,oir,X
听听,to listen,escuchar,X
听懂,understand,entender,X
听见,to hear,oir,X
听话,obedient,obediente,X
听说,hear of,oir decir,X
听过,have heard,haber oido,X
启事,announcement (written,anuncio,X
启动,to start,iniciar,X
启示,enlightenment,revelación,X
启程,to set out on a journey,ponerse en marcha,X
吵醒,wake up,despertar,X
吸,to suck,chupar,X
吸取,to absorb,absorber,X
吸毒,take drugs,consumir drogas,X
吸烟,smoke,fumar,X
吸血鬼,vampire,vampiro,X
吹捧,to flatter,adular,X
吹牛,to talk big,fanfarronear,X
吼,roar or howl of an animal,rugido,X
呃,uh,eh,X
呈现,to appear,aparecer,X
告知,to inform,informar,X
告訴,to tell,decir,X
告诫,to warn,advertir,X
告辞,to say goodbye,despedirse,X
呐,particle,particula,X
呕吐,to vomit,vomitar,X
呗,particle,particula,X
员,member,miembro,X
员工,employee,empleado,X
呦,yo,oh,X
周,week,semana,X
周一,Monday,lunes,X
周五,Friday,viernes,X
周六,Saturday,sabado,X
周密,careful,minucioso,X
周年,anniversary,aniversario,X
周折,complication,contratiempo,X
周日,Sunday,domingo,X
周期,period,período,X
周转,turnover (in cash or personnel),rotación,X
周边,periphery,periferia,X
味,taste,sabor,X
呵,expel breath,exhalar,X
呵呵,hehe,jeje,X
呻吟,to moan,gemir,X
呼,to exhale,exhalar,X
呼叫,to call,llamar,X
呼吁,to call on (sb to do sth),hacer un llamamiento,X
呼啸,to whistle,silbar,X
命,life,vida,X
命名,to give a name to,nombrar,X
咀嚼,to chew,masticar,X
咋,dialectal equivalent of 怎麼|怎么[zěn me],cómo,X
和气,friendly,amable,X
和睦,peaceful relations,armónico,X
和蔼,kindly,amable,X
和解,to settle (a dispute out of court),reconciliarse,X
和谐,harmonious,armónico,X
咒语,spell,hechizo,X
咦,huh,eh,X
咧,grin,sonreir,X
咬牙切齿,gnashing one's teeth (idiom); displaying extreme anger,rechinar los dientes,X
咯,particle,particula,X
咱,we,nosotros,X
咱俩,we two,nosotros dos,X
咱們,we,nosotros,X
品尝,to taste a small amount,degustar,X
品德,moral character,moralidad,X
品行,behavior,conducta,X
品质,quality,calidad,X
哄,roar of laughter (onomatopoeia),risa,X
哆嗦,to tremble,temblar,X
哇,"replaces 啊 when following the vowel ""u"" or ""ao""",partícula,X
哈利,Harry,Harry,X
哈哈,haha,jaja,X
哈啰,hello,hola,X
哈特,Hart,Hart,X
哈罗,hello,hola,X
哈里,Harry,Harry,X
响亮,loud and clear,sonoro,X
响应,respond to,responder a,X
哎,ah,ah,X
哎呀,oh my,ay,X
哎哟,hey,¡ay!,X
哟,yo,oh,X
哥,brother,hermano,X
哥们,buddies,colegas,X
哦,oh (interjection indicating that one has just learned sth),ah,X
哨,a whistle,silbato,X
哪个,which,cual,X
哪些,which ones,cuales,X
哪位,who,quien,X
哪儿,where,donde,X
哪兒,where,donde,X
哪有,how could there,como podria haber,X
哪来,where from,de donde,X
哪裡,where,donde,X
哪里,where,donde,X
哭泣,to cry,llorar,X
哺乳,breast feeding,lactancia,X
哼,to groan,gemir,X
唐,Tang,Tang,X
唔,hmm,mmm,X
唠叨,to prattle,parloteo,X
唯独,only,solamente,X
唱,to sing,cantar,X
唱片,record,disco,X
唾沫,spittle,saliva,X
啃,to gnaw,roer,X
商业用途,commercial use,uso comercial,X
商人,merchant,comerciante,X
商标,trademark,marca,X
啊哈,aha,aja,X
問題,problem,problema,X
啥,dialectal equivalent of 什麼|什么[shén me],qué,X
啦,sentence-final particle,partícula final,X
啰,particle,particula,X
啰唆,see 囉嗦|啰嗦[luō suo],prolijo,X
喇叭,horn (automobile etc),bocina,X
喉咙,throat,garganta,X
喔,oh,oh,X
喘气,to breathe deeply,jadeo,X
喜悦,happy,júbilo,X
喜歡,to like,gustar,X
喜闻乐见,a delight to see (idiom); an attractive spectacle,muy del agrado del público,X
喝一杯,have a drink,tomar una copa,X
喝咖啡,drink coffee,tomar cafe,X
喝杯,have a cup,tomar una taza,X
喝点,drink a little,beber un poco,X
喝茶,drink tea,tomar te,X
喝酒,to drink,beber,X
喝醉,to get drunk,emborracharse,X
喽,particle,particula,X
嗅觉,sense of smell,olfato,X
嗎,question particle,particula interrogativa,X
嗑,take drugs,consumir,X
嗨,oh alas,¡eh!,X
嗯,interjection indicating approval,interjección de aprobación,X
嘈杂,noisy,ruidoso,X
嘘,shh,sh,X
嘛,modal particle indicating that sth is obvious,partícula modal,X
嘲笑,to jeer at,burlarse de,X
嘴唇,lip,labio,X
嘴巴,mouth,boca,X
嘴里,in mouth,en la boca,X
嘿,hey,¡eh!,X
嘿嘿,hehe,jeje,X
噢,oh,oh,X
器,device,dispositivo,X
器官,organ (part of body tissue),órgano,X
器材,equipment,equipamiento,X
噩梦,nightmare,pesadilla,X
噪音,rumble,rumor,X
囚犯,prisoner,prisionero,X
四个,four,cuatro,X
四处,all around,en todas partes,X
四年,four years,cuatro anos,X
四肢,the four limbs of the body,las cuatro extremidades,X
回事,matter,asunto,X
回來,come back,volver,X
回到,return to,volver a,X
回去,go back,volver,X
回复,reply,responder,X
回头,turn head,volverse,X
回头见,see you,hasta luego,X
回家,go home,volver a casa,X
回家吧,go home,vete a casa,X
回应,to respond,responder,X
回报,(in) return,recompensa,X
回收,to recycle,reciclar,X
回来,to come back,volver,X
回避,to shun,evitar,X
回顾,to look back,repasar,X
因,because of,debido a,X
因為,because,porque,X
团体,group,grupo,X
团圆,to have a reunion,reunión familiar,X
团结,a rally,unión,X
团队,team,equipo,X
园林,gardens,jardines,X
困惑,confused,confundido,X
困扰,to trouble,afligir,X
固执,obstinate,obstinado,X
固有,intrinsic to sth,intrínseco,X
固然,admittedly (it's true that...),es cierto que,X
国,country,pais,X
国会,parliament,parlamento,X
国务院,State Council (PRC),Consejo de Estado,X
国王,king,rey,X
国防,national defense,defensa nacional,X
图,picture,imagen,X
图案,design,diseño,X
图片,picture,imagen,X
圆满,satisfactory,satisfactorio,X
圈套,trap,trampa,X
國家,country,pais,X
土壤,soil,suelo,X
圣,saint,santo,X
圣经,Bible,Biblia,X
圣诞,Christmas,Navidad,X
圣诞快乐,Merry Christmas,Feliz Navidad,X
圣诞老人,Santa Claus,Papa Noel,X
圣诞节,Christmas,Navidad,X
在乎,determined by,importar,X
在于,lie in,consistir en,X
在场,present,presente,X
在家,at home,en casa,X
在意,to care about,importarle,X
在我看来,in my opinion,en mi opinion,X
地上,on the ground,en el suelo,X
地下,underground,subterraneo,X
地下室,basement,sotano,X
地势,terrain,terreno,X
地板,floor,suelo,X
地步,condition,situación,X
地点,location,lugar,X
地狱,hell,infierno,X
地盘,territory,territorio,X
地说,say,decir,X
地质,geology,geología,X
地面,ground,suelo,X
场合,situation,ocasión,X
场所,location,lugar,X
场景,scene,escena,X
场面,scene,escena,X
坏事,bad thing,mala cosa,X
坏人,bad person,mala persona,X
坏消息,bad news,malas noticias,X
坏蛋,bad guy,malo,X
坐下,sit down,sentarse,X
坐在,sit at,sentarse en,X
坐牢,to be in prison,estar en prision,X
坑,hole,hoyo,X
坚固,firm,firme,X
坚定,firm,firme,X
坚实,firm and substantial,firme,X
坚硬,hard,duro,X
坚韧,tough and durable,resistente,X
坟墓,sepulcher,tumba,X
坡,slope,pendiente,X
坦克,tank,tanque,X
坦白,honest,honesto,X
垂直,perpendicular,vertical,X
垃圾,trash,basura,X
垄断,to enjoy market dominance,monopolizar,X
型,type,tipo,X
垫,pad,almohadilla,X
埃,Ai,Ai,X
埃及,Egypt,Egipto,X
埃里克,Eric,Eric,X
埋,to bury,enterrar,X
埋伏,to ambush,emboscar,X
埋怨,to complain,quejarse,X
埋没,to engulf,sepultar,X
埋葬,to bury,enterrar,X
城,city,ciudad,X
城堡,castle,castillo,X
城里,in town,en el pueblo,X
培育,to train,cultivar,X
培训,to cultivate,formar,X
基,base,base,X
基因,gene (loanword),gen,X
基地,base (of operations),base,X
基本上,basically,basicamente,X
基督,Christ,Cristo,X
基金,fund,fondo,X
堆积,to pile up,amontonar,X
堕落,to morally degenerate,degenerarse,X
堤坝,dam,presa,X
堵塞,to block,bloquear,X
塌,collapse,derrumbarse,X
塑造,to model,modelar,X
塔克,Tucker,Tucker,X
塞,to stuff,rellenar,X
境界,boundary,ámbito,X
墓地,cemetery,cementerio,X
墙上,on the wall,en la pared,X
增添,to add,añadir,X
墨水儿,ink,tinta,X
墨西哥,Mexico,Mexico,X
壞,bad,malo,X
壮丽,magnificence,magnificencia,X
壮烈,brave,heroico,X
壮观,spectacular,espectacular,X
声,sound,sonido,X
声势,fame and power,poderío,X
声明,statement,declaración,X
声称,claim,afirmar,X
声誉,reputation,reputación,X
处,place,lugar,X
处于,in a state,estar en,X
处分,to discipline sb,sancionar,X
处境,plight,situación,X
处女,virgin,virgen,X
处置,to handle,manejar,X
备份,backup,copia de seguridad,X
备忘录,memorandum,memorándum,X
复仇,revenge,venganza,X
复兴,to revive,revivir,X
复活,resurrection,resurrección,X
夏令营,summer camp,campamento de verano,X
夏天,summer,verano,X
夏威夷,Hawaii,Hawai,X
夕阳,sunset,ocaso,X
外向,outward-looking,extrovertido,X
外套,coat,abrigo,X
外婆,grandmother,abuela,X
外星人,alien,extraterrestre,X
外界,the outside world,el mundo exterior,X
外行,layman,lego,X
外表,external,exterior,X
外面,outside,fuera,X
多久,how long,cuanto tiempo,X
多人,many people,mucha gente,X
多元化,diversification,diversificación,X
多年,many years,muchos anos,X
多次,many times,muchas veces,X
多谢,thanks a lot,muchas gracias,X
多长时间,how long,cuanto tiempo,X
夜晚,night,noche,X
夢,dream,sueno,X
夥計,buddy,colega,X
大不了,at worst,en el peor de los casos,X
大事,big deal,gran asunto,X
大人,adult,adulto,X
大伙,everybody,todos,X
大伙儿,everyone / everybody,todos,X
大体,in general,en general,X
大使,ambassador,embajador,X
大卫,David,David,X
大厅,hall,salon,X
大厦,large building,edificio grande,X
大叔,uncle,tio,X
大哥,big brother,hermano mayor,X
大地,earth,tierra,X
大声,loud,en voz alta,X
大多,mostly,la mayoria,X
大多数,the majority,la mayoria,X
大学,university,universidad,X
大小,size,tamano,X
大师,master,maestro,X
大意,careless,descuidado,X
大楼,building,edificio,X
大海,sea,mar,X
大肆,wantonly,desaforadamente,X
大胆,bold,audaz,X
大脑,brain,cerebro,X
大臣,chancellor (of a monarchy),ministro,X
大致,more or less,más o menos,X
大街,main street,avenida,X
大道,avenue,avenida,X
大部分,most,la mayor parte,X
大量,a lot,gran cantidad,X
大门,gate,porton,X
大陆,mainland,continente,X
大麻,marijuana,marihuana,X
天,day,dia,X
天上,in the sky,en el cielo,X
天下,the world,el mundo,X
天伦之乐,family love and joy,alegría familiar,X
天使,angel,angel,X
天呐,oh my god,dios mio,X
天堂,paradise,paraíso,X
天天,every day,cada dia,X
天才,talent,talento,X
天文,astronomy,astronomía,X
天然气,natural gas,gas natural,X
天生,nature,innato,X
天赋,talent,talento,X
太久,too long,demasiado tiempo,X
太多,too much,demasiado,X
太大,too big,demasiado grande,X
太好了,great,estupendo,X
太小,too small,demasiado pequeno,X
太快,too fast,demasiado rapido,X
太晚,too late,demasiado tarde,X
太棒了,awesome,genial,X
太空,outer space,espacio exterior,X
太过分,too much,demasiado,X
太迟,too late,demasiado tarde,X
夫,husband,esposo,X
夫人,lady,dama,X
夫妇,a (married) couple,matrimonio,X
夫妻,couple,pareja,X
失控,out of control,fuera de control,X
失误,lapse,error,X
失踪,to be missing,desaparecer,X
失陪,excuse me,con permiso,X
头,head,cabeza,X
头上,on head,en la cabeza,X
头儿,boss,jefe,X
头脑,mind,mente,X
头部,head,cabeza,X
夸张,exaggerate,exagerar,X
夹杂,to mix together (disparate substances),mezclar,X
夺走,take away,arrebatar,X
奇,strange,extrano,X
奇妙,fantastic,fantástico,X
奉献,to consecrate,consagrar,X
奔,run,correr,X
奔波,to rush about,ir de un lado a otro,X
奔驰,to run quickly,correr rápidamente,X
奖励,to reward,recompensar,X
奖赏,reward,recompensa,X
奠定,to establish,establecer,X
奢侈,luxurious,lujoso,X
奥,Oh,Oh,X
奥斯卡,Oscar,Oscar,X
奥秘,secret,secreto,X
女,female,mujer,X
女兒,daughter,hija,X
女友,girlfriend,novia,X
女士们,ladies,senoras,X
女子,woman,mujer,X
女孩,girl,chica,X
女孩子,girl,chica,X
女巫,witch,bruja,X
女性,female,mujer,X
女朋友,girlfriend,novia,X
女王,queen,reina,X
女生,girl,chica,X
女神,goddess,diosa,X
奴隶,slave,esclavo,X
奶油,cream,crema,X
奶酪,cheese,queso,X
她们,they (female),ellas,X
好不好,okay,vale,X
好久,long time,mucho tiempo,X
好久不见,long time no see,cuanto tiempo,X
好了吗,is it ready,esta listo,X
好事,good thing,buena cosa,X
好些,better,mejor,X
好人,good person,buena persona,X
好几个,several,varios,X
好听,sounds good,suena bien,X
好多,a lot,mucho,X
好好,well,bien,X
好孩子,good child,buen nino,X
好客,hospitality,hospitalario,X
好极了,wonderful,estupendo,X
好样,good sort,buen tipo,X
好消息,good news,buenas noticias,X
好点,better,mejor,X
好玩,fun,divertido,X
好痛,so painful,duele,X
好看,good-looking,bonito,X
好笑,funny,gracioso,X
好莱坞,Hollywood,Hollywood,X
好象,seems like,parece,X
好运,good luck,buena suerte,X
如,as,como,X
如同,as,como,X
如此,thus,asi,X
妄想,to attempt vainly,delirar,X
妈,mom,mama,X
妈咪,mommy,mami,X
妓,prostitute,prostituta,X
妓女,prostitute,prostituta,X
妞,girl,chica,X
妥协,to compromise,transigir,X
妥善,appropriate,apropiado,X
妥当,appropriate,apropiado,X
妮,Ni,Ni,X
妳,you (female),tu,X
姆,Mu,Mu,X
姐,sister,hermana,X
姐妹,sisters,hermanas,X
姑且,temporarily,por ahora,X
姓名,name,nombre,X
委员,committee member,miembro del comité,X
委员会,committee,comite,X
姿态,attitude,actitud,X
威信,prestige,prestigio,X
威利,Willie,Willie,X
威力,might,poder,X
威士忌,whiskey,whisky,X
威尔,Will,Will,X
威廉,William,William,X
威望,prestige,prestigio,X
威风,might,imponente,X
娃娃,baby,bebé,X
娇气,delicate,delicado,X
娘,girl,chica,X
娜,name,nombre,X
婆婆,mother-in-law,suegra,X
婊子,bitch,puta,X
婴儿,infant,lactante,X
媒介,media,medio,X
媒体,media,medios,X
媳妇,daughter-in-law,nuera,X
媽,mom,mama,X
媽媽,mom,mama,X
嫁给,to marry,casarse con,X
嫂子,(informal) older brother's wife,cuñada,X
嫉妒,to be jealous,tener envidia,X
嫌,to dislike,disgustar,X
嫌犯,suspect,sospechoso,X
嫌疑,suspicion,sospecha,X
嫌疑人,suspect,sospechoso,X
子,child,hijo,X
子弹,bullet,bala,X
孔,hole,agujero,X
孕育,to be pregnant,gestar,X
字幕组,subtitle team,equipo de subtitulos,X
字母,letter (of the alphabet),letra,X
季,season,temporada,X
季军,third in a race,tercer puesto,X
季度,quarter of a year,trimestre,X
孤独,lonely,solitario,X
孤立,isolate,aislar,X
学,to learn,aprender,X
学会,to learn,aprender,X
学位,academic degree,título universitario,X
学到,to learn,aprender,X
学历,educational background,formación académica,X
学说,theory,teoría,X
学院,academy,academia,X
學校,school,escuela,X
宁愿,would rather,preferir,X
宁肯,would rather...,preferiría,X
它们,they (things),ellos,X
它会,it will,podra,X
它們,they,ellos,X
守,to guard,guardar,X
守卫,guard,guardia,X
守护,to guard,custodiar,X
安,peace,paz,X
安东尼,Anthony,Anthony,X
安全带,seat belt,cinturon de seguridad,X
安妮,Annie,Annie,X
安娜,Anna,Anna,X
安宁,peaceful,pacífico,X
安居乐业,live in peace and work happily (idiom),vivir en paz y trabajar felizmente,X
安德鲁,Andrew,Andrew,X
安心,at ease,tranquilo,X
安置,to find a place for,colocar,X
安详,serene,sereno,X
安迪,Andy,Andy,X
宋体,Song font,fuente Song,X
完备,faultless,completo,X
完毕,to finish,terminar,X
完蛋,finished,acabado,X
宏伟,grand,magnífico,X
宏观,macro-,macro,X
宗旨,objective,objetivo,X
官员,official,funcionario,X
官方,official,oficial,X
定,to set,fijar,X
定义,definition,definición,X
定位,locate,localizar,X
定期,regularly,periódicamente,X
宝宝,baby,bebe,X
宝贝儿,baby,bebe,X
实事求是,to seek truth from facts (idiom),buscar la verdad en los hechos,X
实力,strength,fuerza,X
实惠,tangible benefit,beneficio tangible,X
实施,to implement,implementar,X
实质,substance,sustancia,X
实际上,actually,en realidad,X
实验室,laboratory,laboratorio,X
审判,a trial,juicio,X
审查,to examine,examinar,X
审理,to hear (a case),ver,X
审美,esthetics,estética,X
客户,client,cliente,X
客气,polite,cortes,X
宣扬,to proclaim,proclamar,X
宣誓,to swear an oath (of office),prestar juramento,X
室,room,habitacion,X
室友,roommate,companero de cuarto,X
宪法,constitution (of a country),constitución,X
宫殿,palace,palacio,X
宰,to slaughter livestock,sacrificar,X
害,to harm,danar,X
害死,to cause death,causar la muerte,X
家人,family,familia,X
家伙,household dish,sujeto,X
家喻户晓,understood by everyone (idiom); well known,conocido por todos,X
家园,homeland,hogar,X
家属,family member,familiar,X
家常,the daily life of a family,vida cotidiana,X
家族,clan,clan,X
家里,at home,en casa,X
家长,parent,padre,X
容器,receptacle,recipiente,X
容忍,to put up with,tolerar,X
容纳,to hold,albergar,X
容貌,one's appearance,apariencia,X
宽恕,forgive,perdonar,X
宽敞,spacious,espacioso,X
寂静,quiet,silencioso,X
寄托,to have sb look after sb,confiar,X
密封,to seal up,sellar,X
密度,density,densidad,X
富有,rich,rico,X
富裕,prosperous,próspero,X
寒暄,exchanging conventional greetings,saludo cortés,X
寓言,fable,fábula,X
寫,to write,escribir,X
寶貝,baby,bebe,X
对付,to handle,hacer frente a,X
对应,to correspond,corresponder,X
对抗,to withstand,resistir,X
对此,about this,sobre esto,X
对照,to contrast,contrastar,X
对称,symmetry,simetría,X
对立,to oppose,oponerse,X
对策,countermeasure for dealing with a situation,contramedida,X
对联,rhyming couplet,dístico,X
寻常,ordinary,comun,X
寻求,to seek,buscar,X
寻觅,to look for,buscar,X
导向,to be oriented towards,orientarse hacia,X
导师,tutor,tutor,X
导弹,guided missile,misil,X
导航,navigation,navegación,X
封,to seal,sellar,X
封信,seal letter,carta sellada,X
封建,system of enfeoffment,feudal,X
封锁,to blockade,bloquear,X
封闭,to seal,sellar,X
射,to shoot,disparar,X
将,to bring/about to,traer,X
将会,will,sera,X
将军,general (military),general (militar),X
将要,will,ira,X
将近,almost,casi,X
尊严,dignity,dignidad,X
對,correct,correcto,X
小丑,clown,payaso,X
小事,small matter,cosa pequena,X
小人,villain,villano,X
小女孩,little girl,nina,X
小妞,chick,chica,X
小姑娘,little girl,nina,X
小子,kid,chico,X
小孩,child,nino,X
小孩子,child,nino,X
小家伙,little guy,pequeno,X
小小,small,pequeno,X
