lang,level,csv_line,lemma,english_lemma,chinese_lemma,upos,source_file
en,B2,641,eager,eager,渴望的,ADJ,english/B2.csv
en,B2,642,earthquake,earthquake,地震,NOUN,english/B2.csv
en,B2,643,economic,economic,经济的,ADJ,english/B2.csv
en,B2,644,economy,economy,经济,NOUN,english/B2.csv
en,B2,645,edition,edition,版本,NOUN,english/B2.csv
en,B2,646,editor,editor,编辑,NOUN,english/B2.csv
en,B2,647,effective,effective,有效的,ADJ,english/B2.csv
en,B2,648,efficient,efficient,高效的,ADJ,english/B2.csv
en,B2,649,elaborate,elaborate,详尽的,ADJ,english/B2.csv
en,B2,650,elderly,elderly,年长的,ADJ,english/B2.csv
en,B2,651,electric,electric,电动的,ADJ,english/B2.csv
en,B2,652,electronic,electronic,电子的,ADJ,english/B2.csv
en,B2,653,elegant,elegant,优雅的,ADJ,english/B2.csv
en,B2,654,element,element,元素,NOUN,english/B2.csv
en,B2,655,eliminate,eliminate,消除,VERB,english/B2.csv
en,B2,656,elite,elite,精英,NOUN,english/B2.csv
en,B2,657,email,email,电子邮件,NOUN,english/B2.csv
en,B2,658,embarrass,embarrass,使尴尬,VERB,english/B2.csv
en,B2,659,embassy,embassy,大使馆,NOUN,english/B2.csv
en,B2,660,embrace,embrace,拥抱,VERB,english/B2.csv
en,B2,661,emotion,emotion,情感,NOUN,english/B2.csv
en,B2,662,empire,empire,帝国,NOUN,english/B2.csv
en,B2,663,employee,employee,雇员,NOUN,english/B2.csv
en,B2,664,encounter,encounter,遭遇,VERB,english/B2.csv
en,B2,665,encourage,encourage,鼓励,VERB,english/B2.csv
en,B2,666,endless,endless,无尽的,ADJ,english/B2.csv
en,B2,667,endure,endure,忍受,VERB,english/B2.csv
en,B2,668,engage,engage,从事,VERB,english/B2.csv
en,B2,669,engagement,engagement,订婚,NOUN,english/B2.csv
en,B2,670,engineer,engineer,工程师,NOUN,english/B2.csv
en,B2,671,engineering,engineering,工程学,NOUN,english/B2.csv
en,B2,672,enormous,enormous,巨大的,ADJ,english/B2.csv
en,B2,673,ensure,ensure,确保,VERB,english/B2.csv
en,B2,674,entertain,entertain,娱乐,VERB,english/B2.csv
en,B2,675,entertaining,entertaining,有趣的,ADJ,english/B2.csv
en,B2,676,entertainment,entertainment,娱乐,NOUN,english/B2.csv
en,B2,677,entry,entry,入口,NOUN,english/B2.csv
en,B2,678,envelope,envelope,信封,NOUN,english/B2.csv
en,B2,679,envy,envy,嫉妒,NOUN,english/B2.csv
en,B2,680,epic,epic,史诗,NOUN,english/B2.csv
en,B2,681,equal,equal,相等的,ADJ,english/B2.csv
en,B2,682,era,era,时代,NOUN,english/B2.csv
en,B2,683,erase,erase,擦除,VERB,english/B2.csv
en,B2,684,error,error,错误,NOUN,english/B2.csv
en,B2,685,escort,escort,护送,VERB,english/B2.csv
en,B2,686,essence,essence,本质,NOUN,english/B2.csv
en,B2,687,essential,essential,必要的,ADJ,english/B2.csv
en,B2,688,establish,establish,建立,VERB,english/B2.csv
en,B2,689,established,established,既定的,ADJ,english/B2.csv
en,B2,690,eternal,eternal,永恒的,ADJ,english/B2.csv
en,B2,691,eternity,eternity,永恒,NOUN,english/B2.csv
en,B2,692,evacuate,evacuate,疏散,VERB,english/B2.csv
en,B2,693,evolution,evolution,进化,NOUN,english/B2.csv
en,B2,694,examine,examine,检查,VERB,english/B2.csv
en,B2,695,exception,exception,例外,NOUN,english/B2.csv
en,B2,696,excitement,excitement,兴奋,NOUN,english/B2.csv
en,B2,697,exclusive,exclusive,独有的,ADJ,english/B2.csv
en,B2,698,execute,execute,执行,VERB,english/B2.csv
en,B2,699,execution,execution,执行,NOUN,english/B2.csv
en,B2,700,executive,executive,行政主管,NOUN,english/B2.csv
en,B2,701,exhibition,exhibition,展览,NOUN,english/B2.csv
en,B2,702,exotic,exotic,异国情调的,ADJ,english/B2.csv
en,B2,703,expand,expand,扩大,VERB,english/B2.csv
en,B2,704,expectation,expectation,期望,NOUN,english/B2.csv
en,B2,705,expedition,expedition,探险,NOUN,english/B2.csv
en,B2,706,expense,expense,费用,NOUN,english/B2.csv
en,B2,707,expertise,expertise,专业知识,NOUN,english/B2.csv
en,B2,708,explode,explode,爆炸,VERB,english/B2.csv
en,B2,709,explore,explore,探索,VERB,english/B2.csv
en,B2,710,explosive,explosive,爆炸性的,ADJ,english/B2.csv
en,B2,711,expose,expose,暴露,VERB,english/B2.csv
en,B2,712,exposure,exposure,暴露,NOUN,english/B2.csv
en,B2,713,express,express,表达,VERB,english/B2.csv
en,B2,714,expression,expression,表达,NOUN,english/B2.csv
en,B2,715,extend,extend,延伸,VERB,english/B2.csv
en,B2,716,extent,extent,程度,NOUN,english/B2.csv
en,B2,717,extreme,extreme,极端,ADJ,english/B2.csv
en,B2,718,fabric,fabric,织物,NOUN,english/B2.csv
en,B2,719,fabulous,fabulous,极好的,ADJ,english/B2.csv
en,B2,720,face,face,面对,VERB,english/B2.csv
en,B2,721,factor,factor,因素,NOUN,english/B2.csv
en,B2,722,fade,fade,褪色,VERB,english/B2.csv
en,B2,723,faint,faint,微弱的,ADJ,english/B2.csv
en,B2,724,fairy,fairy,仙女,NOUN,english/B2.csv
en,B2,725,faithful,faithful,忠诚的,ADJ,english/B2.csv
en,B2,726,fame,fame,名声,NOUN,english/B2.csv
en,B2,727,fare,fare,车费,NOUN,english/B2.csv
en,B2,728,farewell,farewell,告别,NOUN,english/B2.csv
en,B2,729,farmer,farmer,农民,NOUN,english/B2.csv
en,B2,730,fascinating,fascinating,迷人的,ADJ,english/B2.csv
en,B2,731,fatal,fatal,致命的,ADJ,english/B2.csv
en,B2,732,feast,feast,盛宴,NOUN,english/B2.csv
en,B2,733,feather,feather,羽毛,NOUN,english/B2.csv
en,B2,734,feature,feature,特征,NOUN,english/B2.csv
en,B2,735,fee,fee,费用,NOUN,english/B2.csv
en,B2,736,festival,festival,节日,NOUN,english/B2.csv
en,B2,737,fetch,fetch,取来,VERB,english/B2.csv
en,B2,738,fiction,fiction,小说,NOUN,english/B2.csv
en,B2,739,fierce,fierce,凶猛的,ADJ,english/B2.csv
en,B2,740,fifty,fifty,五十,NUM,english/B2.csv
en,B2,741,fighter,fighter,战士,NOUN,english/B2.csv
en,B2,742,film,film,拍摄,VERB,english/B2.csv
en,B2,743,filthy,filthy,肮脏的,ADJ,english/B2.csv
en,B2,744,finance,finance,金融,NOUN,english/B2.csv
en,B2,745,firework,firework,烟花,NOUN,english/B2.csv
en,B2,746,fist,fist,拳头,NOUN,english/B2.csv
en,B2,747,fitting,fitting,合适的,ADJ,english/B2.csv
en,B2,748,flame,flame,火焰,NOUN,english/B2.csv
en,B2,749,flash,flash,闪光,NOUN,english/B2.csv
en,B2,750,flavor,flavor,味道,NOUN,english/B2.csv
en,B2,751,flee,flee,逃跑,VERB,english/B2.csv
en,B2,752,fleet,fleet,舰队,NOUN,english/B2.csv
en,B2,753,flip,flip,翻转,VERB,english/B2.csv
en,B2,754,flirt,flirt,调情,VERB,english/B2.csv
en,B2,755,float,float,漂浮,VERB,english/B2.csv
en,B2,756,flood,flood,洪水,NOUN,english/B2.csv
en,B2,757,flour,flour,面粉,NOUN,english/B2.csv
en,B2,758,flu,flu,流感,NOUN,english/B2.csv
en,B2,759,fluid,fluid,液体,NOUN,english/B2.csv
en,B2,760,flush,flush,冲洗,VERB,english/B2.csv
en,B2,761,fog,fog,雾,NOUN,english/B2.csv
en,B2,762,fold,fold,折叠,VERB,english/B2.csv
en,B2,763,forbid,forbid,禁止,VERB,english/B2.csv
en,B2,764,ford,ford,浅滩,NOUN,english/B2.csv
en,B2,765,forehead,forehead,前额,NOUN,english/B2.csv
en,B2,766,forensic,forensic,法医的,ADJ,english/B2.csv
en,B2,767,forgiveness,forgiveness,宽恕,NOUN,english/B2.csv
en,B2,768,fork,fork,叉子,NOUN,english/B2.csv
en,B2,769,formal,formal,正式的,ADJ,english/B2.csv
en,B2,770,formula,formula,公式,NOUN,english/B2.csv
en,B2,771,fortress,fortress,堡垒,NOUN,english/B2.csv
en,B2,772,fortunate,fortunate,幸运的,ADJ,english/B2.csv
en,B2,773,fortunately,fortunately,幸运地,ADV,english/B2.csv
en,B2,774,foster,foster,培养,VERB,english/B2.csv
en,B2,775,foul,foul,犯规,NOUN,english/B2.csv
en,B2,776,foundation,foundation,基础,NOUN,english/B2.csv
en,B2,777,fox,fox,狐狸,NOUN,english/B2.csv
en,B2,778,fracture,fracture,骨折,NOUN,english/B2.csv
en,B2,779,fragile,fragile,易碎的,ADJ,english/B2.csv
en,B2,780,frankly,frankly,坦率地,ADV,english/B2.csv
en,B2,781,fraud,fraud,欺诈,NOUN,english/B2.csv
en,B2,782,free,free,释放,VERB,english/B2.csv
en,B2,783,freezer,freezer,冰柜,NOUN,english/B2.csv
en,B2,784,freezing,freezing,极冷的,ADJ,english/B2.csv
en,B2,785,frequency,frequency,频率,NOUN,english/B2.csv
en,B2,786,fridge,fridge,冰箱,NOUN,english/B2.csv
en,B2,787,fries,fries,炸薯条,NOUN,english/B2.csv
en,B2,788,frog,frog,青蛙,NOUN,english/B2.csv
en,B2,789,frost,frost,霜,NOUN,english/B2.csv
en,B2,790,frustrated,frustrated,沮丧的,ADJ,english/B2.csv
en,B2,791,frustrating,frustrating,令人沮丧的,ADJ,english/B2.csv
en,B2,792,fry,fry,油炸,VERB,english/B2.csv
en,B2,793,fugitive,fugitive,逃犯,NOUN,english/B2.csv
en,B2,794,fulfill,fulfill,履行,VERB,english/B2.csv
en,B2,795,fulfilled,fulfilled,满足的,ADJ,english/B2.csv
en,B2,796,function,function,功能,NOUN,english/B2.csv
en,B2,797,fund,fund,基金,NOUN,english/B2.csv
en,B2,798,fur,fur,毛皮,NOUN,english/B2.csv
en,B2,799,furious,furious,愤怒的,ADJ,english/B2.csv
en,B2,800,furniture,furniture,家具,NOUN,english/B2.csv
en,B2,801,fuse,fuse,保险丝,NOUN,english/B2.csv
en,B2,802,fuss,fuss,大惊小怪,NOUN,english/B2.csv
en,B2,803,galaxy,galaxy,星系,NOUN,english/B2.csv
en,B2,804,gallery,gallery,画廊,NOUN,english/B2.csv
en,B2,805,gamble,gamble,赌博,VERB,english/B2.csv
en,B2,806,gangster,gangster,黑帮成员,NOUN,english/B2.csv
en,B2,807,gap,gap,差距,NOUN,english/B2.csv
en,B2,808,gasp,gasp,喘息,VERB,english/B2.csv
en,B2,809,generally,generally,通常,ADV,english/B2.csv
en,B2,810,generator,generator,发电机,NOUN,english/B2.csv
en,B2,811,genetic,genetic,基因的,ADJ,english/B2.csv
en,B2,812,genuine,genuine,真正的,ADJ,english/B2.csv
en,B2,813,gesture,gesture,手势,NOUN,english/B2.csv
en,B2,814,giggle,giggle,咯咯笑,VERB,english/B2.csv
en,B2,815,gin,gin,金酒,NOUN,english/B2.csv
en,B2,816,global,global,全球的,ADJ,english/B2.csv
en,B2,817,glorious,glorious,辉煌的,ADJ,english/B2.csv
en,B2,818,glove,glove,手套,NOUN,english/B2.csv
en,B2,819,glow,glow,发光,VERB,english/B2.csv
en,B2,820,glue,glue,胶水,NOUN,english/B2.csv
en,B2,821,goat,goat,山羊,NOUN,english/B2.csv
en,B2,822,goose,goose,鹅,NOUN,english/B2.csv
en,B2,823,gossip,gossip,八卦,NOUN,english/B2.csv
en,B2,824,governor,governor,州长,NOUN,english/B2.csv
en,B2,825,graduate,graduate,毕业生,NOUN,english/B2.csv
en,B2,826,graduation,graduation,毕业,NOUN,english/B2.csv
en,B2,827,grain,grain,谷物,NOUN,english/B2.csv
en,B2,828,granddaughter,granddaughter,孙女,NOUN,english/B2.csv
en,B2,829,grandparent,grandparent,祖父母,NOUN,english/B2.csv
en,B2,830,grandson,grandson,孙子,NOUN,english/B2.csv
en,B2,831,grant,grant,授予,VERB,english/B2.csv
en,B2,832,grasp,grasp,抓住,VERB,english/B2.csv
en,B2,833,gratitude,gratitude,感激,NOUN,english/B2.csv
en,B2,834,gravity,gravity,重力,NOUN,english/B2.csv
en,B2,835,gray,gray,灰色的,ADJ,english/B2.csv
en,B2,836,greed,greed,贪婪,NOUN,english/B2.csv
en,B2,837,greedy,greedy,贪婪的,ADJ,english/B2.csv
en,B2,838,greet,greet,问候,VERB,english/B2.csv
en,B2,839,grey,grey,灰色的,ADJ,english/B2.csv
en,B2,840,grief,grief,悲伤,NOUN,english/B2.csv
en,B2,841,grill,grill,烤架,NOUN,english/B2.csv
en,B2,842,grip,grip,紧握,VERB,english/B2.csv
en,B2,843,grocery,grocery,食品杂货,NOUN,english/B2.csv
en,B2,844,groom,groom,新郎,NOUN,english/B2.csv
en,B2,845,growth,growth,增长,NOUN,english/B2.csv
en,B2,846,grudge,grudge,怨恨,NOUN,english/B2.csv
en,B2,847,grunt,grunt,咕哝,VERB,english/B2.csv
en,B2,848,gum,gum,牙龈,NOUN,english/B2.csv
en,B2,849,hallway,hallway,走廊,NOUN,english/B2.csv
en,B2,850,halt,halt,停止,VERB,english/B2.csv
en,B2,851,ham,ham,火腿,NOUN,english/B2.csv
en,B2,852,hammer,hammer,锤子,NOUN,english/B2.csv
en,B2,853,handcuff,handcuff,手铐,NOUN,english/B2.csv
en,B2,854,handful,handful,一把,NOUN,english/B2.csv
en,B2,855,handling,handling,处理,NOUN,english/B2.csv
en,B2,856,harbor,harbor,港口,NOUN,english/B2.csv
en,B2,857,harmless,harmless,无害的,ADJ,english/B2.csv
en,B2,858,harmony,harmony,和谐,NOUN,english/B2.csv
en,B2,859,harsh,harsh,严厉的,ADJ,english/B2.csv
en,B2,860,harvest,harvest,收获,NOUN,english/B2.csv
en,B2,861,hatred,hatred,仇恨,NOUN,english/B2.csv
en,B2,862,haul,haul,拖运,VERB,english/B2.csv
en,B2,863,headache,headache,头痛,NOUN,english/B2.csv
en,B2,864,headquarters,headquarters,总部,NOUN,english/B2.csv
en,B2,865,heartbeat,heartbeat,心跳,NOUN,english/B2.csv
en,B2,866,height,height,高度,NOUN,english/B2.csv
en,B2,867,heir,heir,继承人,NOUN,english/B2.csv
en,B2,868,helmet,helmet,头盔,NOUN,english/B2.csv
en,B2,869,helpless,helpless,无助的,ADJ,english/B2.csv
en,B2,870,heroic,heroic,英勇的,ADJ,english/B2.csv
en,B2,871,hesitate,hesitate,犹豫,VERB,english/B2.csv
en,B2,872,highway,highway,公路,NOUN,english/B2.csv
en,B2,873,hike,hike,徒步旅行,NOUN,english/B2.csv
en,B2,874,hilarious,hilarious,滑稽的,ADJ,english/B2.csv
en,B2,875,hint,hint,暗示,NOUN,english/B2.csv
en,B2,876,hip,hip,臀部,NOUN,english/B2.csv
en,B2,877,historical,historical,历史的,ADJ,english/B2.csv
en,B2,878,hobby,hobby,爱好,NOUN,english/B2.csv
en,B2,879,homeless,homeless,无家可归的,ADJ,english/B2.csv
en,B2,880,homicide,homicide,杀人,NOUN,english/B2.csv
en,B2,881,honesty,honesty,诚实,NOUN,english/B2.csv
en,B2,882,honeymoon,honeymoon,蜜月,NOUN,english/B2.csv
en,B2,883,honorable,honorable,可敬的,ADJ,english/B2.csv
en,B2,884,hopeless,hopeless,绝望的,ADJ,english/B2.csv
en,B2,885,horizon,horizon,地平线,NOUN,english/B2.csv
en,B2,886,horror,horror,恐怖,NOUN,english/B2.csv
en,B2,887,hose,hose,软管,NOUN,english/B2.csv
en,B2,888,hospitality,hospitality,好客,NOUN,english/B2.csv
en,B2,889,hostage,hostage,人质,NOUN,english/B2.csv
en,B2,890,hostile,hostile,敌对的,ADJ,english/B2.csv
en,B2,891,household,household,家庭,NOUN,english/B2.csv
en,B2,892,humanity,humanity,人类,NOUN,english/B2.csv
en,B2,893,humble,humble,谦逊的,ADJ,english/B2.csv
en,B2,894,humiliating,humiliating,令人羞辱的,ADJ,english/B2.csv
en,B2,895,humor,humor,幽默,NOUN,english/B2.csv
en,B2,896,hunch,hunch,直觉,NOUN,english/B2.csv
en,B2,897,hunger,hunger,饥饿,NOUN,english/B2.csv
en,B2,898,hut,hut,小屋,NOUN,english/B2.csv
en,B2,899,ideal,ideal,理想的,ADJ,english/B2.csv
en,B2,900,identical,identical,完全相同的,ADJ,english/B2.csv
en,B2,901,identification,identification,身份证明,NOUN,english/B2.csv
en,B2,902,idol,idol,偶像,NOUN,english/B2.csv
en,B2,903,ignorant,ignorant,无知的,ADJ,english/B2.csv
en,B2,904,illness,illness,疾病,NOUN,english/B2.csv
en,B2,905,illusion,illusion,幻觉,NOUN,english/B2.csv
en,B2,906,immediate,immediate,立即的,ADJ,english/B2.csv
en,B2,907,immortal,immortal,不朽的,ADJ,english/B2.csv
en,B2,908,immune,immune,免疫的,ADJ,english/B2.csv
en,B2,909,immunity,immunity,免疫力,NOUN,english/B2.csv
en,B2,910,imperial,imperial,帝国的,ADJ,english/B2.csv
en,B2,911,importance,importance,重要性,NOUN,english/B2.csv
en,B2,912,improve,improve,改善,VERB,english/B2.csv
en,B2,913,inappropriate,inappropriate,不恰当的,ADJ,english/B2.csv
en,B2,914,inaudible,inaudible,听不见的,ADJ,english/B2.csv
en,B2,915,include,include,包括,VERB,english/B2.csv
en,B2,916,income,income,收入,NOUN,english/B2.csv
en,B2,917,increase,increase,增加,VERB,english/B2.csv
en,B2,918,independence,independence,独立,NOUN,english/B2.csv
en,B2,919,independent,independent,独立的,ADJ,english/B2.csv
en,B2,920,indicate,indicate,表明,VERB,english/B2.csv
en,B2,921,industrial,industrial,工业的,ADJ,english/B2.csv
en,B2,922,inevitable,inevitable,不可避免的,ADJ,english/B2.csv
en,B2,923,infect,infect,感染,VERB,english/B2.csv
en,B2,924,infection,infection,感染,NOUN,english/B2.csv
en,B2,925,infinite,infinite,无限的,ADJ,english/B2.csv
en,B2,926,informed,informed,见多识广的,ADJ,english/B2.csv
en,B2,927,ingredient,ingredient,成分,NOUN,english/B2.csv
en,B2,928,inheritance,inheritance,遗产,NOUN,english/B2.csv
en,B2,929,initial,initial,最初的,ADJ,english/B2.csv
en,B2,930,initiative,initiative,主动权,NOUN,english/B2.csv
en,B2,931,injection,injection,注射,NOUN,english/B2.csv
en,B2,932,injury,injury,伤害,NOUN,english/B2.csv
en,B2,933,inn,inn,小旅馆,NOUN,english/B2.csv
en,B2,934,inner,inner,内部的,ADJ,english/B2.csv
en,B2,935,innocence,innocence,无辜,NOUN,english/B2.csv
en,B2,936,inquiry,inquiry,调查,NOUN,english/B2.csv
en,B2,937,insect,insect,昆虫,NOUN,english/B2.csv
en,B2,938,inspection,inspection,检查,NOUN,english/B2.csv
en,B2,939,inspiration,inspiration,灵感,NOUN,english/B2.csv
en,B2,940,inspired,inspired,受启发的,ADJ,english/B2.csv
en,B2,941,instance,instance,例子,NOUN,english/B2.csv
en,B2,942,instinct,instinct,本能,NOUN,english/B2.csv
en,B2,943,institute,institute,机构,NOUN,english/B2.csv
en,B2,944,institution,institution,机构,NOUN,english/B2.csv
en,B2,945,instructor,instructor,讲师,NOUN,english/B2.csv
en,B2,946,instrument,instrument,乐器,NOUN,english/B2.csv
en,B2,947,insult,insult,侮辱,VERB,english/B2.csv
en,B2,948,intact,intact,完好无损的,ADJ,english/B2.csv
en,B2,949,integrity,integrity,正直,NOUN,english/B2.csv
en,B2,950,intelligent,intelligent,聪明的,ADJ,english/B2.csv
en,B2,951,intent,intent,意图,NOUN,english/B2.csv
en,B2,952,interfere,interfere,干涉,VERB,english/B2.csv
en,B2,953,interference,interference,干扰,NOUN,english/B2.csv
en,B2,954,internal,internal,内部的,ADJ,english/B2.csv
en,B2,955,interrogation,interrogation,审问,NOUN,english/B2.csv
en,B2,956,intimate,intimate,亲密的,ADJ,english/B2.csv
en,B2,957,invasion,invasion,入侵,NOUN,english/B2.csv
en,B2,958,invent,invent,发明,VERB,english/B2.csv
en,B2,959,invention,invention,发明,NOUN,english/B2.csv
en,B2,960,invest,invest,投资,VERB,english/B2.csv
en,B2,961,investigator,investigator,调查员,NOUN,english/B2.csv
en,B2,962,investment,investment,投资,NOUN,english/B2.csv
en,B2,963,invisible,invisible,看不见的,ADJ,english/B2.csv
en,B2,964,invitation,invitation,邀请,NOUN,english/B2.csv
en,B2,965,involve,involve,涉及,VERB,english/B2.csv
en,B2,966,involvement,involvement,参与,NOUN,english/B2.csv
en,B2,967,irrelevant,irrelevant,不相关的,ADJ,english/B2.csv
en,B2,968,isolate,isolate,隔离,VERB,english/B2.csv
en,B2,969,jaw,jaw,下巴,NOUN,english/B2.csv
en,B2,970,jealousy,jealousy,嫉妒,NOUN,english/B2.csv
en,B2,971,jet,jet,喷气式飞机,NOUN,english/B2.csv
en,B2,972,jewelry,jewelry,珠宝,NOUN,english/B2.csv
en,B2,973,journalist,journalist,记者,NOUN,english/B2.csv
en,B2,974,jurisdiction,jurisdiction,管辖权,NOUN,english/B2.csv
en,B2,975,justify,justify,证明...正当,VERB,english/B2.csv
en,B2,976,kidnap,kidnap,绑架,VERB,english/B2.csv
en,B2,977,kidnapping,kidnapping,绑架,NOUN,english/B2.csv
en,B2,978,kidney,kidney,肾脏,NOUN,english/B2.csv
en,B2,979,kindly,kindly,亲切地,ADV,english/B2.csv
en,B2,980,kindness,kindness,仁慈,NOUN,english/B2.csv
en,B2,981,kit,kit,成套工具,NOUN,english/B2.csv
en,B2,982,knee,knee,膝盖,NOUN,english/B2.csv
en,B2,983,knight,knight,骑士,NOUN,english/B2.csv
en,B2,984,knot,knot,结,NOUN,english/B2.csv
en,B2,985,label,label,标签,NOUN,english/B2.csv
en,B2,986,labor,labor,劳动,NOUN,english/B2.csv
en,B2,987,laboratory,laboratory,实验室,NOUN,english/B2.csv
en,B2,988,ladder,ladder,梯子,NOUN,english/B2.csv
en,B2,989,lamb,lamb,羔羊,NOUN,english/B2.csv
en,B2,990,lame,lame,跛的,ADJ,english/B2.csv
en,B2,991,lamp,lamp,灯,NOUN,english/B2.csv
en,B2,992,landlord,landlord,房东,NOUN,english/B2.csv
en,B2,993,landscape,landscape,风景,NOUN,english/B2.csv
en,B2,994,lane,lane,小巷,NOUN,english/B2.csv
en,B2,995,lap,lap,大腿部,NOUN,english/B2.csv
en,B2,996,laptop,laptop,笔记本电脑,NOUN,english/B2.csv
en,B2,997,last,last,持续,VERB,english/B2.csv
en,B2,998,lawn,lawn,草坪,NOUN,english/B2.csv
en,B2,999,lawsuit,lawsuit,诉讼,NOUN,english/B2.csv
en,B2,1000,layer,layer,层,NOUN,english/B2.csv
en,B2,1001,lazy,lazy,懒惰的,ADJ,english/B2.csv
en,B2,1002,leadership,leadership,领导能力,NOUN,english/B2.csv
en,B2,1003,leaf,leaf,叶子,NOUN,english/B2.csv
en,B2,1004,league,league,联盟,NOUN,english/B2.csv
en,B2,1005,leak,leak,泄漏,NOUN,english/B2.csv
en,B2,1006,lean,lean,倾斜,VERB,english/B2.csv
en,B2,1007,leap,leap,跳跃,NOUN,english/B2.csv
en,B2,1008,lease,lease,租约,NOUN,english/B2.csv
en,B2,1009,leather,leather,皮革,NOUN,english/B2.csv
en,B2,1010,lecture,lecture,讲座,NOUN,english/B2.csv
en,B2,1011,legacy,legacy,遗产,NOUN,english/B2.csv
en,B2,1012,legally,legally,合法地,ADV,english/B2.csv
en,B2,1013,legendary,legendary,传奇的,ADJ,english/B2.csv
en,B2,1014,legitimate,legitimate,合法的,ADJ,english/B2.csv
en,B2,1015,lemon,lemon,柠檬,NOUN,english/B2.csv
en,B2,1016,lend,lend,借出,VERB,english/B2.csv
en,B2,1017,length,length,长度,NOUN,english/B2.csv
en,B2,1018,lethal,lethal,致命的,ADJ,english/B2.csv
en,B2,1019,let,let,让,VERB,english/B2.csv
en,B2,1020,leverage,leverage,杠杆作用,NOUN,english/B2.csv
en,B2,1021,liberty,liberty,自由,NOUN,english/B2.csv
en,B2,1022,lick,lick,舔,VERB,english/B2.csv
en,B2,1023,lid,lid,盖子,NOUN,english/B2.csv
en,B2,1024,lighter,lighter,打火机,NOUN,english/B2.csv
en,B2,1025,link,link,连接,VERB,english/B2.csv
en,B2,1026,lion,lion,狮子,NOUN,english/B2.csv
en,B2,1027,lip,lip,嘴唇,NOUN,english/B2.csv
en,B2,1028,lipstick,lipstick,口红,NOUN,english/B2.csv
en,B2,1029,liquid,liquid,液体,NOUN,english/B2.csv
en,B2,1030,liquor,liquor,烈酒,NOUN,english/B2.csv
en,B2,1031,literature,literature,文学,NOUN,english/B2.csv
en,B2,1032,liver,liver,肝脏,NOUN,english/B2.csv
en,B2,1033,lobster,lobster,龙虾,NOUN,english/B2.csv
en,B2,1034,locate,locate,定位,VERB,english/B2.csv
en,B2,1035,log,log,日志,NOUN,english/B2.csv
en,B2,1036,logic,logic,逻辑,NOUN,english/B2.csv
en,B2,1037,logical,logical,合乎逻辑的,ADJ,english/B2.csv
en,B2,1038,loneliness,loneliness,孤独,NOUN,english/B2.csv
en,B2,1039,loop,loop,循环,NOUN,english/B2.csv
en,B2,1040,lottery,lottery,彩票,NOUN,english/B2.csv
en,B2,1041,lounge,lounge,休息室,NOUN,english/B2.csv
en,B2,1042,luggage,luggage,行李,NOUN,english/B2.csv
en,B2,1043,lunatic,lunatic,疯子,NOUN,english/B2.csv
en,B2,1044,lung,lung,肺,NOUN,english/B2.csv
en,B2,1045,lure,lure,诱惑,NOUN,english/B2.csv
en,B2,1046,lust,lust,欲望,NOUN,english/B2.csv
en,B2,1047,luxury,luxury,奢侈,NOUN,english/B2.csv
en,B2,1048,lyrics,lyrics,歌词,NOUN,english/B2.csv
en,B2,1049,madness,madness,疯狂,NOUN,english/B2.csv
en,B2,1050,magnificent,magnificent,壮丽的,ADJ,english/B2.csv
en,B2,1051,maiden,maiden,少女,NOUN,english/B2.csv
en,B2,1052,mainly,mainly,主要地,ADV,english/B2.csv
en,B2,1053,maintain,maintain,维持,VERB,english/B2.csv
en,B2,1054,maintenance,maintenance,维护,NOUN,english/B2.csv
en,B2,1055,majority,majority,大多数,NOUN,english/B2.csv
en,B2,1056,maker,maker,制造者,NOUN,english/B2.csv
en,B2,1057,mall,mall,购物中心,NOUN,english/B2.csv
en,B2,1058,management,management,管理,NOUN,english/B2.csv
en,B2,1059,manners,manners,礼貌,NOUN,english/B2.csv
en,B2,1060,mansion,mansion,豪宅,NOUN,english/B2.csv
en,B2,1061,march,march,游行,NOUN,english/B2.csv
en,B2,1062,martial,martial,军事的,ADJ,english/B2.csv
en,B2,1063,marvelous,marvelous,极好的,ADJ,english/B2.csv
en,B2,1064,mattress,mattress,床垫,NOUN,english/B2.csv
en,B2,1065,mature,mature,成熟的,ADJ,english/B2.csv
en,B2,1066,maximum,maximum,最大量,NOUN,english/B2.csv
en,B2,1067,meanwhile,meanwhile,同时,ADV,english/B2.csv
en,B2,1068,measure,measure,措施,NOUN,english/B2.csv
en,B2,1069,mechanic,mechanic,技工,NOUN,english/B2.csv
en,B2,1070,medal,medal,奖牌,NOUN,english/B2.csv
en,B2,1071,medication,medication,药物,NOUN,english/B2.csv
en,B2,1072,melody,melody,旋律,NOUN,english/B2.csv
en,B2,1073,melt,melt,融化,VERB,english/B2.csv
en,B2,1074,mentor,mentor,导师,NOUN,english/B2.csv
en,B2,1075,merely,merely,仅仅,ADV,english/B2.csv
en,B2,1076,meter,meter,米,NOUN,english/B2.csv
en,B2,1077,method,method,方法,NOUN,english/B2.csv
en,B2,1078,mouse,mouse,老鼠,NOUN,english/B2.csv
en,B2,1079,microphone,microphone,麦克风,NOUN,english/B2.csv
en,B2,1080,minimum,minimum,最小值,NOUN,english/B2.csv
en,B2,1081,minor,minor,较小的,ADJ,english/B2.csv
en,B2,1082,misery,misery,痛苦,NOUN,english/B2.csv
en,B2,1083,mistress,mistress,情妇,NOUN,english/B2.csv
en,B2,1084,misunderstanding,misunderstanding,误解,NOUN,english/B2.csv
en,B2,1085,misunderstand,misunderstand,误解,VERB,english/B2.csv
