csv_line,lemma,english_lemma,chinese_lemma,upos,lang,level,sample_index,verdict,notes
215,زحمة,traffic jam,交通堵塞,NOUN
242,جامعة,university,大学,NOUN
264,جريدة,newspaper,报纸,NOUN
272,ميعاد,appointment,预约,NOUN
297,سمح,to allow,允许,VERB
310,حمل,to carry,携带,VERB
315,أظهر,to show,展示,VERB
434,بلا,without,没有,ADP
438,حمام,public bath,公共浴室,NOUN
441,مسبح,swimming pool,游泳池,NOUN
19,استكشف,explore,探索,VERB
46,عبارة,ferry,渡轮,NOUN
82,سيناريو,script,剧本,NOUN
98,لحن,melody,旋律,NOUN
118,أرشيف,archive,档案,NOUN
143,إصابة,injury,受伤,NOUN
167,بديل,substitute,替补,NOUN
221,أركان,argan,阿甘树,NOUN
264,دركي,gendarme,宪兵,NOUN
279,مصلحة,department,部门,NOUN
298,إنترنت,internet,互联网,NOUN
396,مُهْمِل,careless,粗心的,ADJ
457,قاموس,dictionary,词典,NOUN
458,قواعد,grammar,语法,NOUN
536,زغاريت,ululations,欢呼声,NOUN
546,عطر,perfume,香水,NOUN
553,عجينة,dough,面团,NOUN
560,نقع,to soak,浸泡,VERB
601,حكة,itching,瘙痒,NOUN
613,بصر,eyesight,视力,NOUN
681,عَيَّرَ,to insult,侮辱,VERB
739,استلم,to receive payment,领取工资,VERB
767,بشر,human being,人类,NOUN
773,شفرة,razor blade,刀片,NOUN
299,مؤبد,life imprisonment,无期徒刑,NOUN
373,ملكية,ownership,所有权,NOUN
393,إفراغ,emptying,排空,NOUN
422,تكنولوجيا,technology,技术,NOUN
554,نادرا,rarely,很少,ADV
650,لامبالاة,indifference,冷漠,NOUN
703,ارتياح,relief,宽慰,NOUN
731,جائحة,pandemic,大流行病,NOUN
950,مرعى,pasture,牧场,NOUN
957,معصرة,oil press,榨油机,NOUN
978,قارة,continent,大陆,NOUN
1008,اكتشاف,discovery,发现,NOUN
1018,سائل,liquid,液体,NOUN
1083,تخطى,to surpass,超越,VERB
1133,غفل,to be heedless,疏忽,VERB
1179,رأسية,header,头球,NOUN
1249,نساج,weaver,织工,NOUN
1401,عصيان,disobedience,不服从,NOUN
1432,رَجِيم,diet,节食,NOUN
1486,أنفة,self-respect,自尊,NOUN
1502,تعلق,attachment,依恋,NOUN
1526,تنقيح,revision,修订,NOUN
1590,تشامير,robe,长袍,NOUN
1621,انبعاث,emission,排放,NOUN
95,تجريم,criminalization,定罪,NOUN
236,انتهك,to violate,违反,VERB
759,توجس,foreboding,预感,NOUN
859,سجية,innate disposition,天性,NOUN
894,اضمحلال,fading away,衰退,NOUN
1014,تَعَاقُدِيّة,contractual nature,合同性质,NOUN
1107,تموقع,positioning,定位,NOUN
1112,تعطيل,suspension,中止,NOUN
1140,امتيازية,privilege,特权性,NOUN
1400,خبرات,experiences,经验,NOUN
1411,عميل,agent,特工,NOUN
1476,انفلات,lawlessness,失控,NOUN
1562,استعاد,to regain,收回,VERB
1569,انفصل,to secede,分离,VERB
1662,مهاترة,mudslinging,诽谤,NOUN
1854,مُتَأَزِّم,aggravated,恶化的,ADJ
2538,دافِع,propellant,推进剂,NOUN
3030,تذييل,postscript,附言,NOUN
3108,لحنية,melodiousness,旋律性,NOUN
3235,إشراط,conditioning,条件反射,NOUN
3359,نجابة,giftedness,聪慧,NOUN
3466,استئناسا,for guidance,供参考/作为指引,ADV
3487,جدلا,for the sake of argument,姑且不论/为了争论,ADV
3668,أُمْسِيَّة,evening gathering,晚间聚会,NOUN
106,桌子,table,桌子,NOUN
112,没关系,it doesn't matter,没关系,ADJ
132,苹果,apple,苹果,NOUN
135,衣服,clothes,衣服,NOUN
151,一起,together,一起,ADV
155,为,for,为,ADP
179,号,number,号,NOUN
182,告诉,to tell,告诉,VERB
222,教室,classroom,教室,NOUN
226,早上,morning,早上,NOUN
239,游泳,to swim,游泳,VERB
306,世界,world,世界,NOUN
325,作业,homework,作业,NOUN
331,像,to resemble,像,VERB
424,打扫,to clean,打扫,VERB
432,提高,to raise,提高,VERB
456,树,tree,树,NOUN
477,照相机,camera,照相机,NOUN
480,爬山,to climb a mountain,爬山,VERB
486,甜,sweet,甜,ADJ
502,礼物,gift,礼物,NOUN
517,经理,manager,经理,NOUN
561,越,to exceed,越,VERB
565,还是,or,还是,CCONJ
25,交流,to exchange,交流,VERB
40,任务,task,任务,NOUN
82,减少,to reduce,减少,VERB
99,勇敢,brave,勇敢,ADJ
110,压力,pressure,压力,NOUN
127,另外,in addition,另外,ADV
131,可惜,it is a pity,可惜,ADJ
190,实在,really,实在,ADV
209,工具,tool,工具,NOUN
215,师傅,master,师傅,NOUN
255,成功,success,成功,NOUN
285,接受,to accept,接受,VERB
289,提前,to shift to an earlier date,提前,VERB
314,方法,method,方法,NOUN
334,来得及,there's still time,来得及,VERB
341,森林,forest,森林,NOUN
384,牙膏,toothpaste,牙膏,NOUN
388,猪,pig,猪,NOUN
414,破,broken,破,ADJ
445,紧张,nervous,紧张,ADJ
448,组织,organize,组织,VERB
513,调查,investigation,调查,NOUN
523,超过,to surpass,超过,VERB
552,重视,to attach importance to,重视,VERB
3,下载,to download,下载,VERB
9,不必,need not,不必,ADV
21,业务,business,业务,NOUN
80,会计,accountant,会计,NOUN
143,公寓,apartment,公寓,NOUN
158,农民,peasant,农民,NOUN
166,出口,exit,出口,NOUN
193,办理,to handle,办理,VERB
197,劳动,labor,劳动,NOUN
214,单独,alone,单独,ADV
261,合作,to cooperate,合作,VERB
343,天空,sky,天空,NOUN
379,学问,learning,学问,NOUN
381,宇宙,universe,宇宙,NOUN
391,实习,internship,实习,NOUN
423,小伙子,young man,小伙子,NOUN
445,巧妙,ingenious,巧妙,ADJ
477,建筑,to construct,建筑,VERB
572,执行,to execute,执行,VERB
583,抗议,to protest,抗议,VERB
586,披,to drape over one's shoulders,披,VERB
603,挣钱,to earn money,挣钱,VERB
670,方案,plan,方案,NOUN
877,目标,target,目标,NOUN
107,诚恳,sincere,诚恳,ADJ
123,象棋,Chinese chess,象棋,NOUN
251,雾,fog,雾,NOUN
264,预报,forecast,预报,NOUN
290,鼓舞,inspire,鼓舞,VERB
321,一把,one handful,一把,NUM
443,不让,don't let,不让,VERB
677,会见,meet,会见,VERB
792,做梦,to dream,做梦,VERB
982,初,beginning,初,NOUN
1015,剧本,script for play,剧本,NOUN
1091,华丽,gorgeous,华丽,ADJ
1119,即便,even if,即便,SCONJ
1134,原告,plaintiff,原告,NOUN
1185,受罪,to suffer,受罪,VERB
1191,变质,to deteriorate,变质,VERB
1201,另,other,另,ADJ
1285,吸毒,to take drugs,吸毒,VERB
1428,图案,pattern,图案,NOUN
1494,境界,realm,境界,NOUN
1497,墨水,ink,墨水,NOUN
1528,多久,how long,多久,PRON
1572,天堂,heaven,天堂,NOUN
1602,奠定,to establish,奠定,VERB
54,完毕,to finish,完毕,VERB
109,富裕,prosperous,富裕,ADJ
367,徘徊,to pace back and forth,徘徊,VERB
526,我俩,we two,我俩,PRON
569,层面,level,层面,NOUN
741,解雇,dismiss,解雇,VERB
883,反诉,counterclaim,反诉,VERB
898,不可估量,immeasurable,不可估量,ADJ
1011,听证,hearing,听证,NOUN
1091,起义,uprising,起义,NOUN
1299,木薯,cassava,木薯,NOUN
1495,匮乏,scarcity,匮乏,NOUN
1520,飓风,hurricane,飓风,NOUN
1714,纳米技术,nanotechnology,纳米技术,NOUN
1878,冷漠,indifferent,冷漠,ADJ
1983,保守性,conservative,保守性,ADJ
2117,冬季,winter,冬季,NOUN
2334,付汇,pay foreign exchange,付汇,VERB
2365,低气压,low pressure,低气压,NOUN
2421,乡道,township road,乡道,NOUN
2434,天桥,pedestrian bridge,天桥,NOUN
2453,维修,repair,维修,NOUN
2489,必修课,required course,必修课,NOUN
2571,致歉,apologize,致歉,VERB
