Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
عامية,colloquial language,口语,NOUN
تيفيناغ,Tifinagh script,提非纳文字,NOUN
لكنة,accent,口音,NOUN
تعريب,arabization,阿拉伯化,NOUN
ترجمان,interpreter,口译员,NOUN
مصطلحات,terminology,术语,NOUN
لثغة,lisp,口齿不清,NOUN
تقعيد,codification,编纂,NOUN
سيميائيات,semiotics,符号学,NOUN
وجدان,sentiment,情感,NOUN
شجن,melancholy,忧郁,NOUN
شجو,plaintive sorrow,哀怨,NOUN
غبطة,bliss,极乐,NOUN
ابتهاج,exultation,欢欣,NOUN
انشراح,cheerfulness,开朗,NOUN
نشوة,euphoria,欣快,NOUN
انقباض,gloominess,忧郁,NOUN
كآبة,dejection,沮丧,NOUN
أسى,sorrow,悲痛,NOUN
لوعة,anguish,痛苦,NOUN
حسرة,regret,悔恨,NOUN
غصة,lump in throat,哽咽,NOUN
انكسار,brokenness,破碎,NOUN
قنوط,despair,绝望,NOUN
جزع,panic,惊慌,NOUN
وجل,apprehension,忧虑,NOUN
رهبة,awe,敬畏,NOUN
خشية,fear,恐惧,NOUN
توجس,foreboding,预感,NOUN
ريبة,suspicion,怀疑,NOUN
امتعاض,annoyance,恼怒,NOUN
سخط,indignation,愤慨,NOUN
حنق,anger,愤怒,NOUN
غيظ,exasperation,恼火,NOUN
ضغينة,rancor,怨恨,NOUN
شماتة,gloating,幸灾乐祸,NOUN
انبهار,amazement,惊叹,NOUN
افتتان,infatuation,迷恋,NOUN
هيام,passionate love,痴恋,NOUN
وله,lovesickness,相思病,NOUN
صبابة,ardent longing,深情渴望,NOUN
شغف,passion,激情,NOUN
تيم,enslavement by love,为爱所困,NOUN
ألفة,familiarity,亲密,NOUN
مودة,affection,情谊,NOUN
حميمية,intimacy,亲密,NOUN
تراحم,mutual compassion,互悯,NOUN
مواساة,consolation,安慰,NOUN
رأفة,tender mercy,怜悯,NOUN
جحود,ingratitude,忘恩负义,NOUN
جفاء,coldness,冷漠,NOUN
معاتبة,gentle reproach,委婉责备,NOUN
مصارحة,frankness,坦诚,NOUN
مكاشفة,heart-to-heart disclosure,坦诚交心,NOUN
بوح,confiding,倾诉,NOUN
خذلان,disappointment,辜负,NOUN
غدر,treachery,背叛,NOUN
تصالح,reconciliation,和解,NOUN
صفح,magnanimous pardon,宽恕,NOUN
تغافر,mutual forgiveness,互相宽恕,NOUN
ترفع,rising above pettiness,超脱,NOUN
إباء,proud refusal,拒绝,NOUN
إذلال,humiliation,羞辱,NOUN
مهانة,indignity,屈辱,NOUN
احتشام,decorous modesty,端庄,NOUN
ارتباك,fluster,慌乱,NOUN
حرج,awkwardness,尴尬,NOUN
انزعاج,unease,不安,NOUN
فتور,lukewarmness,冷淡,NOUN
سأم,weariness,厌倦,NOUN
ضجر,irritable boredom,厌烦,NOUN
وحشة,desolate loneliness,孤独,NOUN
استئناس,finding comfort in company,寻得陪伴,NOUN
اشتياق,yearning,渴望,NOUN
لهفة,eager anticipation,焦急,NOUN
تلهف,burning eagerness,极度渴望,NOUN
إنصات,attentive listening,专注倾听,NOUN
تفهم,understanding,理解,NOUN
كياسة,tact,得体,NOUN
دماثة,gentleness,温和,NOUN
بشاشة,cheerfulness,开朗,NOUN
عبوس,frowning,皱眉,NOUN
تجهم,sullenness,愠色,NOUN
نفور,aversion,厌恶,NOUN
اشمئزاز,disgust,厌恶,NOUN
ازدراء,contempt,蔑视,NOUN
استخفاف,disdain,蔑视,NOUN
استهزاء,mockery,嘲笑,NOUN
مداراة,tactful appeasement,委婉周旋,NOUN
مداهنة,sycophancy,阿谀奉承,NOUN
تملق,flattery,谄媚,NOUN
بحذافيره,in every detail,详尽地,ADV
رصانة,sobriety,庄重,NOUN
وقار,gravitas,庄严,NOUN
هيبة,commanding presence,威严,NOUN
فطنة,acumen,敏锐,NOUN
حصافة,sound judgment,明智,NOUN
رزانة,composure,稳重,NOUN
اتزان,equilibrium,平衡,NOUN
بصيرة,insight,洞察力,NOUN
حنكة,seasoned experience,老练,NOUN
تبصر,foresight,远见,NOUN
تروي,deliberateness,慎重,NOUN
أناة,unhurried patience,从容,NOUN
تجلد,endurance,坚忍,NOUN
دأب,assiduousness,勤勉,NOUN
شكيمة,strong will,毅力,NOUN
بسالة,valor,英勇,NOUN
إقدام,boldness,果敢,NOUN
جسارة,audacity,胆量,NOUN
شهامة,gallantry,侠义,NOUN
مروءة,manly virtue,美德,NOUN
نجدة,readiness to help,乐于助人,NOUN
سخاء,generosity,慷慨,NOUN
جود,munificence,慷慨,NOUN
بذل,giving of oneself,奉献,NOUN
تفان,devotion to duty,尽职,NOUN
حذق,skillfulness,熟练,NOUN
ألمعية,brilliance of mind,聪慧,NOUN
نبوغ,precocious talent,天才,NOUN
فرادة,uniqueness,独特,NOUN
تميز,distinction,卓越,NOUN
رقي,refinement/elevation,高雅,NOUN
سمو,sublimity,崇高,NOUN
نبل,nobility of character,高尚,NOUN
عفة,chastity/probity,贞洁,NOUN
صفاء,limpidity,清澈,NOUN
سريرة,inner self,内心,NOUN
سجية,innate disposition,天性,NOUN
جبلة,inborn nature,本性,NOUN
خصلة,character trait,品性,NOUN
شمائل,noble qualities,美德,NOUN
محاسن,merits,优点,NOUN
مثالب,shortcomings,缺点,NOUN
نقيصة,moral defect,道德缺陷,NOUN
خسة,baseness,卑鄙,NOUN
دناءة,meanness,低劣,NOUN
لؤم,ignoble malice,卑劣,NOUN
تدليس,fraudulent concealment,欺诈,NOUN
تصنع,affectedness,做作,NOUN
غطرسة,haughtiness,傲慢,NOUN
صلف,insolent conceit,狂妄,NOUN
خيلاء,vainglory,虚荣,NOUN
زهو,self-satisfaction,自满,NOUN
تعجرف,overbearing arrogance,专横,NOUN
جبروت,tyrannical might,强权,NOUN
جشع,greed,贪婪,NOUN
شح,avarice,吝啬,NOUN
تقتير,miserliness,吝啬,NOUN
إسراف,extravagance,奢侈,NOUN
تبذير,squandering,挥霍,NOUN
كفاف,sufficiency,勉强够用,NOUN
يسر,ease of circumstances,富裕,NOUN
عسر,hardship of circumstances,艰难,NOUN
بؤس,misery,悲惨,NOUN
شقاء,wretchedness,悲惨,NOUN
هناء,blissful wellbeing,幸福,NOUN
دعة,comfortable tranquility,安逸,NOUN
رخاء,prosperity,繁荣,NOUN
عنفوان,vigor of prime,盛年,NOUN
فتوة,youthful vigor,青春活力,NOUN
وهن,debility,虚弱,NOUN
ذبول,withering,枯萎,NOUN
اضمحلال,fading away,衰退,NOUN
تلاشي,vanishing,消失,NOUN
زوال,cessation/passing,消亡,NOUN
ديمومة,permanence,持久,NOUN
سرمدية,everlastingness,永恒,NOUN
أزلية,eternity without beginning,无始之永恒,NOUN
أبدية,eternity without end,无终之永恒,NOUN
خلود,immortality,不朽,NOUN
جدوى,usefulness/avail,效用,NOUN
لاجدوى,futility,徒劳,NOUN
جسامة,enormity,巨大,NOUN
فداحة,gravity of loss,惨重,NOUN
وطأة,oppressive weight,重压,NOUN
شدة,severity,剧烈,NOUN
ضراوة,ferocity,凶猛,NOUN
حدة,acuteness/sharpness,尖锐,NOUN
لين,softness/pliancy,柔软,NOUN
سلاسة,smoothness,平滑,NOUN
إبهام,ambiguity,模糊,NOUN
جلاء,clarity/evidentness,清晰,NOUN
موثوقية,reliability,可靠性,NOUN
سطحية,superficiality,肤浅,NOUN
تنوير,enlightenment,启蒙,NOUN
ظلامية,obscurantism,蒙昧主义,NOUN
أسطرة,mythologization,神话化,NOUN
ميثولوجيا,mythology,神话,NOUN
طوطمية,totemism,图腾崇拜,NOUN
شعائرية,ritualism,仪式主义,NOUN
دنيوية,worldliness,世俗,NOUN
نسك,asceticism,苦行,NOUN
تبتل,devotion,虔诚,NOUN
ترادف,synonymy,同义,NOUN
توقير,reverence,尊敬,NOUN
إجلال,veneration,崇敬,NOUN
تبجيل,esteem,尊崇,NOUN
اللامركزية,decentralization,权力下放,NOUN
الرقبة,bare ownership,虚有权,NOUN
الشياع,joint ownership,共有权,NOUN
الشفعة,preemption right,优先购买权,NOUN
الحيازة,possession,占有,NOUN
الإراثة,inheritance,继承,NOUN
التركة,estate,遗产,NOUN
التنزيل,testamentary substitution,遗嘱替补,NOUN
البورصة,stock exchange,证券交易所,NOUN
الصرع,epilepsy,癫痫,NOUN
الخداج,prematurity,早产,NOUN
الصدفية,psoriasis,银屑病,NOUN
الفصام,schizophrenia,精神分裂症,NOUN
التصحر,desertification,荒漠化,NOUN
الكساب,livestock breeder,畜牧者,NOUN
تسبيب,causation,归因,NOUN
تعليل,reasoning,推理,NOUN
منطوق,operative part,判决主文,NOUN
بينة,evidence,证据,NOUN
مستشار,counselor,顾问,NOUN
متقاض,litigant,诉讼当事人,NOUN
مدان,convict,罪犯,NOUN
جانح,delinquent,违法者,NOUN
جانٍ,perpetrator,犯罪者,NOUN
التماس,petition for review,复审申请,NOUN
وشاية,denunciation,告发,NOUN
إعذار,formal notice,正式通知,NOUN
إمهال,granting of respite,宽限,NOUN
تبليغ,service of process,送达,NOUN
حجية,evidentiary weight,证明力,NOUN
نفاذ,enforceability,可执行性,NOUN
بت,adjudication,裁决,NOUN
سابقة,precedent,先例,NOUN
تدوين,codification,编纂,NOUN
لائحة,regulation,条例,NOUN
إجرام,criminality,犯罪,NOUN
تخفيف,mitigation,减轻,NOUN
تشديد,aggravation,加重,NOUN
إتلاف,destruction of property,毁坏财物,NOUN
اتجار,trafficking,贩运,NOUN
إيذاء,causing harm,伤害,NOUN
اغتصاب,rape,强奸,NOUN
قانونية,legality,合法性,NOUN
أهلية,legal capacity,行为能力,NOUN
ذمة,financial liability,财产责任,NOUN
تعاقد,contracting,缔约,NOUN
إذعان,submission,屈从,NOUN
انقضاء,expiry,届满,NOUN
جزاء,sanction,处罚,NOUN
حصانة,immunity,豁免权,NOUN
أحقية,entitlement,权利,NOUN
إشهاد,attestation,证明,NOUN
تحرٍّ,investigation,调查,NOUN
شكلية,formality,形式要件,NOUN
شكلي,formal,形式上的,ADJ
ملزم,binding,有约束力的,ADJ
جائز,permissible,允许的,ADJ
محظور,prohibited,禁止的,ADJ
زَجْرِيّ,punitive,惩罚性的,ADJ
تَحْكِيمِيّ,arbitral,仲裁的,ADJ
اسْتِعْجَالِيّ,urgent,紧急的,ADJ
ابْتِدَائِيّ,of first instance,初审的,ADJ
اسْتِئْنَافِيّ,appellate,上诉的,ADJ
قَطْعِيّ,definitive,确定的,ADJ
غِيَابِيّ,in absentia,缺席的,ADJ
حُضُورِيّ,in presence of parties,出庭的,ADJ
قَاضَى,to litigate,诉讼,VERB
غَرَمَ,to fine,罚款,VERB
اسْتَجْوَبَ,to interrogate,审问,VERB
أَحَالَ,to refer,移交,VERB
مُخَاصَمَة,litigation against a judge,起诉法官,NOUN
إِنَابَة,delegation,委托,NOUN
تَنَافٍ,incompatibility,不相容,NOUN
تَضَارُب,conflict,冲突,NOUN
إِفْلَات,escaping,逃脱,NOUN
عَدْلِيّ,judicial,司法的,ADJ
نِيَابِيّ,representative,代表的,ADJ
حَيْثِيّة,legal consideration,法律理由,NOUN
مَقَال,written claim,书面申诉,NOUN
صَائِر,court costs,诉讼费,NOUN
إِكْرَاه,coercion,胁迫,NOUN
غَبْن,unfair prejudice,不公平损害,NOUN
صُورِيّة,sham,虚假的,NOUN
شُرُوع,attempt at crime,犯罪未遂,NOUN
عَمْد,premeditation,故意,NOUN
تَضَامُنِيّة,joint liability,连带责任,NOUN
تَعَاقُدِيّة,contractual nature,合同性质,NOUN
تَقْصِيرِيّة,tortious,侵权行为的,ADJ
انْتِفَاع,usufruct,用益权,NOUN
رَقَبَة,bare ownership,裸所有权,NOUN
شُفْعَة,preemption right,优先购买权,NOUN
قِسْمَة,partition,分割,NOUN
شِيَاع,joint ownership,共有,NOUN
أَسْبَقِيّة,priority,优先权,NOUN
دائن,creditor,债权人,NOUN
إعسار,insolvency,破产,NOUN
استيفاء,collection,收取,NOUN
مقاصة,set-off,抵销,NOUN
إبراء,discharge,免责,NOUN
وديعة,deposit,存款,NOUN
عارية,commodatum,借用,NOUN
مرابحة,murabaha,成本加成销售,NOUN
ربا,usury,高利贷,NOUN
غرر,gharar,不确定性,NOUN
بيع,sale,销售,NOUN
إيجار,lease,租赁,NOUN
حراسة,custody,保管,NOUN
قوامة,guardianship,监护,NOUN
متبوع,principal,本人,NOUN
نزع,expropriation,征收,NOUN
استملاك,expropriation,征用,NOUN
تقييد,registration,登记,NOUN
شرط,condition,条件,NOUN
استئخار,postponement,延期,NOUN
تأجيل,adjournment,休庭,NOUN
مثول,appearance,出庭,NOUN
إحضار,production,提交,NOUN
تخلف,default,违约,NOUN
حفظية,archiving,归档,NOUN
ترجيح,preponderance,权衡,NOUN
موازنة,budget,预算,NOUN
تنازع,conflict,冲突,NOUN
تكييف,qualification,定性,NOUN
توصيف,characterization,描述,NOUN
تطليق,divorce,离婚,NOUN
خلع,khul',女方离婚,NOUN
قصور,minority,未成年,NOUN
سفه,prodigality,挥霍,NOUN
حجر,interdiction,禁治产,NOUN
فقدان,disappearance,失踪,NOUN
إرثية,hereditary,遗传的,ADJ
تعصيب,agnatic inheritance,父系继承,NOUN
محجور,interdicted person,被禁治产人,NOUN
عقوبات,penalties,处罚,NOUN
موقوف,detainee,被拘留者,NOUN
مبحوث,wanted person,通缉犯,NOUN
مؤاخذة,accountability,问责,NOUN
متابعات,prosecutions,起诉,NOUN
ملاحقة,prosecution,起诉,NOUN
إبعاد,expulsion,驱逐,NOUN
تغريب,banishment,流放,NOUN
اعتقالي,detention,拘留,NOUN
سجني,prison,监狱,NOUN
إصلاحية,reformatory,感化院,NOUN
سوار,electronic bracelet,电子脚镣,NOUN
شرطي,conditional,有条件的,ADJ
إفراجي,release,释放,NOUN
مغربة,moroccanization,摩洛哥化,NOUN
تخليق,moralization,道德化,NOUN
وصائية,tutelage,监护,NOUN
مركزية,centralization,中央集权,NOUN
لاتمركز,deconcentration,权力下放,NOUN
تفريع,devolution,权力下放,NOUN
انتقالية,transitional,过渡的,ADJ
تغول,overreach,越权,NOUN
استبدادية,authoritarianism,专制主义,NOUN
تسلطية,authoritarianism,专制主义,NOUN
دكتاتورية,dictatorship,独裁,NOUN
ثيوقراطية,theocracy,神权政治,NOUN
تكنوقراطية,technocracy,技术官僚制,NOUN
تكنوقراطي,technocrat,技术官僚,NOUN
بيروقراطي,bureaucrat,官僚,NOUN
أوليغارشية,oligarchy,寡头政治,NOUN
بلوتوقراطية,plutocracy,财阀政治,NOUN
ميريتوقراطية,meritocracy,精英政治,NOUN
جمهورياتية,republicanism,共和主义,NOUN
برلمانية,parliamentarism,议会制,NOUN
رئاسية,presidentialism,总统制,NOUN
كونفدرالية,confederation,邦联,NOUN
انفصالية,separatism,分离主义,NOUN
وحدوية,unionism,统一主义,NOUN
يسارية,leftism,左翼主义,NOUN
يمينية,rightism,右翼主义,NOUN
محافظية,conservatism,保守主义,NOUN
إسلاموية,Islamism,伊斯兰主义,NOUN
انتهازية,opportunism,机会主义,NOUN
وصولية,careerism,钻营主义,NOUN
زعاماتية,caudillism,考迪罗主义,NOUN
اصطفاف,alignment,结盟,NOUN
تموقع,positioning,定位,NOUN
تكتل,bloc,集团,NOUN
موالاة,loyalism,效忠,NOUN
انتفاضة,uprising,起义,NOUN
عرقلة,obstruction,阻挠,NOUN
تعطيل,suspension,中止,NOUN
ترشيح,nomination,提名,NOUN
إقالة,dismissal,罢免,NOUN
تنحية,removal,免职,NOUN
تنحي,resignation,辞职,NOUN
ولاية,term of office,任期,NOUN
عهدة,mandate,任期,NOUN
مأمورية,term of office,任期,NOUN
تمديد,extension,延长,NOUN
تجديدية,renewalism,革新主义,NOUN
شغور,vacancy,空缺,NOUN
تمثيلية,representativeness,代表性,NOUN
كوتا,quota,配额,NOUN
بلقنة,Balkanization,巴尔干化,NOUN
تشرذم,fragmentation,碎片化,NOUN
توافقية,consensualism,共识主义,NOUN
تراضٍ,mutual consent,相互同意,NOUN
تسوية,settlement,解决,NOUN
مساعٍ,good offices,斡旋,NOUN
تقارب,rapprochement,接近,NOUN
استرضاء,appeasement,绥靖,NOUN
استقواء,seeking foreign backing,倚仗外力,NOUN
تسييس,politicization,政治化,NOUN
تحزب,partisanship,党派性,NOUN
حزبية,partisanship,党派性,NOUN
محاصصة,quota sharing,配额分享,NOUN
ريعية,rentierism,食利主义,NOUN
غنيمة,spoils,战利品,NOUN
امتيازية,privilege,特权性,NOUN
احتكارية,monopolistic,垄断的,ADJ
لوبي,lobby,游说团体,NOUN
تجييش,mobilization,动员,NOUN
تنشئة,socialization,社会化,NOUN
خطابية,rhetorical,修辞的,ADJ
ديماغوجي,demagogic,煽动性的,ADJ
مزايدة,one-upmanship,争胜,NOUN
مغالاة,excess,过度,NOUN
انغلاق,closedness,封闭,NOUN
زخم,momentum,势头,NOUN
منعطف,turning point,转折点,NOUN
منعرج,bend,弯道,NOUN
مفترق,crossroads,十字路口,NOUN
تشاركية,participatory,参与式的,ADJ
تشاور,consultation,协商,NOUN
تجاوب,responsiveness,响应,NOUN
استجابة,response,回应,NOUN
أجندة,agenda,议程,NOUN
استشراف,foresight,前瞻,NOUN
استباق,preemption,先发制人,NOUN
خارطة,map,地图,NOUN
مخطط,plan,计划,NOUN
ورش,workshops,车间,NOUN
تكتيك,tactic,战术,NOUN
ملحقية,attache office,专员公署,NOUN
موفد,envoy,特使,NOUN
مندوبية,delegation,代表团,NOUN
مفوضية,commission,委员会,NOUN
ميثاق,charter,宪章,NOUN
محور,axis,轴心,NOUN
استقطابية,polarity,极性,NOUN
أحادية,unilateralism,单边主义,NOUN
إقليمية,regionalism,区域主义,NOUN
جيوسياسية,geopolitics,地缘政治,NOUN
سيادية,sovereignty,主权,NOUN
سيادي,sovereign,主权的,ADJ
استعمارية,colonialism,殖民主义,NOUN
إمبريالية,imperialism,帝国主义,NOUN
حيادية,neutrality,中立,NOUN
تعتيم,blackout,封锁消息,NOUN
ضبابية,vagueness,模糊,NOUN
نجاعة,efficacy,功效,NOUN
فعالية,effectiveness,有效性,NOUN
التقائية,convergence,趋同,NOUN
تماسك,cohesion,凝聚力,NOUN
لحمة,unity,团结,NOUN
تآزر,synergy,协同,NOUN
تعاضد,mutual support,互助,NOUN
ولاء,loyalty,忠诚,NOUN
عرش,throne,王位,NOUN
وصيف,chamberlain,侍从官,NOUN
حاشية,entourage,随从,NOUN
بلاط,royal court,宫廷,NOUN
مخزني,makhzen-related,马赫赞相关的,ADJ
وجهاء,dignitaries,显贵,NOUN
نخبوية,elitism,精英主义,NOUN
قاعدية,grassroots,基层的,ADJ
جماهيرية,mass appeal,大众吸引力,NOUN
تحرير,liberalization,自由化,NOUN
مقاولاتية,contracting,承包,NOUN
استثماري,investment,投资的,ADJ
مدخر,saver,储蓄者,NOUN
اكتتاب,subscription,认购,NOUN
طرح,offering,发行,NOUN
إدراج,listing,上市,NOUN
رسملة,capitalization,资本化,NOUN
استدانة,borrowing,借贷,NOUN
إقراض,lending,放贷,NOUN
جدولة,scheduling,计划,NOUN
سداد,repayment,偿还,NOUN
تحصيل,collection,征收,NOUN
جبائي,fiscal,财政的,ADJ
ضريبي,tax,税收的,ADJ
قاعدة,base,基数,NOUN
تملص,evasion,逃避,NOUN
مكوس,excise,消费税,NOUN
جمركي,customs,海关的,ADJ
جمركة,customs clearance,清关,NOUN
تعريفة,tariff,关税,NOUN
تعويم,floating,浮动,NOUN
إيراد,revenue,收入,NOUN
عبء,burden,负担,NOUN
مخصص,allocation,分配,NOUN
إعانة,subsidy,补贴,NOUN
مدقق,auditor,审计员,NOUN
محاسبي,accounting,会计的,ADJ
ميزانياتي,budgetary,预算的,ADJ
مالي,financial,金融的,ADJ
خزينة,treasury,国库,NOUN
ودائع,deposits,存款,NOUN
مدخرات,savings,储蓄,NOUN
ذمم,receivables,应收账款,NOUN
مستحقات,receivables,应收款,NOUN
متأخرات,arrears,欠款,NOUN
إهلاك,depreciation,折旧,NOUN
تزود,supply,供应,VERB
لوجستي,logistical,物流的,ADJ
عبور,transit,过境,NOUN
ترانزيت,transit,转运,NOUN
مبادلات,exchanges,交换,NOUN
تبادلي,reciprocal,互惠的,ADJ
عولمة,globalization,全球化,NOUN
أسواق,markets,市场,NOUN
مواصفات,specifications,规格,NOUN
سوقي,market,市场的,ADJ
قطاعي,sectoral,部门的,ADJ
هيكلي,structural,结构的,ADJ
دوري,cyclical,周期的,ADJ
ظرفية,conjunctural,偶然的,ADJ
ندرة,scarcity,稀缺,NOUN
طفرة,boom,繁荣,NOUN
فقاعة,bubble,泡沫,NOUN
تقلبات,volatility,波动,NOUN
منحى,trend,趋势,NOUN
اتجاهية,directionality,方向性,NOUN
إسقاطات,projections,预测,NOUN
محاكاة,simulation,模拟,NOUN
قياسي,standard,标准的,ADJ
إحصائي,statistical,统计的,ADJ
مضاعف,multiplier,乘数,NOUN
قدرة,capacity,能力,NOUN
مقدرة,ability,才能,NOUN
قوت,sustenance,生计,NOUN
معيشة,livelihood,生活,NOUN
أسعار,prices,价格,NOUN
تسقيف,price capping,限价,NOUN
زيادات,increases,增加,NOUN
اقتطاعات,deductions,扣除,NOUN
أجور,wages,工资,NOUN
منح,grants,补助金,NOUN
تأمينات,insurances,保险,NOUN
اشتراكات,contributions,缴款,NOUN
مأجور,wage earner,受薪者,NOUN
تمهين,vocationalization,职业化,NOUN
مهنية,professionalism,专业性,NOUN
حرفية,craftsmanship,工艺,NOUN
مهيكل,structured,结构化的,ADJ
بنيات,structures,结构,NOUN
تحتية,infrastructural,基础的,ADJ
تجهيزات,equipment,设备,NOUN
منشآت,facilities,设施,NOUN
صفقات,deals,交易,NOUN
مناقصة,tender,招标,NOUN
عروض,bids,投标,NOUN
إرساء,awarding,授标,NOUN
تحملات,charges,费用,NOUN
إفلاسية,bankruptcy,破产,NOUN
إدارية,administrative,行政的,ADJ
قائد,leader,领导者,NOUN
قيادة,leadership,领导,NOUN
شيخ,sheikh,谢赫,NOUN
جماعي,collective,集体的,ADJ
جهوي,regional,地区的,ADJ
عمادة,deanship,院长职务,NOUN
ترابي,territorial,领土的,ADJ
ترابية,territoriality,领土性,NOUN
صلاحيات,powers,权力,NOUN
تفويضات,delegations,授权,NOUN
مقتضى,provision,规定,NOUN
بنود,clauses,条款,NOUN
فصول,articles,章节,NOUN
ملاحق,annexes,附件,NOUN
تعديلات,amendments,修正案,NOUN
مشرع,legislator,立法者,NOUN
مقنن,codified,成文的,ADJ
أطر,cadres,干部,NOUN
إطار,framework,框架,NOUN
تأطيري,framework-related,框架相关的,ADJ
مديرية,directorate,局,NOUN
كتابة,secretariat,秘书处,NOUN
مؤسساتي,institutional,机构的,ADJ
هيآت,bodies,机构,NOUN
مجلسي,council-related,委员会的,ADJ
غرفة,chamber,议院,NOUN
لجان,committees,委员会,NOUN
رئاسة,presidency,主席职位,NOUN
انتخابي,electoral,选举的,ADJ
انتخابية,electoral,选举的,ADJ
تشريعيات,legislative elections,立法选举,NOUN
جماعيات,local elections,地方选举,NOUN
جزئيات,by-elections,补选,NOUN
رئاسيات,presidential elections,总统选举,NOUN
تقطيع,districting,选区划分,NOUN
دوائر,constituencies,选区,NOUN
دائرة,constituency,选区,NOUN
لائحي,lateral,侧面的,ADJ
نسبية,relative,相对的,ADJ
قاسم,divisor,除数,NOUN
متصدر,frontrunner,领先者,NOUN
مقترع,voter,投票者,NOUN
ناخب,voter,选民,NOUN
ناخبون,electorate,选民,NOUN
منتخبون,elected officials,当选者,NOUN
إقبال,turnout,出席率,NOUN
تجنيد,recruitment,招募,NOUN
تجمع,gathering,聚集,NOUN
صناديق,ballot boxes,投票箱,NOUN
ملغاة,invalidated,作废的,ADJ
مطعون,contested,有争议的,ADJ
طعون,appeals,申诉,NOUN
إفساد,corruption,腐败,NOUN
تلاعب,manipulation,操纵,NOUN
خروقات,violations,违反,NOUN
تجاوزات,abuses,滥用,NOUN
مخالفات,infractions,违规,NOUN
ملاحظون,observers,观察员,NOUN
نتائج,results,结果,NOUN
مقاعد,seats,席位,NOUN
تشكيلة,composition,构成,NOUN
تشكيل,formation,组建,NOUN
مشاورات,consultations,磋商,NOUN
حقائب,portfolios,部长职务,NOUN
وزاري,ministerial,部长的,ADJ
منتدب,delegate,代表,NOUN
شفوي,oral,口头的,ADJ
كتابي,written,书面的,ADJ
أسئلة,questions,问题,NOUN
أجوبة,answers,答案,NOUN
مساطر,procedures,程序,NOUN
رزنامة,calendar,日程表,NOUN
استثنائية,extraordinary,特别的,ADJ
خريفية,autumnal,秋季的,ADJ
ربيعية,vernal,春季的,ADJ
اختتام,closing,闭幕,NOUN
افتتاح,opening,开幕,NOUN
تدشين,inauguration,落成典礼,NOUN
إطلاق,launch,发布,NOUN
تنزيل,implementation,实施,NOUN
بلورة,crystallization,结晶,NOUN
إعداد,preparation,准备,NOUN
رزمة,bundle,捆,NOUN
منظومة,system,体系,NOUN
إصلاحات,reforms,改革,NOUN
اختلالية,dysfunctional,功能失调的,ADJ
لاورقية,paperless,无纸化的,ADJ
تراخيص,licenses,许可证,NOUN
تعهد,pledge,承诺,NOUN
التزامات,commitments,义务,NOUN
تظلمات,appeals,申诉,NOUN
شكايات,complaints,投诉,NOUN
مرتفق,service user,服务对象,NOUN
مرتفقون,service users,服务对象们,NOUN
استقبال,reception,接待,NOUN
تسريع,acceleration,加速,NOUN
تسهيل,facilitation,便利化,NOUN
تيسير,easing,缓和,NOUN
بطء,slowness,缓慢,NOUN
تماطل,procrastination,拖延,NOUN
محاباة,favoritism,偏袒,NOUN
رشاوى,bribes,贿赂,NOUN
إكراميات,tips,小费,NOUN
مفتشية,inspectorate,监察局,NOUN
مفتش,inspector,检查员,NOUN
تأديب,discipline,纪律,NOUN
تأديبي,disciplinary,纪律的,ADJ
توبيخ,reprimand,训斥,NOUN
إنذاري,warning,警告的,ADJ
مباريات,matches,比赛,NOUN
توظيفي,recruitment-related,招聘的,ADJ
مؤهلات,qualifications,资格,NOUN
خبرات,experiences,经验,NOUN
أقدمية,seniority,资历,NOUN
مناصب,positions,职位,NOUN
إلحاق,secondment,借调,NOUN
وضعية,status,状况,NOUN
تغيب,absenteeism,旷工,NOUN
أمني,security-related,安全的,ADJ
أمنية,security matter,安全事务,NOUN
استخبارات,intelligence,情报,NOUN
استخباراتي,intelligence-related,情报的,ADJ
مخابراتي,intelligence-related,情报的,ADJ
عميل,agent,特工,NOUN
مخبر,informant,线人,NOUN
وشاة,informers,告密者,NOUN
فك,decryption,解密,NOUN
سيبراني,cyber,网络的,ADJ
سيبرانية,cybersecurity,网络安全,NOUN
معلوماتي,IT-related,信息技术的,ADJ
سري,confidential,机密的,ADJ
إفشاء,disclosure,泄露,NOUN
كتمان,concealment,隐瞒,NOUN
تكتم,discretion,保密,NOUN
إخفاء,hiding,隐藏,NOUN
طمس,obliteration,抹除,NOUN
تستر,cover-up,掩盖,NOUN
خلايا,cells,小组,NOUN
مداهمات,raids,突袭,NOUN
تمشيط,combing,搜查,NOUN
محاصرة,besieging,包围,NOUN
تطويق,cordoning,封锁,NOUN
اقتحام,storming,突击,NOUN
إنزال,landing,降落,NOUN
تمركز,positioning,驻扎,NOUN
حاجز,barrier,障碍物,NOUN
حدودي,border,边界的,ADJ
معبر,crossing,通道,NOUN
منفذ,outlet,出口,NOUN
متسلل,infiltrator,潜入者,NOUN
مهرب,smuggler,走私者,NOUN
عصابة,gang,帮派,NOUN
إجرامية,criminal,犯罪的,ADJ
تخريبية,sabotage,破坏性的,ADJ
إرهابي,terrorist,恐怖分子,NOUN
راديكالي,radical,激进的,ADJ
تشدد,extremism,极端主义,NOUN
استئصال,eradication,根除,NOUN
اجتثاث,uprooting,连根拔除,NOUN
مكافحة,combating,打击,NOUN
محاربة,fighting,对抗,NOUN
