German_Lemma,Spanish_Translation
handeln,actuar/tratar
handelt,trata/actúa
handschrift,letra/escritura a mano
handtasche,bolso
Handy,móvil
Hang,pendiente/inclinación
harten,duros
harter,duro
hasse,odio
hasste,odiaba
hast,tienes
hastig,apresurado
hattest,tenías
hau,golpea/vete
hauen,pegar
haufen,montón
hauptmann,capitán
hauptquartier,cuartel general
hausarbeit,tareas domésticas
hausarrest,arresto domiciliario
hause,casa (en casa)
Haushalt,hogar/presupuesto
Haut,piel
hautfarbe,color de piel
heb,levanta
hebe,levanto
heer,ejército
heiden,caliente
heil,caliente
heilen,caliente
heilig,caliente
heiligen,caliente
heiliger,santo
heiligkeit,caliente
heilt,caliente
heim,caliente
heimatstadt,caliente
heimlich,caliente
heinrich,caliente
heirate,caliente
heiratest,caliente
heiratete,caliente
heiß,caliente
heisst,se llama/significa
heiße,caliente
heißt,caliente
helft,ayudad
heller,más claro
helm,casco
hemden,camisas
herausgefunden,averiguado
herausholen,sacar
herbringen,traer aquí
Herd,cocina/fogón
hergebracht,traído aquí
hergekommen,venido aquí
herkommen,venir aquí
heroin,heroína
herren,señores
herrgott,Señor Dios
herrin,ama/dueña
herrje,Dios mío
herrlicher,maravilloso
herrn,señor (acusativo)
Herrschaft,dominio/señorío
herrschaften,señoras y señores
herrscher,gobernante
herrscht,reina/impera
herrschte,reinaba
herunter,abajo
hervor,fuera (hacia delante)
hervorheben,resaltar
hervorragend,sobresaliente
herzen,corazones
herzens,del corazón
herzinfarkt,infarto
herzukommen,venir aquí
heuchler,hipócrita
heulen,aullar/llorar
heutige,de hoy
hexen,brujas
hi,hola
hielt,se llamaba
hierbei,se llamaba
hierbleiben,se llamaba
hierfuer,se llamaba
hierhin,se llamaba
hieß,se llamaba
hilf,ayuda (imperativo)
hilflos,indefenso
himmlisch,celestial
hinaus,hacia fuera
hindernisse,obstáculos
hindert,impide
hingegangen,ido allí
hingerichtet,ejecutado
hinlegen,tumbarse/poner
hinsehen,mirar
hinsicht,respecto/sentido
hinteren,traseros
hinterhalt,emboscada
hinterließ,dejó atrás
hintern,trasero
hinueber,al otro lado
hinunter,hacia abajo
Hinweis,blanca
hinweise,blanca
hinweisen,blanca
hirte,pastor
hmm,hmm
hochgehen,subir/explotar
hochzeitsgeschenk,regalo de bodas
hochzeitstag,aniversario de bodas
hocken,estar en cuclillas
hoechst,sumamente
hoechsten,más altos/supremo
hoechstens,como máximo
hoechster,máximo/supremo
hoehere,superior/más alta
hoelle,infierno
hoffe,espero
hoffnungslos,desesperado
hoffte,esperaba
hohe,alta
hoher,alto
hohes,alto
hoien,traer (holen)
hol,trae
holst,traes
holt,trae/recoge
holte,trajo
holten,trajeron
honig,miel
horn,cuerno
hosen,pantalones
Hotel,hotel
hotels,hoteles
houston,Houston
hubschrauber,helicóptero
huefte,cadera
huetten,cabañas
huh,eh
hunde,perros
hundert,cien
hunderter,billete de cien
Hunger,hambre
hungrig,hambriento
hunnen,hunos
hupen,pitar
hure,puta
huren,putas
hurra,hurra
hustet,tose
iaenger,más tiempo (länger)
ideale,ideales
ideen,ideas
identifiziert,identificado
idiot,idiota
idioten,idiotas
ieid,pena (leid)
igitt,puaj
ignorieren,ignorar
ignoriert,ignorado
ihnen,les/a ellos
ihre,su/sus
ihren,su/sus (de ellos)
ihres,su (de ella)
ii,II
illegal,ilegal
illegale,ilegal
im,en el (in dem)
Image,imagen
immerhin,al menos/a fin de cuentas
imperator,imperador
inder,indio
indianer,indio
indianern,indios
indien,India
informant,informante
informanten,informantes
informationen,información
informiert,informado
initialen,iniciales
innere,interior
inneren,interior
inoffiziell,extraoficial
ins,al/en el (in das)
inspektor,inspector
inspiriert,inspirado
instrumente,instrumentos
interessante,interesante
interessanter,más interesante
interessantes,interesante
interessen,intereses
interessierte,interesaba
internationale,internacional
interviews,entrevistas
investieren,invertir
investiert,invertido
inwiefern,en qué sentido
inzwischen,mientras tanto
irak,Irak
iren,irlandeses
irgendein,algún
irgendeinen,algún
irgendeiner,alguno/cualquiera
irgendetwas,algo
irgendjemand,alguien
irgendwer,alguien
irgendwohin,a alguna parte
iris,iris
irland,Irlanda
irren,locos/equivocarse
irrer,loco
irrst,equivocas
isoliert,aislado
israel,Israel
isst,come
ist,es
istanbul,Estambul
istjetzt,es ahora
italien,Italia
italiener,italiano
italienisch,italiano
italienische,italiana
jackett,chaqueta
jackpot,premio gordo
jagd,caza
jagen,cazar
jagt,caza
jahrelang,durante años
jahren,años
jahrhunderts,del siglo
jaja,"sí, sí"
jammer,lástima
januar,enero
japan,Japón
japaner,japonés
japanischen,japonés
jawohi,sí señor (jawohl)
jedem,a cada
jeden,cada
jederzeit,en cualquier momento
jedes,cada
jegliche,cualquier
jemanden,a alguien
jene,aquella
jenem,aquel
jenen,aquellos
jener,aquel
jenseits,más allá
jesus,Jesús
jet,jet/avión
jeweils,blanca
jobs,trabajos
jubel,júbilo
juden,judíos
juli,julio
jung,joven
junges,joven
junior,júnior
junkie,yonqui
jury,jurado
juwelen,joyas
kabel,cable
kabine,cabina/camarote
kacke,caca/mierda
kaefig,jaula
kaeme,vendría (käme)
kaempfer,luchador
kaempfst,luchas
kaempfte,luchó
kaempften,lucharon
kahn,barca
kaiserin,emperatriz
kaisers,del emperador
kaliber,calibre
kalifornien,California
kaltes,frío
kam,vino
kameras,cámaras
kamin,chimenea
kammer,cámara/trastero
kampfes,de la lucha
kamst,viniste
kanada,Canadá
kandidaten,candidatos
kanister,bidón
kann,puedo
kannten,conocían
kanone,cañón
kanzlei,bufete/despacho
kapelle,capilla
kapiere,capto/entiendo
Kapitel,capítulo
kardinal,cardenal
kassieren,cobrar
kasten,caja
katzen,gatos
kauen,masticar
Kauf,compra
kaufe,compro
kaufst,compras
kauft,compra
kaufte,compró
kauften,compraron
kehrt,vuelve/barre
keine,ninguna
keinem,a ninguno
keinen,ningún
keiner,nadie
keinerlei,ningún tipo de
keines,ninguno
keineswegs,de ninguna manera
keks,galleta
Keller,sótano
kellnerin,camarera
kenn,conozco
kenne,conozco
kennenzulernen,conocer
kerlchen,tipo pequeño
kerle,tipos
kerlen,tipos
kerze,vela
keucht,jadea
killer,asesino
kilo,kilo
kinder,niños
kinderspiel,juego de niños
kindes,del niño
kindisch,infantil
kinn,barbilla
kirchen,iglesias
kissen,almohada
kiste,caja
kisten,cajas
klage,demanda/queja
klagen,quejarse/demandar
klammern,paréntesis/grapas
klappt,funciona
klare,clara
klarer,más claro
klarstellen,aclarar
klassische,clásica
klatsch,chisme
klauen,robar
klaviermusik,música de piano
kleider,vestidos/ropa
kleidern,vestidos
kleine,pequeña
kleinen,pequeños
kleingeld,calderilla
klemme,aprieto/lío
klettern,escalar/trepar
klicken,hacer clic
klienten,clientes
klinge,hoja (cuchillo)/sueno
klingst,suenas
klo,váter
klopft,llama (puerta)
klub,club
kluge,lista
klugscheißer,cagón
km,km
knall,estallido/bang
knallt,estalla/golpea
knapp,escaso/ajustado
knecht,siervo
kneipe,bar/taberna
knien,arrodillarse
knoten,nudo
knurren,gruñir
koche,cocino
koennt,podéis
koks,coca
kollegen,colegas
kollegin,colega/compañera
kom,ven (komm)
koma,coma
komische,rara
komischen,raros
komma,coma
kommandant,comandante
komme,vengo
kommissar,comisario
kommst,vienes
kommt,viene
kommunisten,tienes que
komplett,completo
komplette,completa
Komplex,complejo
kompliment,cumplido
komplize,cómplice
komplizierter,más complicado
kongress,congreso
konnen,poder (können)
konntest,podías
konsequenzen,consecuencias
Kontext,contexto
kontinent,continente
kontrolliert,controlado
konversation,conversación
Kooperation,cooperación
kooperieren,cooperar
koordinaten,coordenadas
Kopie,copia
kopien,copias
korb,cesta
korea,Corea
korn,grano/trigo
korrekt,correcto
kosmos,cosmos
kostbare,valiosa
kostet,cuesta
kram,trastos/cosas
kran,grúa
kranke,enferma/o
Krankheit,caliente
krankheiten,caliente
krass,fuerte/exagerado (coloquial)
kratzer,arañazo
krebs,cáncer/cangrejo
Kreditkarte,tarjeta de crédito
kreditkarten,tarjetas de crédito
krepieren,diñar/reventar
kreuz,cruz
kriege,guerras
krieges,de la guerra
kriegst,recibes
kriegt,recibe/consigue
kriminelle,criminales
kriminellen,criminales
kristall,cristal
kritisch,crítico
kroeten,sapos
krone,corona
kuba,Cuba
kuehler,radiador/más frío
kuemmerte,cuidó/ocupó
kugeln,balas
Kuh,vaca
kummer,penas
kumpels,colegas
Kunde,cliente
Kunstwerk,obra de arte
kurse,cursos
kurze,corta
kurzem,poco (hace poco)
kurzer,corto
kurzes,corto
kurzfristig,a corto plazo
kutsche,carruaje
labor,laboratorio
lach,ríe
lache,río (reír)
lachend,riendo
lachs,salmón
lacht,ríe
ladys,señoras/chicas
laechelte,sonrió
laenge,longitud
laeuft,corre/funciona
laeutet,suena (timbre)
lag,yacía
Lage,situación
lager,campamento/almacén
lagerhaus,almacén
lande,aterrizo
landete,aterrizó
landeten,aterrizaron
landung,aterrizaje
langem,largo (hace tiempo)
langen,largos
langer,largo
langes,largo
langeweile,blanca
langweilen,blanca
langweilige,blanca
lass,deja
lasse,dejo
lasst,dejad
laster,camión/vicio
Lauf,corre/carrera
laufe,corro
laufenden,corrientes/en curso
laune,humor
laute,alta/ruidosa
lauten,ruidosos
lautet,dice/reza
laß,deja (imperativo)
leb,vive
lebe,vivo
lebende,viva
lebens,de la vida
lebensform,forma de vida
lebensgefahr,peligro de muerte
Lebensmittel,alimentos
lebt,vive
lecken,lamer
lecker,rico/delicioso
leere,vacío
leg,pon
legende,leyenda
legst,pones
legt,pone
legte,puso
lehren,enseñar
leiche,cadáver
leichen,cadáveres
leichtes,fácil/ligero
leid,pena/daño
leih,presta
leihe,presto
leinen,lino/correas
Leistung,rendimiento
leiten,dirigir
leitet,dirige
Leitung,dirección/tubería/línea
leitungen,tuberías/cables
lenkrad,volante
lern,aprende
lerne,aprendo
lesbe,lesbiana
lesbisch,lesbiana
lese,leo
letzte,última
letztens,últimamente
letztes,último
leugnen,negar
level,nivel
lhm,le (ihm)
lichter,luces
lichtjahre,años luz
lichts,de la luz
liebend,encantado
liebenswuerdig,amable
liebes,querido/amor
liebevoll,cariñoso
liebiing,cariño
liebling,cariño
liebst,amas
liebste,querida
liebsten,queridos/preferidos
liebt,ama
liebte,amaba
lied,canción
lief,corrió/funcionó
liefen,corrían
lieferwagen,furgoneta de reparto
liege,estoy tumbado
liegt,yace/está situado
lies,lee
ließ,dejó
ließen,dejaron
Linie,línea
linken,izquierdos
lippe,labio
lippenstift,pintalabios
Literatur,literatura
lizenz,licencia
lkw,camión
locker,flojo/relajado
loescht,borra/apaga
logisch,lógico
lohnt,merece la pena
london,Londres
look,look/aspecto
lordschaft,señoría
lose,sueltos/boletos
loser,perdedor
losgehen,empezar/salir
loslassen,soltar
ltalien,Italia
luegner,mentiroso
luegst,mientes
luftwaffe,fuerza aérea
lumpen,harapos
lungen,pulmones
Lust,ganas/placer
mach,haz
machs,hazlo
machst,haces
machte,hizo
machtest,hiciste
machtlos,impotente
mademoiselle,señorita
maertyrer,mártir
mag,gusta
magische,mágica
Mahlzeit,comida/buen provecho
mahlzeiten,comidas
mails,correos
major,mayor (rango)
male,veces
mami,mami
manchen,algunos
mancher,alguno
manches,algo/algunas cosas
mandant,cliente (abogado)
Mangel,falta/carencia
mannes,del hombre
marine,marina
marionette,marioneta
maschinen,máquinas
maschinengewehr,ametralladora
maske,máscara
masken,máscaras
mathe,mates
Mathematik,matemáticas
maul,hocico/boca (vulgar)
maus,ratón
mayday,mayday (socorro)
maßgeblich,decisivo/determinante
Mechanismus,mecanismo
medaille,medalla
medaillon,medallón
medien,medios
medizinischen,médicos
mehrere,varios
mehreren,varios
mehrheit,caliente
mehrmals,varias veces
meile,milla
meilen,millas
meiner,mi/mío
meines,de mi
meinetwegen,por mí
meins,mío
meint,opina/quiere decir
meistens,la mayoría de las veces
melancholische,melancólica
melden,informar/reportar
meldet,informa/reporta
melone,melón
Menge,cantidad/multitud
menschheit,caliente
menschliche,humana
menschlichkeit,humanidad
menue,menú
merci,gracias
merk,nota (imperativo)
merkmale,características
merkt,nota
merkte,notó
merkwuerdiger,extraño
messias,mesías
metall,metal
meuterei,motín
mexikaner,mexicano
mexiko,México
mies,malo/fatal
mieses,malo
millimeter,milímetro
min,minutos
mine,mina
minus,menos
mir,me/a mí
missachtung,desprecio/falta de respeto
missbraucht,abusado
mister,señor
mistkerl,cabrón
mitbekommen,enterarse
miteinander,uno con otro/juntos
mitfahren,ir con alguien
mitgenommen,llevado consigo
mitglieder,miembros
mithilfe,ayuda
mitspielen,jugar con/participar
mitteilen,comunicar
mitternacht,medianoche
mittleren,medios
mittlerweile,blanco
mitzunehmen,llevar consigo
modelle,modelos
modernen,modernos
moege,que (subjuntivo)
momente,momentos
monster,monstruo
Moral,moral
moralisch,moral
morde,asesinatos
mordes,del asesinato
mordfall,caso de asesinato
mordkommission,homicidios
morgens,por la mañana
motel,motel
motorrad,moto
Mühe,esfuerzo/molestia
muenze,moneda
muesste,tienes que
mueßte,tienes que
mum,mamá
munition,tienes que
muschi,coño (vulgar)/minino
musiker,músico
muskeln,músculos
musst,tienes que
musste,tenía que
musstest,tenías que
mutation,tienes que
mutig,valiente
mutti,mami
mußt,tienes que
mysterioesen,misteriosos
nachbarin,vecina
nachdenken,pensar/reflexionar
nachgedacht,reflexionado
nachgehen,investigar/perseguir
nachhaltig,sostenible
nachher,después
nachname,apellido
Nachricht,mensaje/noticia
nachrichten,noticias
nachschub,suministros/refuerzos
nackt,desnudo
nadel,aguja
nächster,próximo
naechte,noches
naechten,noches
naerrin,loca/bufona
nagel,clavo/uña
nahmen,tomaron
naja,bueno...
namen,nombres
namens,de nombre
nannten,llamaban
narbe,cicatriz
narben,cicatrices
narr,loco/bufón
narren,bufones/locos
Nase,nariz
nat,claro (natürlich)
national,nacional
nationale,nacional
nationalen,nacionales
nazis,nazis
ne,no (coloquial)
nebenbei,de paso/por cierto
nee,no (coloquial)
neffen,sobrinos
negativ,negativo
nehm,tomo (nehme)
nehmt,tomad
Neigung,inclinación
nenn,llama
nennst,llamas
nennt,llama/nombra
ner,una (einer)
nerven,nervios
nervt,molesta
Nest,nido
nette,amable
netten,amables
netter,amable
nettes,amable
neue,nueva
neuem,nuevo
neuer,nuevo
neuesten,más recientes
neulich,hace poco
neun,nueve
nich,no (nicht)
nichtmal,ni siquiera
nickerchen,siesta
nieder,abajo
niederlage,derrota
niedlich,lindo
niemandem,a nadie
niemanden,a nadie
nieren,riñones
nimm,toma
nimmst,tomas
nlcht,no (nicht)
noerdlich,norte
nonne,monja
nonnen,monjas
Norden,norte
normales,normal
normandie,Normandía
noten,notas
Notfall,emergencia
notizen,notas
notruf,llamada de emergencia
november,noviembre
nudeln,pasta/fideos
nummern,números
nun,ahora/pues
nutten,putas
nutzlos,inútil
nutzt,usa
ob,si (condicional)
obere,superior
oberen,superiores
oberst,coronel
oberste,suprema/superior
objektiv,objetivo
oeffentliche,pública
Öffentlichkeit,público/opinión pública
oefter,más a menudo
ofen,horno/estufa
offenbaren,revelar
offenbarung,revelación
offene,abierta
offenes,abierto
offensichtlich,obvio
offiziell,oficial
offizielle,oficial
offizier,oficial
offiziere,oficiales
ohnmacht,desmayo/impotencia
ohren,orejas
Oktober,octubre
onkels,tíos
operationen,operaciones
operieren,operar
opfern,sacrificar/víctimas
Opposition,oposición
optionen,opciones
orakel,oráculo
orchester,orquesta
orden,medalla/orden
organe,órganos
organisiert,organizado
Ort,lugar
orten,localizar
ost,este
outfit,atuendo
ozean,océano
paesse,pasaportes
pakt,pacto
panzer,tanque
papa,papá
papi,papi
papst,papa
Paradigma,paradigma
Parfüm,perfume
paris,París
parkplatz,aparcamiento
parteien,partidos
Partner,socio/pareja
partnerin,socia/compañera
passagiere,pasajeros
passe,paso/encajo
passierte,pasó/sucedió
pastor,pastor
pater,padre (religioso)
patienten,pacientes
patientin,paciente (mujer)
patriot,patriota
pech,mala suerte
peitsche,látigo
penis,pene
pennen,sobar/dormir
pension,pensión/jubilación
Periode,periodo/regla
perlen,perlas
Personal,personal
personen,personas
pest,peste
pfad,camino/sendero
pfadfinder,boy scout
pfannkuchen,tortita
pfarrer,párroco
pfeifen,silbar
pfeift,silba
pferde,caballos
pferden,caballos
pflanzen,plantas
pfoten,patas
pharao,faraón
philosoph,filósofo
Physik,física
picknick,picnic
pier,muelle
pille,píldora
pillen,pastillas
pilot,piloto
piloten,pilotos
pinkeln,mear
pisse,meado
pistole,pistola
planet,planeta
plante,planeó
platt,plano/agotado
platten,placas/discos
plötzlich,de repente
po,culo
poiizei,policía
pointe,gracia/final (chiste)
poker,póker
politisch,político
politische,política
politischer,político
politisches,político
polizist,policía
polizisten,policías
pool,piscina
popcorn,palomitas
pornos,porno
Portion,porción
praechtig,magnífico
Praxis,práctica/consultorio
preise,precios
premierminister,primer ministro
president,presidente
pressekonferenz,rueda de prensa
pressen,prensar/apretar
priester,sacerdote
prima,estupendo
primitiv,primitivo
prinz,príncipe
prinzessin,princesa
privaten,privados
privatleben,vida privada
pro,por (pro)
probier,prueba (imperativo)
probiere,pruebo
probleme,problemas
problemen,problemas
Problemstellung,planteamiento del problema
produktion,producción
produzieren,producir
produziert,producido
profi,profesional
profis,profesionales
profitieren,beneficiarse
programmiert,programado
prost,salud (brindis)
Protest,protesta
protokoll,protocolo/acta
psychiater,psiquiatra
psychopath,psicópata
Publikum,público
Pullover,jersey
puls,pulso
pumpen,bombas/bombear
punkte,puntos
puppe,muñeca
pur,puro
quaelt,atormenta
qualifiziert,cualificado
quartier,alojamiento/barrio
Quelle,fuente
quere,travesía
quietschen,chirriar
quitt,en paz (deuda)
rabatt,descuento
raechen,vengar
raeumen,despejar
raketen,cohetes
ran,cerca (acercarse)
ranch,rancho
rande,borde
ranger,guardabosques
rannte,corrió
rasieren,afeitar
rasse,raza
raste,corrió/se precipitó
rate,adivina/tasa
ratten,ratas
raub,robo
rausgehen,salir
rausgekommen,salido
rausgeschmissen,echado/expulsado
rausgeworfen,echado
rausholen,sacar
rauskomme,salgo
rauskommen,salir
rauskommt,sale
rauswerfen,echar
rauszukommen,salir
reagieren,reaccionar
Reaktion,reacción
reaktionen,reacciones
reaktor,reactor
rebellen,rebeldes
Rebellion,rebelión
rechten,derechos
rechtzeitig,a tiempo
redest,hablas
redet,habla
redete,hablaba
reflektieren,reflexionar
regeln,reglas/regular
regenbogen,arcoíris
regie,dirección (cine)
regisseur,director (cine)
registriert,registrado
regnet,llueve
reiche,rica
reicher,rico
reichsten,romper/arrancar
reichte,alcanzó/pasó
reichweite,blanca
reif,maduro
reinen,puros/limpios
reingekommen,entrado
reingelegt,engañado
reinheit,caliente
reinigen,romper/arrancar
reinkommen,romper/arrancar
reinkommt,entra
reiter,jinete
reitet,monta (caballo)
reizende,romper/arrancar
reißen,romper/arrancar
reklame,publicidad
rekord,récord
rekruten,reclutas
relevant,relevante
Relevanz,relevancia
religioese,religiosa
renn,corre
rennbahn,hipódromo/pista de carreras
Reparatur,reparación
repariert,reparado
reporter,reportero
reporterin,reportera
reserve,reserva
respektiere,respeto
respektiert,respetado
respektlos,irrespetuoso
ressourcen,recursos
Restaurant,restaurante
restlichen,restantes
retter,salvador
rettest,salvas
rettete,salvó
rettung,rescate
reue,arrepentimiento
revolver,revólver
richte,dirijo/juzgo
richten,juzgar/arreglar
richtet,dirige/arregla
richtiger,correcto/verdadero
richtiges,correcto
riecht,huele
rief,llamó
riesen,gigantes
riesig,gigante
riesige,gigante
ringe,anillos
rippen,costillas
Risiko,riesgo
riskierst,arriesgas
riss,grieta/rompió
roboter,robot
roemische,romana
rohr,tubo/cañería
roll,rueda (imperativo)
rollstuhl,silla de ruedas
rollt,rueda
rom,Roma
romantische,romántica
rosa,rosa
rosen,rosas
rot,rojo
rote,roja
roten,rojos
roter,rojo
route,ruta
ruder,timón/remo
rueberkommen,venir (acá)
rueckgaengig,deshacer (rückgängig machen)
ruehre,toco/muevo
rufe,llamo
rufst,llamas
ruhen,descansar
ruhige,tranquila
ruhiger,más tranquilo
ruhm,fama
ruht,descansa
ruinieren,arruinar
rumhaengen,pasar el rato
rumlaufen,correr por ahí
rumpf,torso/casco (barco)
runden,rondas/vueltas
runter,abajo
runtergehen,bajar
russen,rusos
sachen,cosas
sack,saco
saecke,sacos
saemtliche,todos/completos
saenger,cantante
saeufer,borracho
sag,di
sagt,dice
sagte,dijo
sagten,dijeron
sagtest,dijiste
sahen,vieron
sahst,viste
saison,temporada
samen,semillas/semen
sammelt,recolecta
sammle,colecciono
samstag,sábado
samstagabend,sábado por la noche
samurai,samurái
sanft,suave
sang,cantó
satellit,satélite
satt,lleno (comida)/harto
sausen,pasar zumbando
saß,estaba sentado
saßen,estaban sentados
schachtel,caja
schadet,daña
schaeme,avergüenzo
schaetzen,estimar/apreciar
schaff,logra (imperativo)
schaffst,logras
schafft,logra
schaffte,logró
Schale,cáscara/cuenco
schalte,conecto/cambio
schalten,cambiar/conectar
schaltet,cambia (marcha)/conecta
schande,vergüenza
schaue,miro
schauspieler,actor
schauspielerin,actriz
schaust,miras
schaute,miró
schecks,cheques
scheinbar,mierda
scheine,mierda
scheinst,mierda
scheinwerfer,cagón
scheisse,mierda
scheiß,mierda
scheiße,caliente
scheißegal,caliente
scheißen,caliente
scheißer,cagón
scheißkerle,cagón
schenkel,muslo
schenkte,regaló
scherze,bromas
scherzt,bromea
schickt,envía/manda
schickten,enviaron
schieb,se llamaba
schief,se llamaba
schiess,se llamaba
schieße,se llamaba
schießen,se llamaba
schießt,se llamaba
schiffes,del barco
Schlacht,batalla
schlachten,matar/batallas
schlachtfeld,campo de batalla
schlaeft,duerme
schlaf,sueño/dormir
schlafe,duermo
schlag,golpe
schlaganfall,ictus
schlage,pego/sugiero
schlagt,pegad/golpead
schlagzeilen,titulares
schlagzeug,batería
schlampe,zorra (insulto)
schlank,delgado
schlauer,listo
schlechten,malos
schlechter,peor
schlechteste,peor
schlief,cierra/cerrar
schließen,cierra/cerrar
schließlich,cierra/cerrar
schließe,cierra/cerrar
schlimmer,peor
schlimmeres,peor
schlimmes,malo
schlimmste,peor
schlimmsten,peor
schlips,corbata
schlitten,trineo
schluchzen,sollozar
schluchzt,solloza
schlucken,tragar
schluss,fin/conclusión
Schlussfolgerung,conclusión
schluß,fin/conclusión
schmeiß,tira/lanza
schmerzen,dolores
schmerzhaft,doloroso
schmerzt,duele
schmied,herrero
schmilzt,derrite
schmutzige,tienes que
schnauze,hocico (cállate)
schnecke,caracol
schneid,corta
schnelle,rápida
schnelles,rápido
schnellstens,lo más rápido posible
schnitt,corte
schnueffeln,husmear
schockierend,impactante
schockiert,conmocionado
schoepfer,creador
schoss,disparó
schottland,Escocia
schreck,susto
schrecken,susto/terror
schrecklichen,terribles
schreckliches,terrible
schrei,grito
schreib,escribe
schreibe,escribo
schreibmaschine,máquina de escribir
schreibst,escribes
schreibtisch,escritorio
schreie,gritos
schreit,grita
schrieb,escribió
schriftsteller,escritor
scht,sst
schuften,currar/trabajar duro
schuhe,zapatos
schuhen,zapatos
schulden,deudas
schuldet,debe
schuldig,culpable
Schule,escuela
schultern,hombros
schuss,disparo
Schutz,protección
schutzengel,ángel de la guarda
schwachen,débiles
schwachsinn,tontería
schwaenze,colas/penes
schwangerschaft,embarazo
schwarzen,negros
schwarzes,negro
schweben,flotar
schweiz,blanca
schweizer,blanco
schweren,pesados
schwerer,más pesado/difícil
schwert,espada
schwimme,nado
schwindel,mareo/fraude
schwoer,juro
schwoerst,juras
schwuchtel,maricón
schwule,gays
seattle,Seattle
sechs,seis
sechste,sexta
Seele,alma
seelen,almas
segel,vela
sehe,veo
sei,sé/sea
seid,sois
seien,sean
seil,cuerda
seinen,su/sus
seines,su (de él)
seist,seas
seiten,lados/páginas
sek,segundos
sekunden,segundos
selbe,mismo
selben,mismos
seltsamen,extraños
seltsamer,extraño
senator,senador
senden,enviar
september,septiembre
sergeant,sargento
Serie,serie
servieren,servir
set,set/juego
setze,pongo/siento
setzt,siéntate/pon
setzte,sentó/puso
seufzer,suspiro
seufzt,suspira
sexuell,sexual
sexuelle,sexual
sheriffs,sheriffs
shirt,camiseta
sicheren,seguros
sicherer,más seguro
sichergehen,asegurarse
Sicherheit,caliente
sicherlich,seguramente
sicherstellen,asegurar
sichert,asegura
sicht,vista
siegel,sello
siehe,véase
signale,señales
simulieren,simular
sin,pecado (Sünde) / sin (matemáticas)
sind,son/están
singe,canto
sinken,hundirse
sinkt,hunde
sinnlos,sin sentido
sirene,sirena
skipper,patrón
sklave,esclavo
sklaven,esclavos
slip,bragas/calzoncillos
sms,SMS
socken,calcetines
sodass,de modo que
soeben,salsa
sogenannte,llamada
sogenannten,llamados
sohnes,del hijo
soiiten,deberían (sollten)
solche,tales
solcher,tal
solches,tal
soldaten,soldados
solle,salsa
sollst,debes
sollte,debería
solltet,deberíais
song,canción
songs,canciones
sonnenaufgang,amanecer
sonnenschein,mierda
sonntags,los domingos
sophie,se llamaba
sorgst,ocupas/preocupas
sorgt,se ocupa/preocupa
sorgte,se ocupó
sorry,perdón
soviel,tanto
soweit,blanca
sowohl,tanto... como
soziale,social
sozusagen,por así decirlo
spät,tarde
spaetestens,a más tardar
spanien,España
spanisch,español
spanischen,español
spannende,emocionante
spannungsgeladene,cargada de tensión
spar,ahorra
Spaß,diversión
Spaziergang,paseo
Speisekarte,menú/carta
spenden,donar
spezialitaet,especialidad
spezies,especie
spezifisch,específico
spiegelbild,reflejo
spiegeln,reflejar
Spiel,juego
spielchen,jueguecito
spiele,juegos
spielst,juegas
spielt,juega
spielte,jugaba
spielten,jugaban
spielzeug,juguete
spinne,araña
spinnst,estás loco
spinnt,está loco/hila
spione,espías
spionin,espía
spitze,cima/genial
spitzel,soplón
sponsor,patrocinador
sprach,habló
sprachen,hablaron/idiomas
sprachst,hablaste
sprang,saltó
spreche,hablo
sprecher,portavoz
sprecht,hablad
sprengen,volar/reventar
sprengstoff,empujar/chocar
spring,salta
springe,salto
springt,salta
spritze,inyección/jeringuilla
spruch,dicho/frase
spruenge,saltos
spuck,escupe
spuele,fregadero
spuelen,fregar/aclarar
spuere,siento
staaten,estados
staates,del estado
staatsanwaltschaft,fiscalía
stab,palo/vara
stabil,estable
stadion,estadio
stadtrat,concejal/ayuntamiento
staedte,ciudades
staedten,ciudades
staender,soporte
staffel,temporada (serie)
Stahl,acero
stammen,provenir
stammt,proviene
standen,estaban de pie
standpunkt,punto de vista
starken,fuertes
starker,fuerte
starkes,fuerte
starrt,mira fijamente
start,inicio
starten,empezar/despegar
startet,empieza/arranca
stattdessen,en su lugar
steak,filete
stechen,picar/apuñalar
steck,mete/pon (imperativo)
stecken,meter/estar metido
steckte,metió/estaba metido
steh,levántate/ponte de pie
stehe,estoy de pie
stehenbleiben,quedarse quieto
stehlen,robar
steht,está de pie
steif,rígido
steigern,aumentar
steigst,subes
steigt,sube
steine,piedras
stell,pon (imperativo)
Stelle,puesto/lugar
stellt,pone/coloca
stellte,puso/colocó
Stellung,puesto/posición
stempel,sello/timbro
sternen,estrellas
stets,siempre
stich,picadura/puntada
stieg,subió
Stift,bolígrafo
still,quieto/silencioso
stille,silencio
stillen,amamantar/calmar
stimmt,es correcto/cierto
stimmte,era correcto/votó
Stimmung,tienes que
stinken,apestar
Stipendium,beca
stirb,muere
stirbst,mueres
stirn,frente
Stoff,tela/sustancia
stolzer,orgulloso
stopp,stop/para
stoppt,para/detiene
stoßen,empujar/chocar
strahlung,calles
straßen,calles
streben,aspirar
strecke,tramo/trayecto
streichen,romper/arrancar
streifen,rayas/patrulla
strenge,severidad/estricta
strich,raya/línea
stroh,paja
stromausfall,apagón
strukturieren,estructurar
Student,estudiante
studenten,estudiantes
studentin,estudiante
studiert,estudiado
